mes,anio,tipo_siniestro,siniestros
NOVIEMBRE,2018,ATROPELLO Y FUGA,8
NOVIEMBRE,2018,CAIDA,0
NOVIEMBRE,2018,CHOQUE,118
NOVIEMBRE,2018,CHOQUE Y ATROPELLO,0
NOVIEMBRE,2018,CHOQUE Y FUGA,4
NOVIEMBRE,2018,COLISIÓN,0
NOVIEMBRE,2018,COLISIÓN Y FUGA,0
NOVIEMBRE,2018,DESPISTE,108
NOVIEMBRE,2018,DESPISTE Y VOLCADURA,59
NOVIEMBRE,2018,INCENDIO DE VEHÍCULO,9
NOVIEMBRE,2018,VOLCADURA,5
NOVIEMBRE,2018,OTROS,1
NOVIEMBRE,2019,ATROPELLO,14
NOVIEMBRE,2019,ATROPELLO Y FUGA,4
NOVIEMBRE,2019,CAIDA,0
NOVIEMBRE,2019,CHOQUE,129
NOVIEMBRE,2019,CHOQUE Y ATROPELLO,0
NOVIEMBRE,2019,CHOQUE Y FUGA,0
NOVIEMBRE,2019,COLISIÓN,0
NOVIEMBRE,2019,COLISIÓN Y FUGA,0
NOVIEMBRE,2019,DESPISTE,125
NOVIEMBRE,2019,DESPISTE Y VOLCADURA,17
NOVIEMBRE,2019,INCENDIO DE VEHÍCULO,5
NOVIEMBRE,2019,VOLCADURA,6
NOVIEMBRE,2019,OTROS,5
NOVIEMBRE,2020,ATROPELLO,22
NOVIEMBRE,2020,ATROPELLO Y FUGA,2
NOVIEMBRE,2020,CAIDA,0
NOVIEMBRE,2020,CHOQUE,145
NOVIEMBRE,2020,CHOQUE Y ATROPELLO,0
NOVIEMBRE,2020,CHOQUE Y FUGA,0
NOVIEMBRE,2020,COLISIÓN,0
NOVIEMBRE,2020,COLISIÓN Y FUGA,0
NOVIEMBRE,2020,DESPISTE,144
NOVIEMBRE,2020,DESPISTE Y VOLCADURA,35
NOVIEMBRE,2020,INCENDIO DE VEHÍCULO,7
NOVIEMBRE,2020,VOLCADURA,0
NOVIEMBRE,2020,OTROS,10
NOVIEMBRE,2020,ATROPELLO,22
NOVIEMBRE,2020,ATROPELLO Y FUGA,2
NOVIEMBRE,2020,CAIDA,0
NOVIEMBRE,2020,CHOQUE,145
NOVIEMBRE,2020,CHOQUE Y ATROPELLO,0
NOVIEMBRE,2020,CHOQUE Y FUGA,0
NOVIEMBRE,2020,COLISIÓN,0
NOVIEMBRE,2020,COLISIÓN Y FUGA,0
NOVIEMBRE,2020,DESPISTE,144
NOVIEMBRE,2020,DESPISTE Y VOLCADURA,35
NOVIEMBRE,2020,INCENDIO DE VEHÍCULO,7
NOVIEMBRE,2020,VOLCADURA,0
NOVIEMBRE,2020,OTROS,10
NOVIEMBRE,2021,ATROPELLO,20
NOVIEMBRE,2021,ATROPELLO Y FUGA,12
NOVIEMBRE,2021,CAIDA,0
NOVIEMBRE,2021,CHOQUE,181
NOVIEMBRE,2021,CHOQUE Y ATROPELLO,0
NOVIEMBRE,2021,CHOQUE Y FUGA,6
NOVIEMBRE,2021,COLISIÓN,0
NOVIEMBRE,2021,COLISIÓN Y FUGA,0
NOVIEMBRE,2021,DESPISTE,132
NOVIEMBRE,2021,DESPISTE Y VOLCADURA,82
NOVIEMBRE,2021,INCENDIO DE VEHÍCULO,4
NOVIEMBRE,2021,VOLCADURA,1
NOVIEMBRE,2021,OTROS,5
NOVIEMBRE,2022,ATROPELLO,19
NOVIEMBRE,2022,ATROPELLO Y FUGA,4
NOVIEMBRE,2022,CAIDA DE CARGA,2
NOVIEMBRE,2022,CAIDA DE PASAJERO,0
NOVIEMBRE,2022,CAIDA DE PIEDAS,0
NOVIEMBRE,2022,CHOQUE,164
NOVIEMBRE,2022,CHOQUE Y ATROPELLO,0
NOVIEMBRE,2022,CHOQUE Y FUGA,5
NOVIEMBRE,2022,COLISIÓN,0
NOVIEMBRE,2022,COLISIÓN Y FUGA,0
NOVIEMBRE,2022,DESPISTE,146
NOVIEMBRE,2022,DESPISTE Y VOLCADURA,23
NOVIEMBRE,2022,INCENDIO DE VEHÍCULO,1
NOVIEMBRE,2022,VOLCADURA,3
NOVIEMBRE,2022,OTROS,0
DICIEMBRE,2007,ATROPELLO,13
DICIEMBRE,2007,ATROPELLO Y FUGA,3
DICIEMBRE,2007,CHOQUE,64
DICIEMBRE,2007,DESPISTE,75
DICIEMBRE,2007,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2007,VOLCADURA,6
DICIEMBRE,2007,OTROS,7
DICIEMBRE,2008,ATROPELLO,14
DICIEMBRE,2008,ATROPELLO Y FUGA,5
DICIEMBRE,2008,CHOQUE,61
DICIEMBRE,2008,DESPISTE,62
DICIEMBRE,2008,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2008,VOLCADURA,3
DICIEMBRE,2008,OTROS,9
DICIEMBRE,2009,ATROPELLO,9
DICIEMBRE,2009,ATROPELLO Y FUGA,0
DICIEMBRE,2009,CHOQUE,66
DICIEMBRE,2009,DESPISTE,69
DICIEMBRE,2009,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2009,VOLCADURA,5
DICIEMBRE,2009,OTROS,6
DICIEMBRE,2010,ATROPELLO,13
DICIEMBRE,2010,ATROPELLO Y FUGA,3
DICIEMBRE,2010,CAIDA DE PASAJERO,0
DICIEMBRE,2010,CHOQUE,74
DICIEMBRE,2010,CHOQUE Y FUGA,0
DICIEMBRE,2010,DESPISTE,56
DICIEMBRE,2010,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2010,VOLCADURA,1
DICIEMBRE,2010,ESPECIAL,2
DICIEMBRE,2010,OTROS,0
DICIEMBRE,2011,ATROPELLO,12
DICIEMBRE,2011,ATROPELLO Y FUGA,7
DICIEMBRE,2011,CAIDA DE PASAJERO,0
DICIEMBRE,2011,CHOQUE,91
DICIEMBRE,2011,CHOQUE Y FUGA,0
DICIEMBRE,2011,DESPISTE,85
DICIEMBRE,2011,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2011,VOLCADURA,7
DICIEMBRE,2011,ESPECIAL,9
DICIEMBRE,2011,OTROS,0
DICIEMBRE,2012,ATROPELLO,16
DICIEMBRE,2012,ATROPELLO Y FUGA,5
DICIEMBRE,2012,CAIDA DE PASAJERO,0
DICIEMBRE,2012,CHOQUE,117
DICIEMBRE,2012,CHOQUE Y FUGA,0
DICIEMBRE,2012,DESPISTE,99
DICIEMBRE,2012,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2012,VOLCADURA,5
DICIEMBRE,2012,ESPECIAL,5
DICIEMBRE,2012,OTROS,0
DICIEMBRE,2013,ATROPELLO,14
DICIEMBRE,2013,ATROPELLO Y FUGA,5
DICIEMBRE,2013,CAIDA DE PASAJERO,0
DICIEMBRE,2013,CHOQUE,95
DICIEMBRE,2013,CHOQUE Y FUGA,0
DICIEMBRE,2013,DESPISTE,103
DICIEMBRE,2013,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2013,VOLCADURA,11
DICIEMBRE,2013,ESPECIAL,2
DICIEMBRE,2013,OTROS,0
DICIEMBRE,2014,ATROPELLO,10
DICIEMBRE,2014,ATROPELLO Y FUGA,5
DICIEMBRE,2014,CAIDA DE PASAJERO,0
DICIEMBRE,2014,CHOQUE,88
DICIEMBRE,2014,CHOQUE Y FUGA,0
DICIEMBRE,2014,DESPISTE,116
DICIEMBRE,2014,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2014,VOLCADURA,13
DICIEMBRE,2014,ESPECIAL,7
DICIEMBRE,2014,OTROS,0
DICIEMBRE,2015,ATROPELLO,9
DICIEMBRE,2015,ATROPELLO Y FUGA,5
DICIEMBRE,2015,CAIDA DE PASAJERO,0
DICIEMBRE,2015,CHOQUE,100
DICIEMBRE,2015,CHOQUE Y FUGA,0
DICIEMBRE,2015,DESPISTE,93
DICIEMBRE,2015,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2015,VOLCADURA,5
DICIEMBRE,2015,ESPECIAL,5
DICIEMBRE,2015,OTROS,0
DICIEMBRE,2016,ATROPELLO,8
DICIEMBRE,2016,ATROPELLO Y FUGA,5
DICIEMBRE,2016,CAIDA DE PASAJERO,0
DICIEMBRE,2016,CHOQUE,133
DICIEMBRE,2016,CHOQUE Y FUGA,0
DICIEMBRE,2016,DESPISTE,169
DICIEMBRE,2016,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2016,VOLCADURA,8
DICIEMBRE,2016,ESPECIAL,8
DICIEMBRE,2016,OTROS,0
DICIEMBRE,2017,ATROPELLO,13
DICIEMBRE,2017,ATROPELLO Y FUGA,4
DICIEMBRE,2017,CAIDA DE PASAJERO,0
DICIEMBRE,2017,CHOQUE,126
DICIEMBRE,2017,CHOQUE Y FUGA,0
DICIEMBRE,2017,DESPISTE,126
DICIEMBRE,2017,INCENDIO DE VEHÍCULO,0
DICIEMBRE,2017,VOLCADURA,9
DICIEMBRE,2017,ESPECIAL,4
DICIEMBRE,2017,OTROS,0
DICIEMBRE,2018,ATROPELLO,6
DICIEMBRE,2018,ATROPELLO Y FUGA,7
DICIEMBRE,2018,CAIDA,0
DICIEMBRE,2018,CHOQUE,125
DICIEMBRE,2018,CHOQUE Y ATROPELLO,0
DICIEMBRE,2018,CHOQUE Y FUGA,6
DICIEMBRE,2018,COLISIÓN,0
DICIEMBRE,2018,COLISIÓN Y FUGA,0
DICIEMBRE,2018,DESPISTE,104
DICIEMBRE,2018,DESPISTE Y VOLCADURA,40
DICIEMBRE,2018,INCENDIO DE VEHÍCULO,2
DICIEMBRE,2018,VOLCADURA,6
DICIEMBRE,2018,OTROS,0
DICIEMBRE,2019,ATROPELLO,22
DICIEMBRE,2019,ATROPELLO Y FUGA,11
DICIEMBRE,2019,CAIDA,1
DICIEMBRE,2019,CHOQUE,173
DICIEMBRE,2019,CHOQUE Y ATROPELLO,8
DICIEMBRE,2019,CHOQUE Y FUGA,0
DICIEMBRE,2019,COLISIÓN,0
DICIEMBRE,2019,COLISIÓN Y FUGA,0
DICIEMBRE,2019,DESPISTE,118
DICIEMBRE,2019,DESPISTE Y VOLCADURA,79
DICIEMBRE,2019,INCENDIO DE VEHÍCULO,6
DICIEMBRE,2019,VOLCADURA,2
DICIEMBRE,2019,OTROS,0
DICIEMBRE,2020,ATROPELLO,11
DICIEMBRE,2020,ATROPELLO Y FUGA,8
DICIEMBRE,2020,CAIDA,2
DICIEMBRE,2020,CHOQUE,206
DICIEMBRE,2020,CHOQUE Y ATROPELLO,0
DICIEMBRE,2020,CHOQUE Y FUGA,10
DICIEMBRE,2020,COLISIÓN,0
DICIEMBRE,2020,COLISIÓN Y FUGA,0
DICIEMBRE,2020,DESPISTE,99
DICIEMBRE,2020,DESPISTE Y VOLCADURA,88
DICIEMBRE,2020,INCENDIO DE VEHÍCULO,5
DICIEMBRE,2020,VOLCADURA,0
DICIEMBRE,2020,OTROS,5
DICIEMBRE,2020,ATROPELLO,11
DICIEMBRE,2020,ATROPELLO Y FUGA,8
DICIEMBRE,2020,CAIDA,2
DICIEMBRE,2020,CHOQUE,206
DICIEMBRE,2020,CHOQUE Y ATROPELLO,0
DICIEMBRE,2020,CHOQUE Y FUGA,10
DICIEMBRE,2020,COLISIÓN,0
DICIEMBRE,2020,COLISIÓN Y FUGA,0
DICIEMBRE,2020,DESPISTE,99
DICIEMBRE,2020,DESPISTE Y VOLCADURA,88
DICIEMBRE,2020,INCENDIO DE VEHÍCULO,5
DICIEMBRE,2020,VOLCADURA,0
DICIEMBRE,2020,OTROS,5
DICIEMBRE,2021,ATROPELLO,12
DICIEMBRE,2021,ATROPELLO Y FUGA,4
DICIEMBRE,2021,CAIDA,0
DICIEMBRE,2021,CHOQUE,194
DICIEMBRE,2021,CHOQUE Y ATROPELLO,0
DICIEMBRE,2021,CHOQUE Y FUGA,8
DICIEMBRE,2021,COLISIÓN,0
DICIEMBRE,2021,COLISIÓN Y FUGA,0
DICIEMBRE,2021,DESPISTE,112
DICIEMBRE,2021,DESPISTE Y VOLCADURA,102
DICIEMBRE,2021,INCENDIO DE VEHÍCULO,5
DICIEMBRE,2021,VOLCADURA,0
DICIEMBRE,2021,OTROS,9
DICIEMBRE,2022,ATROPELLO,14
DICIEMBRE,2022,ATROPELLO Y FUGA,4
DICIEMBRE,2022,CAIDA DE CARGA,1
DICIEMBRE,2022,CAIDA DE PASAJERO,0
DICIEMBRE,2022,CAIDA DE PIEDAS,0
DICIEMBRE,2022,CHOQUE,185
DICIEMBRE,2022,CHOQUE Y ATROPELLO,0
DICIEMBRE,2022,CHOQUE Y FUGA,7
DICIEMBRE,2022,COLISIÓN,0
DICIEMBRE,2022,COLISIÓN Y FUGA,0
DICIEMBRE,2022,DESPISTE,145
DICIEMBRE,2022,DESPISTE Y VOLCADURA,38
DICIEMBRE,2022,INCENDIO DE VEHÍCULO,2
DICIEMBRE,2022,VOLCADURA,3
DICIEMBRE,2022,OTROS,0
