mes,anio,tipo_siniestro,siniestros
AGOSTO,2013,INCENDIO DE VEHÍCULO,0
AGOSTO,2013,VOLCADURA,9
AGOSTO,2013,ESPECIAL,8
AGOSTO,2013,OTROS,0
AGOSTO,2014,ATROPELLO,14
AGOSTO,2014,ATROPELLO Y FUGA,2
AGOSTO,2014,CAIDA DE PASAJERO,0
AGOSTO,2014,CHOQUE,74
AGOSTO,2014,CHOQUE Y FUGA,0
AGOSTO,2014,DESPISTE,99
AGOSTO,2014,INCENDIO DE VEHÍCULO,0
AGOSTO,2014,VOLCADURA,5
AGOSTO,2014,ESPECIAL,3
AGOSTO,2014,OTROS,0
AGOSTO,2015,ATROPELLO,14
AGOSTO,2015,ATROPELLO Y FUGA,1
AGOSTO,2015,CAIDA DE PASAJERO,0
AGOSTO,2015,CHOQUE,86
AGOSTO,2015,CHOQUE Y FUGA,0
AGOSTO,2015,DESPISTE,89
AGOSTO,2015,INCENDIO DE VEHÍCULO,0
AGOSTO,2015,VOLCADURA,7
AGOSTO,2015,ESPECIAL,3
AGOSTO,2015,OTROS,0
AGOSTO,2016,ATROPELLO,19
AGOSTO,2016,ATROPELLO Y FUGA,5
AGOSTO,2016,CAIDA DE PASAJERO,0
AGOSTO,2016,CHOQUE,90
AGOSTO,2016,CHOQUE Y FUGA,0
AGOSTO,2016,DESPISTE,78
AGOSTO,2016,INCENDIO DE VEHÍCULO,0
AGOSTO,2016,VOLCADURA,11
AGOSTO,2016,ESPECIAL,5
AGOSTO,2016,OTROS,0
AGOSTO,2017,ATROPELLO,16
AGOSTO,2017,ATROPELLO Y FUGA,7
AGOSTO,2017,CAIDA DE PASAJERO,0
AGOSTO,2017,CHOQUE,130
AGOSTO,2017,CHOQUE Y FUGA,0
AGOSTO,2017,DESPISTE,96
AGOSTO,2017,INCENDIO DE VEHÍCULO,0
AGOSTO,2017,VOLCADURA,14
AGOSTO,2017,ESPECIAL,4
AGOSTO,2017,OTROS,0
AGOSTO,2018,ATROPELLO,10
AGOSTO,2018,ATROPELLO Y FUGA,9
AGOSTO,2018,CAIDA,0
AGOSTO,2018,CHOQUE,155
AGOSTO,2018,CHOQUE Y ATROPELLO,0
AGOSTO,2018,CHOQUE Y FUGA,7
AGOSTO,2018,COLISIÓN,0
AGOSTO,2018,COLISIÓN Y FUGA,0
AGOSTO,2018,DESPISTE,93
AGOSTO,2018,DESPISTE Y VOLCADURA,56
AGOSTO,2018,INCENDIO DE VEHÍCULO,3
AGOSTO,2018,VOLCADURA,3
AGOSTO,2018,OTROS,5
AGOSTO,2019,ATROPELLO,8
AGOSTO,2019,ATROPELLO Y FUGA,13
AGOSTO,2019,CAIDA,7
AGOSTO,2019,CHOQUE,126
AGOSTO,2019,CHOQUE Y ATROPELLO,5
AGOSTO,2019,CHOQUE Y FUGA,0
AGOSTO,2019,COLISIÓN,0
AGOSTO,2019,COLISIÓN Y FUGA,0
AGOSTO,2019,DESPISTE,99
AGOSTO,2019,DESPISTE Y VOLCADURA,53
AGOSTO,2019,INCENDIO DE VEHÍCULO,3
AGOSTO,2019,VOLCADURA,7
AGOSTO,2019,OTROS,0
AGOSTO,2020,ATROPELLO,13
AGOSTO,2020,ATROPELLO Y FUGA,2
AGOSTO,2020,CAIDA,5
AGOSTO,2020,CHOQUE,106
AGOSTO,2020,CHOQUE Y ATROPELLO,0
AGOSTO,2020,CHOQUE Y FUGA,3
AGOSTO,2020,COLISIÓN,0
AGOSTO,2020,COLISIÓN Y FUGA,0
AGOSTO,2020,DESPISTE,67
AGOSTO,2020,DESPISTE Y VOLCADURA,50
AGOSTO,2020,INCENDIO DE VEHÍCULO,6
AGOSTO,2020,VOLCADURA,0
AGOSTO,2020,OTROS,3
AGOSTO,2020,ATROPELLO,13
AGOSTO,2020,ATROPELLO Y FUGA,2
AGOSTO,2020,CAIDA,5
AGOSTO,2020,CHOQUE,106
AGOSTO,2020,CHOQUE Y ATROPELLO,0
AGOSTO,2020,CHOQUE Y FUGA,3
AGOSTO,2020,COLISIÓN,0
AGOSTO,2020,COLISIÓN Y FUGA,0
AGOSTO,2020,DESPISTE,67
AGOSTO,2020,DESPISTE Y VOLCADURA,50
AGOSTO,2020,INCENDIO DE VEHÍCULO,6
AGOSTO,2020,VOLCADURA,0
AGOSTO,2020,OTROS,3
AGOSTO,2021,ATROPELLO,15
AGOSTO,2021,ATROPELLO Y FUGA,11
AGOSTO,2021,CAIDA,5
AGOSTO,2021,CHOQUE,237
AGOSTO,2021,CHOQUE Y ATROPELLO,0
AGOSTO,2021,CHOQUE Y FUGA,10
AGOSTO,2021,COLISIÓN,0
AGOSTO,2021,COLISIÓN Y FUGA,0
AGOSTO,2021,DESPISTE,137
AGOSTO,2021,DESPISTE Y VOLCADURA,89
AGOSTO,2021,INCENDIO DE VEHÍCULO,1
AGOSTO,2021,VOLCADURA,1
AGOSTO,2021,OTROS,5
AGOSTO,2022,ATROPELLO,12
AGOSTO,2022,ATROPELLO Y FUGA,5
AGOSTO,2022,CAIDA DE CARGA,1
AGOSTO,2022,CAIDA DE PASAJERO,0
AGOSTO,2022,CAIDA DE PIEDAS,0
AGOSTO,2022,CHOQUE,171
AGOSTO,2022,CHOQUE Y ATROPELLO,0
AGOSTO,2022,CHOQUE Y FUGA,3
AGOSTO,2022,COLISIÓN,0
AGOSTO,2022,COLISIÓN Y FUGA,0
AGOSTO,2022,DESPISTE,133
AGOSTO,2022,DESPISTE Y VOLCADURA,51
AGOSTO,2022,INCENDIO DE VEHÍCULO,1
AGOSTO,2022,VOLCADURA,10
AGOSTO,2022,OTROS,0
SETIEMBRE,2007,ATROPELLO,13
SETIEMBRE,2007,ATROPELLO Y FUGA,7
SETIEMBRE,2007,CHOQUE,76
SETIEMBRE,2007,DESPISTE,61
SETIEMBRE,2007,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2007,VOLCADURA,7
SETIEMBRE,2007,OTROS,5
SETIEMBRE,2008,ATROPELLO,8
SETIEMBRE,2008,ATROPELLO Y FUGA,2
SETIEMBRE,2008,CHOQUE,53
SETIEMBRE,2008,DESPISTE,66
SETIEMBRE,2008,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2008,VOLCADURA,9
SETIEMBRE,2008,OTROS,5
SETIEMBRE,2009,ATROPELLO,10
SETIEMBRE,2009,ATROPELLO Y FUGA,3
SETIEMBRE,2009,CHOQUE,57
SETIEMBRE,2009,DESPISTE,50
SETIEMBRE,2009,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2009,VOLCADURA,6
SETIEMBRE,2009,OTROS,9
SETIEMBRE,2010,ATROPELLO,10
SETIEMBRE,2010,ATROPELLO Y FUGA,3
SETIEMBRE,2010,CAIDA DE PASAJERO,0
SETIEMBRE,2010,CHOQUE,80
SETIEMBRE,2010,CHOQUE Y FUGA,0
SETIEMBRE,2010,DESPISTE,60
SETIEMBRE,2010,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2010,VOLCADURA,2
SETIEMBRE,2010,ESPECIAL,5
SETIEMBRE,2010,OTROS,0
SETIEMBRE,2011,ATROPELLO,15
SETIEMBRE,2011,ATROPELLO Y FUGA,9
SETIEMBRE,2011,CAIDA DE PASAJERO,0
SETIEMBRE,2011,CHOQUE,87
SETIEMBRE,2011,CHOQUE Y FUGA,0
SETIEMBRE,2011,DESPISTE,86
SETIEMBRE,2011,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2011,VOLCADURA,2
SETIEMBRE,2011,ESPECIAL,5
SETIEMBRE,2011,OTROS,0
SETIEMBRE,2012,ATROPELLO,8
SETIEMBRE,2012,ATROPELLO Y FUGA,5
SETIEMBRE,2012,CAIDA DE PASAJERO,0
SETIEMBRE,2012,CHOQUE,67
SETIEMBRE,2012,CHOQUE Y FUGA,0
SETIEMBRE,2012,DESPISTE,61
SETIEMBRE,2012,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2012,VOLCADURA,2
SETIEMBRE,2012,ESPECIAL,6
SETIEMBRE,2012,OTROS,0
SETIEMBRE,2013,ATROPELLO,15
SETIEMBRE,2013,ATROPELLO Y FUGA,3
SETIEMBRE,2013,CAIDA DE PASAJERO,0
SETIEMBRE,2013,CHOQUE,84
SETIEMBRE,2013,CHOQUE Y FUGA,0
SETIEMBRE,2013,DESPISTE,95
SETIEMBRE,2013,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2013,VOLCADURA,9
SETIEMBRE,2013,ESPECIAL,4
SETIEMBRE,2013,OTROS,0
SETIEMBRE,2014,ATROPELLO,8
SETIEMBRE,2014,ATROPELLO Y FUGA,4
SETIEMBRE,2014,CAIDA DE PASAJERO,0
SETIEMBRE,2014,CHOQUE,85
SETIEMBRE,2014,CHOQUE Y FUGA,0
SETIEMBRE,2014,DESPISTE,84
SETIEMBRE,2014,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2014,VOLCADURA,4
SETIEMBRE,2014,ESPECIAL,3
SETIEMBRE,2014,OTROS,0
SETIEMBRE,2015,ATROPELLO,7
SETIEMBRE,2015,ATROPELLO Y FUGA,1
SETIEMBRE,2015,CAIDA DE PASAJERO,0
SETIEMBRE,2015,CHOQUE,62
SETIEMBRE,2015,CHOQUE Y FUGA,0
SETIEMBRE,2015,DESPISTE,60
SETIEMBRE,2015,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2015,VOLCADURA,4
SETIEMBRE,2015,ESPECIAL,7
SETIEMBRE,2015,OTROS,0
SETIEMBRE,2016,ATROPELLO,12
SETIEMBRE,2016,ATROPELLO Y FUGA,4
SETIEMBRE,2016,CAIDA DE PASAJERO,0
SETIEMBRE,2016,CHOQUE,108
SETIEMBRE,2016,CHOQUE Y FUGA,0
SETIEMBRE,2016,DESPISTE,120
SETIEMBRE,2016,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2016,VOLCADURA,8
SETIEMBRE,2016,ESPECIAL,7
SETIEMBRE,2016,OTROS,0
SETIEMBRE,2017,ATROPELLO,10
SETIEMBRE,2017,ATROPELLO Y FUGA,4
SETIEMBRE,2017,CAIDA DE PASAJERO,0
SETIEMBRE,2017,CHOQUE,92
SETIEMBRE,2017,CHOQUE Y FUGA,0
SETIEMBRE,2017,DESPISTE,109
SETIEMBRE,2017,INCENDIO DE VEHÍCULO,0
SETIEMBRE,2017,VOLCADURA,8
SETIEMBRE,2017,ESPECIAL,2
SETIEMBRE,2017,OTROS,0
SETIEMBRE,2018,ATROPELLO,21
SETIEMBRE,2018,ATROPELLO Y FUGA,6
SETIEMBRE,2018,CAIDA,0
SETIEMBRE,2018,CHOQUE,134
SETIEMBRE,2018,CHOQUE Y ATROPELLO,0
SETIEMBRE,2018,CHOQUE Y FUGA,7
SETIEMBRE,2018,COLISIÓN,0
SETIEMBRE,2018,COLISIÓN Y FUGA,0
SETIEMBRE,2018,DESPISTE,97
SETIEMBRE,2018,DESPISTE Y VOLCADURA,47
SETIEMBRE,2018,INCENDIO DE VEHÍCULO,4
SETIEMBRE,2018,VOLCADURA,8
SETIEMBRE,2018,OTROS,0
SETIEMBRE,2019,ATROPELLO,12
SETIEMBRE,2019,ATROPELLO Y FUGA,11
SETIEMBRE,2019,CAIDA,2
SETIEMBRE,2019,CHOQUE,144
SETIEMBRE,2019,CHOQUE Y ATROPELLO,9
SETIEMBRE,2019,CHOQUE Y FUGA,0
SETIEMBRE,2019,COLISIÓN,0
SETIEMBRE,2019,COLISIÓN Y FUGA,0
SETIEMBRE,2019,DESPISTE,110
SETIEMBRE,2019,DESPISTE Y VOLCADURA,34
SETIEMBRE,2019,INCENDIO DE VEHÍCULO,2
SETIEMBRE,2019,VOLCADURA,5
SETIEMBRE,2019,OTROS,0
SETIEMBRE,2020,ATROPELLO,4
SETIEMBRE,2020,ATROPELLO Y FUGA,3
SETIEMBRE,2020,CAIDA,0
SETIEMBRE,2020,CHOQUE,115
SETIEMBRE,2020,CHOQUE Y ATROPELLO,0
SETIEMBRE,2020,CHOQUE Y FUGA,5
SETIEMBRE,2020,COLISIÓN,0
SETIEMBRE,2020,COLISIÓN Y FUGA,0
SETIEMBRE,2020,DESPISTE,92
SETIEMBRE,2020,DESPISTE Y VOLCADURA,52
SETIEMBRE,2020,INCENDIO DE VEHÍCULO,3
SETIEMBRE,2020,VOLCADURA,0
SETIEMBRE,2020,OTROS,8
SETIEMBRE,2020,ATROPELLO,4
SETIEMBRE,2020,ATROPELLO Y FUGA,3
SETIEMBRE,2020,CAIDA,0
SETIEMBRE,2020,CHOQUE,115
SETIEMBRE,2020,CHOQUE Y ATROPELLO,0
SETIEMBRE,2020,CHOQUE Y FUGA,5
SETIEMBRE,2020,COLISIÓN,0
SETIEMBRE,2020,COLISIÓN Y FUGA,0
SETIEMBRE,2020,DESPISTE,92
SETIEMBRE,2020,DESPISTE Y VOLCADURA,52
SETIEMBRE,2020,INCENDIO DE VEHÍCULO,3
SETIEMBRE,2020,VOLCADURA,0
SETIEMBRE,2020,OTROS,8
SETIEMBRE,2021,ATROPELLO,11
SETIEMBRE,2021,ATROPELLO Y FUGA,6
SETIEMBRE,2021,CAIDA,1
SETIEMBRE,2021,CHOQUE,195
SETIEMBRE,2021,CHOQUE Y ATROPELLO,0
SETIEMBRE,2021,CHOQUE Y FUGA,11
SETIEMBRE,2021,COLISIÓN,0
SETIEMBRE,2021,COLISIÓN Y FUGA,0
SETIEMBRE,2021,DESPISTE,132
SETIEMBRE,2021,DESPISTE Y VOLCADURA,78
SETIEMBRE,2021,INCENDIO DE VEHÍCULO,8
SETIEMBRE,2021,VOLCADURA,0
SETIEMBRE,2021,OTROS,10
SETIEMBRE,2022,ATROPELLO,24
SETIEMBRE,2022,ATROPELLO Y FUGA,3
SETIEMBRE,2022,CAIDA DE CARGA,0
SETIEMBRE,2022,CAIDA DE PASAJERO,0
SETIEMBRE,2022,CAIDA DE PIEDAS,0
SETIEMBRE,2022,CHOQUE,130
SETIEMBRE,2022,CHOQUE Y ATROPELLO,0
SETIEMBRE,2022,CHOQUE Y FUGA,8
SETIEMBRE,2022,COLISIÓN,0
SETIEMBRE,2022,COLISIÓN Y FUGA,0
SETIEMBRE,2022,DESPISTE,127
SETIEMBRE,2022,DESPISTE Y VOLCADURA,18
SETIEMBRE,2022,INCENDIO DE VEHÍCULO,3
SETIEMBRE,2022,VOLCADURA,2
SETIEMBRE,2022,OTROS,0
OCTUBRE,2007,ATROPELLO,10
OCTUBRE,2007,ATROPELLO Y FUGA,10
OCTUBRE,2007,CHOQUE,75
OCTUBRE,2007,DESPISTE,67
OCTUBRE,2007,INCENDIO DE VEHÍCULO,0
OCTUBRE,2007,VOLCADURA,3
OCTUBRE,2007,OTROS,3
OCTUBRE,2008,ATROPELLO,9
OCTUBRE,2008,ATROPELLO Y FUGA,6
OCTUBRE,2008,CHOQUE,70
OCTUBRE,2008,DESPISTE,54
OCTUBRE,2008,INCENDIO DE VEHÍCULO,0
OCTUBRE,2008,VOLCADURA,4
OCTUBRE,2008,OTROS,10
OCTUBRE,2009,ATROPELLO,10
OCTUBRE,2009,ATROPELLO Y FUGA,3
OCTUBRE,2009,CHOQUE,67
OCTUBRE,2009,DESPISTE,74
OCTUBRE,2009,INCENDIO DE VEHÍCULO,0
OCTUBRE,2009,VOLCADURA,4
OCTUBRE,2009,OTROS,5
OCTUBRE,2010,ATROPELLO,11
OCTUBRE,2010,ATROPELLO Y FUGA,1
OCTUBRE,2010,CAIDA DE PASAJERO,0
OCTUBRE,2010,CHOQUE,66
OCTUBRE,2010,CHOQUE Y FUGA,0
OCTUBRE,2010,DESPISTE,63
OCTUBRE,2010,INCENDIO DE VEHÍCULO,0
OCTUBRE,2010,VOLCADURA,6
OCTUBRE,2010,ESPECIAL,6
OCTUBRE,2010,OTROS,0
OCTUBRE,2011,ATROPELLO,11
OCTUBRE,2011,ATROPELLO Y FUGA,3
OCTUBRE,2011,CAIDA DE PASAJERO,0
OCTUBRE,2011,CHOQUE,71
OCTUBRE,2011,CHOQUE Y FUGA,0
OCTUBRE,2011,DESPISTE,77
OCTUBRE,2011,INCENDIO DE VEHÍCULO,0
OCTUBRE,2011,VOLCADURA,6
OCTUBRE,2011,ESPECIAL,9
OCTUBRE,2011,OTROS,0
OCTUBRE,2012,ATROPELLO,7
OCTUBRE,2012,ATROPELLO Y FUGA,1
OCTUBRE,2012,CAIDA DE PASAJERO,0
OCTUBRE,2012,CHOQUE,87
OCTUBRE,2012,CHOQUE Y FUGA,0
OCTUBRE,2012,DESPISTE,65
OCTUBRE,2012,INCENDIO DE VEHÍCULO,0
OCTUBRE,2012,VOLCADURA,3
OCTUBRE,2012,ESPECIAL,8
OCTUBRE,2012,OTROS,0
OCTUBRE,2013,ATROPELLO,7
OCTUBRE,2013,ATROPELLO Y FUGA,5
OCTUBRE,2013,CAIDA DE PASAJERO,0
OCTUBRE,2013,CHOQUE,82
OCTUBRE,2013,CHOQUE Y FUGA,0
OCTUBRE,2013,DESPISTE,87
OCTUBRE,2013,INCENDIO DE VEHÍCULO,0
OCTUBRE,2013,VOLCADURA,8
OCTUBRE,2013,ESPECIAL,4
OCTUBRE,2013,OTROS,0
OCTUBRE,2014,ATROPELLO,12
OCTUBRE,2014,ATROPELLO Y FUGA,1
OCTUBRE,2014,CAIDA DE PASAJERO,0
OCTUBRE,2014,CHOQUE,54
OCTUBRE,2014,CHOQUE Y FUGA,0
OCTUBRE,2014,DESPISTE,47
OCTUBRE,2014,INCENDIO DE VEHÍCULO,0
OCTUBRE,2014,VOLCADURA,7
OCTUBRE,2014,ESPECIAL,1
OCTUBRE,2014,OTROS,0
OCTUBRE,2015,ATROPELLO,15
OCTUBRE,2015,ATROPELLO Y FUGA,3
OCTUBRE,2015,CAIDA DE PASAJERO,0
OCTUBRE,2015,CHOQUE,91
OCTUBRE,2015,CHOQUE Y FUGA,0
OCTUBRE,2015,DESPISTE,80
OCTUBRE,2015,INCENDIO DE VEHÍCULO,0
OCTUBRE,2015,VOLCADURA,6
OCTUBRE,2015,ESPECIAL,4
OCTUBRE,2015,OTROS,0
OCTUBRE,2016,ATROPELLO,13
OCTUBRE,2016,ATROPELLO Y FUGA,4
OCTUBRE,2016,CAIDA DE PASAJERO,0
OCTUBRE,2016,CHOQUE,107
OCTUBRE,2016,CHOQUE Y FUGA,0
OCTUBRE,2016,DESPISTE,128
OCTUBRE,2016,INCENDIO DE VEHÍCULO,0
OCTUBRE,2016,VOLCADURA,6
OCTUBRE,2016,ESPECIAL,7
OCTUBRE,2016,OTROS,0
OCTUBRE,2017,ATROPELLO,13
OCTUBRE,2017,ATROPELLO Y FUGA,12
OCTUBRE,2017,CAIDA DE PASAJERO,0
OCTUBRE,2017,CHOQUE,114
OCTUBRE,2017,CHOQUE Y FUGA,0
OCTUBRE,2017,DESPISTE,108
OCTUBRE,2017,INCENDIO DE VEHÍCULO,0
OCTUBRE,2017,VOLCADURA,13
OCTUBRE,2017,ESPECIAL,7
OCTUBRE,2017,OTROS,0
OCTUBRE,2018,ATROPELLO,13
OCTUBRE,2018,ATROPELLO Y FUGA,10
OCTUBRE,2018,CAIDA,0
OCTUBRE,2018,CHOQUE,150
OCTUBRE,2018,CHOQUE Y ATROPELLO,0
OCTUBRE,2018,CHOQUE Y FUGA,4
OCTUBRE,2018,COLISIÓN,0
OCTUBRE,2018,COLISIÓN Y FUGA,0
OCTUBRE,2018,DESPISTE,111
OCTUBRE,2018,DESPISTE Y VOLCADURA,51
OCTUBRE,2018,INCENDIO DE VEHÍCULO,3
OCTUBRE,2018,VOLCADURA,11
OCTUBRE,2018,OTROS,0
OCTUBRE,2019,ATROPELLO,19
OCTUBRE,2019,ATROPELLO Y FUGA,10
OCTUBRE,2019,CAIDA,2
OCTUBRE,2019,CHOQUE,144
OCTUBRE,2019,CHOQUE Y ATROPELLO,7
OCTUBRE,2019,CHOQUE Y FUGA,0
OCTUBRE,2019,COLISIÓN,0
OCTUBRE,2019,COLISIÓN Y FUGA,0
OCTUBRE,2019,DESPISTE,103
OCTUBRE,2019,DESPISTE Y VOLCADURA,53
OCTUBRE,2019,INCENDIO DE VEHÍCULO,2
OCTUBRE,2019,VOLCADURA,5
OCTUBRE,2019,OTROS,0
OCTUBRE,2020,ATROPELLO,9
OCTUBRE,2020,ATROPELLO Y FUGA,6
OCTUBRE,2020,CAIDA,3
OCTUBRE,2020,CHOQUE,137
OCTUBRE,2020,CHOQUE Y ATROPELLO,0
OCTUBRE,2020,CHOQUE Y FUGA,8
OCTUBRE,2020,COLISIÓN,0
OCTUBRE,2020,COLISIÓN Y FUGA,0
OCTUBRE,2020,DESPISTE,119
OCTUBRE,2020,DESPISTE Y VOLCADURA,59
OCTUBRE,2020,INCENDIO DE VEHÍCULO,1
OCTUBRE,2020,VOLCADURA,0
OCTUBRE,2020,OTROS,4
OCTUBRE,2020,ATROPELLO,9
OCTUBRE,2020,ATROPELLO Y FUGA,6
OCTUBRE,2020,CAIDA,3
OCTUBRE,2020,CHOQUE,137
OCTUBRE,2020,CHOQUE Y ATROPELLO,0
OCTUBRE,2020,CHOQUE Y FUGA,8
OCTUBRE,2020,COLISIÓN,0
OCTUBRE,2020,COLISIÓN Y FUGA,0
OCTUBRE,2020,DESPISTE,119
OCTUBRE,2020,DESPISTE Y VOLCADURA,59
OCTUBRE,2020,INCENDIO DE VEHÍCULO,1
OCTUBRE,2020,VOLCADURA,0
OCTUBRE,2020,OTROS,4
OCTUBRE,2021,ATROPELLO,21
OCTUBRE,2021,ATROPELLO Y FUGA,8
OCTUBRE,2021,CAIDA,1
OCTUBRE,2021,CHOQUE,229
OCTUBRE,2021,CHOQUE Y ATROPELLO,0
OCTUBRE,2021,CHOQUE Y FUGA,13
OCTUBRE,2021,COLISIÓN,0
OCTUBRE,2021,COLISIÓN Y FUGA,0
OCTUBRE,2021,DESPISTE,128
OCTUBRE,2021,DESPISTE Y VOLCADURA,91
OCTUBRE,2021,INCENDIO DE VEHÍCULO,4
OCTUBRE,2021,VOLCADURA,0
OCTUBRE,2021,OTROS,9
OCTUBRE,2022,ATROPELLO,10
OCTUBRE,2022,ATROPELLO Y FUGA,3
OCTUBRE,2022,CAIDA DE CARGA,0
OCTUBRE,2022,CAIDA DE PASAJERO,0
OCTUBRE,2022,CAIDA DE PIEDAS,0
OCTUBRE,2022,CHOQUE,158
OCTUBRE,2022,CHOQUE Y ATROPELLO,0
OCTUBRE,2022,CHOQUE Y FUGA,6
OCTUBRE,2022,COLISIÓN,0
OCTUBRE,2022,COLISIÓN Y FUGA,0
OCTUBRE,2022,DESPISTE,124
OCTUBRE,2022,DESPISTE Y VOLCADURA,45
OCTUBRE,2022,INCENDIO DE VEHÍCULO,0
OCTUBRE,2022,VOLCADURA,5
OCTUBRE,2022,OTROS,0
NOVIEMBRE,2007,ATROPELLO,11
NOVIEMBRE,2007,ATROPELLO Y FUGA,3
NOVIEMBRE,2007,CHOQUE,63
NOVIEMBRE,2007,DESPISTE,46
NOVIEMBRE,2007,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2007,VOLCADURA,2
NOVIEMBRE,2007,OTROS,4
NOVIEMBRE,2008,ATROPELLO,11
NOVIEMBRE,2008,ATROPELLO Y FUGA,1
NOVIEMBRE,2008,CHOQUE,50
NOVIEMBRE,2008,DESPISTE,53
NOVIEMBRE,2008,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2008,VOLCADURA,2
NOVIEMBRE,2008,OTROS,5
NOVIEMBRE,2009,ATROPELLO,13
NOVIEMBRE,2009,ATROPELLO Y FUGA,7
NOVIEMBRE,2009,CHOQUE,87
NOVIEMBRE,2009,DESPISTE,58
NOVIEMBRE,2009,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2009,VOLCADURA,11
NOVIEMBRE,2009,OTROS,10
NOVIEMBRE,2010,ATROPELLO,15
NOVIEMBRE,2010,ATROPELLO Y FUGA,5
NOVIEMBRE,2010,CAIDA DE PASAJERO,0
NOVIEMBRE,2010,CHOQUE,69
NOVIEMBRE,2010,CHOQUE Y FUGA,0
NOVIEMBRE,2010,DESPISTE,73
NOVIEMBRE,2010,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2010,VOLCADURA,2
NOVIEMBRE,2010,ESPECIAL,6
NOVIEMBRE,2010,OTROS,0
NOVIEMBRE,2011,ATROPELLO,11
NOVIEMBRE,2011,ATROPELLO Y FUGA,3
NOVIEMBRE,2011,CAIDA DE PASAJERO,0
NOVIEMBRE,2011,CHOQUE,69
NOVIEMBRE,2011,CHOQUE Y FUGA,0
NOVIEMBRE,2011,DESPISTE,86
NOVIEMBRE,2011,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2011,VOLCADURA,5
NOVIEMBRE,2011,ESPECIAL,8
NOVIEMBRE,2011,OTROS,0
NOVIEMBRE,2012,ATROPELLO,12
NOVIEMBRE,2012,ATROPELLO Y FUGA,1
NOVIEMBRE,2012,CAIDA DE PASAJERO,0
NOVIEMBRE,2012,CHOQUE,78
NOVIEMBRE,2012,CHOQUE Y FUGA,0
NOVIEMBRE,2012,DESPISTE,62
NOVIEMBRE,2012,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2012,VOLCADURA,7
NOVIEMBRE,2012,ESPECIAL,3
NOVIEMBRE,2012,OTROS,0
NOVIEMBRE,2013,ATROPELLO,19
NOVIEMBRE,2013,ATROPELLO Y FUGA,6
NOVIEMBRE,2013,CAIDA DE PASAJERO,0
NOVIEMBRE,2013,CHOQUE,81
NOVIEMBRE,2013,CHOQUE Y FUGA,0
NOVIEMBRE,2013,DESPISTE,86
NOVIEMBRE,2013,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2013,VOLCADURA,6
NOVIEMBRE,2013,ESPECIAL,6
NOVIEMBRE,2013,OTROS,0
NOVIEMBRE,2014,ATROPELLO,9
NOVIEMBRE,2014,ATROPELLO Y FUGA,3
NOVIEMBRE,2014,CAIDA DE PASAJERO,0
NOVIEMBRE,2014,CHOQUE,76
NOVIEMBRE,2014,CHOQUE Y FUGA,0
NOVIEMBRE,2014,DESPISTE,94
NOVIEMBRE,2014,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2014,VOLCADURA,8
NOVIEMBRE,2014,ESPECIAL,4
NOVIEMBRE,2014,OTROS,0
NOVIEMBRE,2015,ATROPELLO,7
NOVIEMBRE,2015,ATROPELLO Y FUGA,6
NOVIEMBRE,2015,CAIDA DE PASAJERO,0
NOVIEMBRE,2015,CHOQUE,78
NOVIEMBRE,2015,CHOQUE Y FUGA,0
NOVIEMBRE,2015,DESPISTE,72
NOVIEMBRE,2015,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2015,VOLCADURA,11
NOVIEMBRE,2015,ESPECIAL,2
NOVIEMBRE,2015,OTROS,0
NOVIEMBRE,2016,ATROPELLO,16
NOVIEMBRE,2016,ATROPELLO Y FUGA,4
NOVIEMBRE,2016,CAIDA DE PASAJERO,0
NOVIEMBRE,2016,CHOQUE,103
NOVIEMBRE,2016,CHOQUE Y FUGA,0
NOVIEMBRE,2016,DESPISTE,123
NOVIEMBRE,2016,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2016,VOLCADURA,5
NOVIEMBRE,2016,ESPECIAL,7
NOVIEMBRE,2016,OTROS,0
NOVIEMBRE,2017,ATROPELLO,13
NOVIEMBRE,2017,ATROPELLO Y FUGA,3
NOVIEMBRE,2017,CAIDA DE PASAJERO,0
NOVIEMBRE,2017,CHOQUE,114
NOVIEMBRE,2017,CHOQUE Y FUGA,0
NOVIEMBRE,2017,DESPISTE,120
NOVIEMBRE,2017,INCENDIO DE VEHÍCULO,0
NOVIEMBRE,2017,VOLCADURA,6
NOVIEMBRE,2017,ESPECIAL,8
NOVIEMBRE,2017,OTROS,0
NOVIEMBRE,2018,ATROPELLO,11
