departamento,anio,dia_semana,siniestros
CALLAO,2009,LUNES,426
CALLAO,2009,MARTES,319
CALLAO,2009,MIÉRCOLES,360
CALLAO,2009,JUEVES,339
CALLAO,2009,VIERNES,614
CALLAO,2009,SÁBADO,717
CALLAO,2009,DOMINGO,337
CALLAO,2010,LUNES,436
CALLAO,2010,MARTES,320
CALLAO,2010,MIÉRCOLES,342
CALLAO,2010,JUEVES,349
CALLAO,2010,VIERNES,565
CALLAO,2010,SÁBADO,536
CALLAO,2010,DOMINGO,323
CALLAO,2011,LUNES,375
CALLAO,2011,MARTES,341
CALLAO,2011,MIÉRCOLES,382
CALLAO,2011,JUEVES,345
CALLAO,2011,VIERNES,578
CALLAO,2011,SÁBADO,604
CALLAO,2011,DOMINGO,306
CALLAO,2012,LUNES,476
CALLAO,2012,MARTES,410
CALLAO,2012,MIÉRCOLES,508
CALLAO,2012,JUEVES,493
CALLAO,2012,VIERNES,656
CALLAO,2012,SÁBADO,643
CALLAO,2012,DOMINGO,368
CALLAO,2013,LUNES,487
CALLAO,2013,MARTES,473
CALLAO,2013,MIÉRCOLES,540
CALLAO,2013,JUEVES,478
CALLAO,2013,VIERNES,607
CALLAO,2013,SÁBADO,595
CALLAO,2013,DOMINGO,363
CALLAO,2014,LUNES,509
CALLAO,2014,MARTES,436
CALLAO,2014,MIÉRCOLES,519
CALLAO,2014,JUEVES,445
CALLAO,2014,VIERNES,578
CALLAO,2014,SÁBADO,600
CALLAO,2014,DOMINGO,315
CALLAO,2015,LUNES,538
CALLAO,2015,MARTES,434
CALLAO,2015,MIÉRCOLES,509
CALLAO,2015,JUEVES,445
CALLAO,2015,VIERNES,625
CALLAO,2015,SÁBADO,624
CALLAO,2015,DOMINGO,379
CALLAO,2016,LUNES,497
CALLAO,2016,MARTES,377
CALLAO,2016,MIÉRCOLES,480
CALLAO,2016,JUEVES,466
CALLAO,2016,VIERNES,625
CALLAO,2016,SÁBADO,648
CALLAO,2016,DOMINGO,337
CALLAO,2017,LUNES,479
CALLAO,2017,MARTES,461
CALLAO,2017,MIÉRCOLES,452
CALLAO,2017,JUEVES,468
CALLAO,2017,VIERNES,568
CALLAO,2017,SÁBADO,674
CALLAO,2017,DOMINGO,300
CALLAO,2018,LUNES,476
CALLAO,2018,MARTES,433
CALLAO,2018,MIÉRCOLES,439
CALLAO,2018,JUEVES,427
CALLAO,2018,VIERNES,532
CALLAO,2018,SÁBADO,663
CALLAO,2018,DOMINGO,447
CALLAO,2019,LUNES,406
CALLAO,2019,MARTES,414
CALLAO,2019,MIÉRCOLES,435
CALLAO,2019,JUEVES,433
CALLAO,2019,VIERNES,535
CALLAO,2019,SÁBADO,551
CALLAO,2019,DOMINGO,359
CALLAO,2020,LUNES,257
CALLAO,2020,MARTES,245
CALLAO,2020,MIÉRCOLES,285
CALLAO,2020,JUEVES,280
CALLAO,2020,VIERNES,344
CALLAO,2020,SÁBADO,397
CALLAO,2020,DOMINGO,200
CALLAO,2021,LUNES,414
CALLAO,2021,MARTES,329
CALLAO,2021,MIÉRCOLES,391
CALLAO,2021,JUEVES,408
CALLAO,2021,VIERNES,430
CALLAO,2021,SÁBADO,514
CALLAO,2021,DOMINGO,287
CALLAO,2022,LUNES,411
CALLAO,2022,MARTES,330
CALLAO,2022,MIÉRCOLES,390
CALLAO,2022,JUEVES,399
CALLAO,2022,VIERNES,412
CALLAO,2022,SÁBADO,491
CALLAO,2022,DOMINGO,290
CALLAO,2023,LUNES,450
CALLAO,2023,MARTES,397
CALLAO,2023,MIÉRCOLES,407
CALLAO,2023,JUEVES,432
CALLAO,2023,VIERNES,461
CALLAO,2023,SÁBADO,535
CALLAO,2023,DOMINGO,363
CALLAO,2024,LUNES,463
CALLAO,2024,MARTES,419
CALLAO,2024,MIÉRCOLES,467
CALLAO,2024,JUEVES,417
CALLAO,2024,VIERNES,525
CALLAO,2024,SÁBADO,595
CALLAO,2024,DOMINGO,346
CUSCO,2008,LUNES,350
CUSCO,2008,MARTES,317
CUSCO,2008,MIÉRCOLES,325
CUSCO,2008,JUEVES,326
CUSCO,2008,VIERNES,412
CUSCO,2008,SÁBADO,480
CUSCO,2008,DOMINGO,304
CUSCO,2009,LUNES,232
CUSCO,2009,MARTES,206
CUSCO,2009,MIÉRCOLES,234
CUSCO,2009,JUEVES,252
CUSCO,2009,VIERNES,318
CUSCO,2009,SÁBADO,298
CUSCO,2009,DOMINGO,234
CUSCO,2010,LUNES,41
CUSCO,2010,MARTES,64
CUSCO,2010,MIÉRCOLES,41
CUSCO,2010,JUEVES,77
CUSCO,2010,VIERNES,53
CUSCO,2010,SÁBADO,61
CUSCO,2010,DOMINGO,69
CUSCO,2011,LUNES,66
CUSCO,2011,MARTES,61
CUSCO,2011,MIÉRCOLES,98
CUSCO,2011,JUEVES,84
CUSCO,2011,VIERNES,84
CUSCO,2011,SÁBADO,71
CUSCO,2011,DOMINGO,85
CUSCO,2012,LUNES,177
CUSCO,2012,MARTES,183
CUSCO,2012,MIÉRCOLES,245
CUSCO,2012,JUEVES,273
CUSCO,2012,VIERNES,470
CUSCO,2012,SÁBADO,434
CUSCO,2012,DOMINGO,175
CUSCO,2013,LUNES,551
CUSCO,2013,MARTES,480
CUSCO,2013,MIÉRCOLES,516
CUSCO,2013,JUEVES,463
CUSCO,2013,VIERNES,709
CUSCO,2013,SÁBADO,783
CUSCO,2013,DOMINGO,507
CUSCO,2014,LUNES,519
CUSCO,2014,MARTES,511
CUSCO,2014,MIÉRCOLES,506
CUSCO,2014,JUEVES,551
CUSCO,2014,VIERNES,702
CUSCO,2014,SÁBADO,740
CUSCO,2014,DOMINGO,571
CUSCO,2015,LUNES,578
CUSCO,2015,MARTES,553
CUSCO,2015,MIÉRCOLES,609
CUSCO,2015,JUEVES,585
CUSCO,2015,VIERNES,753
CUSCO,2015,SÁBADO,873
CUSCO,2015,DOMINGO,653
CUSCO,2016,LUNES,432
CUSCO,2016,MARTES,400
CUSCO,2016,MIÉRCOLES,398
CUSCO,2016,JUEVES,460
CUSCO,2016,VIERNES,584
CUSCO,2016,SÁBADO,620
CUSCO,2016,DOMINGO,472
CUSCO,2017,LUNES,448
CUSCO,2017,MARTES,406
CUSCO,2017,MIÉRCOLES,403
CUSCO,2017,JUEVES,403
CUSCO,2017,VIERNES,526
CUSCO,2017,SÁBADO,616
CUSCO,2017,DOMINGO,433
CUSCO,2018,LUNES,548
CUSCO,2018,MARTES,466
CUSCO,2018,MIÉRCOLES,515
CUSCO,2018,JUEVES,531
CUSCO,2018,VIERNES,685
CUSCO,2018,SÁBADO,727
CUSCO,2018,DOMINGO,538
CUSCO,2019,LUNES,518
CUSCO,2019,MARTES,500
CUSCO,2019,MIÉRCOLES,502
CUSCO,2019,JUEVES,537
CUSCO,2019,VIERNES,721
CUSCO,2019,SÁBADO,732
CUSCO,2019,DOMINGO,540
CUSCO,2020,LUNES,313
CUSCO,2020,MARTES,296
CUSCO,2020,MIÉRCOLES,291
CUSCO,2020,JUEVES,389
CUSCO,2020,VIERNES,415
CUSCO,2020,SÁBADO,411
CUSCO,2020,DOMINGO,203
CUSCO,2021,LUNES,370
CUSCO,2021,MARTES,402
CUSCO,2021,MIÉRCOLES,408
CUSCO,2021,JUEVES,446
CUSCO,2021,VIERNES,496
CUSCO,2021,SÁBADO,542
CUSCO,2021,DOMINGO,332
CUSCO,2022,LUNES,510
CUSCO,2022,MARTES,382
CUSCO,2022,MIÉRCOLES,455
CUSCO,2022,JUEVES,474
CUSCO,2022,VIERNES,604
CUSCO,2022,SÁBADO,533
CUSCO,2022,DOMINGO,407
CUSCO,2023,LUNES,393
CUSCO,2023,MARTES,402
CUSCO,2023,MIÉRCOLES,423
CUSCO,2023,JUEVES,445
CUSCO,2023,VIERNES,602
CUSCO,2023,SÁBADO,568
CUSCO,2023,DOMINGO,401
CUSCO,2024,LUNES,446
CUSCO,2024,MARTES,382
CUSCO,2024,MIÉRCOLES,425
CUSCO,2024,JUEVES,521
CUSCO,2024,VIERNES,626
CUSCO,2024,SÁBADO,717
CUSCO,2024,DOMINGO,458
HUANCAVELICA,2008,LUNES,3
HUANCAVELICA,2008,MARTES,5
HUANCAVELICA,2008,MIÉRCOLES,3
HUANCAVELICA,2008,JUEVES,7
HUANCAVELICA,2008,VIERNES,8
HUANCAVELICA,2008,SÁBADO,15
HUANCAVELICA,2008,DOMINGO,6
HUANCAVELICA,2009,LUNES,4
HUANCAVELICA,2009,MARTES,5
HUANCAVELICA,2009,MIÉRCOLES,9
HUANCAVELICA,2009,JUEVES,15
HUANCAVELICA,2009,VIERNES,9
HUANCAVELICA,2009,SÁBADO,7
HUANCAVELICA,2009,DOMINGO,7
HUANCAVELICA,2010,LUNES,12
HUANCAVELICA,2010,MARTES,6
HUANCAVELICA,2010,MIÉRCOLES,17
HUANCAVELICA,2010,JUEVES,13
HUANCAVELICA,2010,VIERNES,8
HUANCAVELICA,2010,SÁBADO,8
HUANCAVELICA,2010,DOMINGO,7
HUANCAVELICA,2011,LUNES,3
HUANCAVELICA,2011,MARTES,3
HUANCAVELICA,2011,MIÉRCOLES,5
HUANCAVELICA,2011,JUEVES,6
HUANCAVELICA,2011,VIERNES,7
HUANCAVELICA,2011,SÁBADO,4
HUANCAVELICA,2011,DOMINGO,22
HUANCAVELICA,2012,LUNES,30
HUANCAVELICA,2012,MARTES,64
HUANCAVELICA,2012,MIÉRCOLES,20
HUANCAVELICA,2012,JUEVES,13
HUANCAVELICA,2012,VIERNES,18
HUANCAVELICA,2012,SÁBADO,15
HUANCAVELICA,2012,DOMINGO,14
HUANCAVELICA,2013,LUNES,13
HUANCAVELICA,2013,MARTES,9
HUANCAVELICA,2013,MIÉRCOLES,14
HUANCAVELICA,2013,JUEVES,12
HUANCAVELICA,2013,VIERNES,12
HUANCAVELICA,2013,SÁBADO,15
HUANCAVELICA,2013,DOMINGO,11
HUANCAVELICA,2014,LUNES,21
HUANCAVELICA,2014,MARTES,27
HUANCAVELICA,2014,MIÉRCOLES,23
HUANCAVELICA,2014,JUEVES,47
HUANCAVELICA,2014,VIERNES,32
HUANCAVELICA,2014,SÁBADO,25
HUANCAVELICA,2014,DOMINGO,26
HUANCAVELICA,2015,LUNES,31
HUANCAVELICA,2015,MARTES,32
HUANCAVELICA,2015,MIÉRCOLES,35
HUANCAVELICA,2015,JUEVES,53
HUANCAVELICA,2015,VIERNES,44
HUANCAVELICA,2015,SÁBADO,35
HUANCAVELICA,2015,DOMINGO,19
HUANCAVELICA,2016,LUNES,38
HUANCAVELICA,2016,MARTES,53
HUANCAVELICA,2016,MIÉRCOLES,39
HUANCAVELICA,2016,JUEVES,51
HUANCAVELICA,2016,VIERNES,37
HUANCAVELICA,2016,SÁBADO,47
HUANCAVELICA,2016,DOMINGO,30
HUANCAVELICA,2017,LUNES,13
HUANCAVELICA,2017,MARTES,33
HUANCAVELICA,2017,MIÉRCOLES,32
HUANCAVELICA,2017,JUEVES,25
HUANCAVELICA,2017,VIERNES,42
HUANCAVELICA,2017,SÁBADO,33
HUANCAVELICA,2017,DOMINGO,42
HUANCAVELICA,2018,LUNES,25
HUANCAVELICA,2018,MARTES,27
HUANCAVELICA,2018,MIÉRCOLES,36
HUANCAVELICA,2018,JUEVES,38
HUANCAVELICA,2018,VIERNES,46
HUANCAVELICA,2018,SÁBADO,52
HUANCAVELICA,2018,DOMINGO,33
HUANCAVELICA,2019,LUNES,28
HUANCAVELICA,2019,MARTES,43
HUANCAVELICA,2019,MIÉRCOLES,37
HUANCAVELICA,2019,JUEVES,55
HUANCAVELICA,2019,VIERNES,49
HUANCAVELICA,2019,SÁBADO,42
HUANCAVELICA,2019,DOMINGO,40
HUANCAVELICA,2020,LUNES,21
HUANCAVELICA,2020,MARTES,18
HUANCAVELICA,2020,MIÉRCOLES,25
HUANCAVELICA,2020,JUEVES,32
HUANCAVELICA,2020,VIERNES,36
HUANCAVELICA,2020,SÁBADO,28
HUANCAVELICA,2020,DOMINGO,10
HUANCAVELICA,2021,LUNES,27
HUANCAVELICA,2021,MARTES,34
HUANCAVELICA,2021,MIÉRCOLES,34
HUANCAVELICA,2021,JUEVES,39
HUANCAVELICA,2021,VIERNES,37
HUANCAVELICA,2021,SÁBADO,36
HUANCAVELICA,2021,DOMINGO,35
HUANCAVELICA,2022,LUNES,34
HUANCAVELICA,2022,MARTES,31
HUANCAVELICA,2022,MIÉRCOLES,24
HUANCAVELICA,2022,JUEVES,19
HUANCAVELICA,2022,VIERNES,29
HUANCAVELICA,2022,SÁBADO,35
HUANCAVELICA,2022,DOMINGO,28
HUANCAVELICA,2023,LUNES,23
HUANCAVELICA,2023,MARTES,31
HUANCAVELICA,2023,MIÉRCOLES,41
HUANCAVELICA,2023,JUEVES,24
HUANCAVELICA,2023,VIERNES,22
HUANCAVELICA,2023,SÁBADO,47
HUANCAVELICA,2023,DOMINGO,32
HUANCAVELICA,2024,LUNES,26
HUANCAVELICA,2024,MARTES,26
HUANCAVELICA,2024,MIÉRCOLES,41
HUANCAVELICA,2024,JUEVES,29
HUANCAVELICA,2024,VIERNES,27
HUANCAVELICA,2024,SÁBADO,31
HUANCAVELICA,2024,DOMINGO,21
HUANUCO,2008,LUNES,53
HUANUCO,2008,MARTES,36
HUANUCO,2008,MIÉRCOLES,44
HUANUCO,2008,JUEVES,68
HUANUCO,2008,VIERNES,100
HUANUCO,2008,SÁBADO,88
HUANUCO,2008,DOMINGO,67
HUANUCO,2009,LUNES,93
HUANUCO,2009,MARTES,87
HUANUCO,2009,MIÉRCOLES,92
HUANUCO,2009,JUEVES,76
HUANUCO,2009,VIERNES,124
HUANUCO,2009,SÁBADO,117
HUANUCO,2009,DOMINGO,84
HUANUCO,2010,LUNES,60
HUANUCO,2010,MARTES,59
HUANUCO,2010,MIÉRCOLES,50
HUANUCO,2010,JUEVES,52
HUANUCO,2010,VIERNES,116
HUANUCO,2010,SÁBADO,110
HUANUCO,2010,DOMINGO,61
HUANUCO,2011,LUNES,102
HUANUCO,2011,MARTES,65
HUANUCO,2011,MIÉRCOLES,84
HUANUCO,2011,JUEVES,91
HUANUCO,2011,VIERNES,208
HUANUCO,2011,SÁBADO,172
HUANUCO,2011,DOMINGO,79
HUANUCO,2012,LUNES,185
HUANUCO,2012,MARTES,108
HUANUCO,2012,MIÉRCOLES,105
HUANUCO,2012,JUEVES,109
HUANUCO,2012,VIERNES,218
HUANUCO,2012,SÁBADO,226
HUANUCO,2012,DOMINGO,119
HUANUCO,2013,LUNES,223
HUANUCO,2013,MARTES,153
HUANUCO,2013,MIÉRCOLES,181
HUANUCO,2013,JUEVES,160
HUANUCO,2013,VIERNES,313
HUANUCO,2013,SÁBADO,371
HUANUCO,2013,DOMINGO,247
HUANUCO,2014,LUNES,503
HUANUCO,2014,MARTES,417
HUANUCO,2014,MIÉRCOLES,484
HUANUCO,2014,JUEVES,527
HUANUCO,2014,VIERNES,826
HUANUCO,2014,SÁBADO,896
HUANUCO,2014,DOMINGO,630
HUANUCO,2015,LUNES,282
HUANUCO,2015,MARTES,289
HUANUCO,2015,MIÉRCOLES,317
HUANUCO,2015,JUEVES,366
HUANUCO,2015,VIERNES,580
HUANUCO,2015,SÁBADO,527
HUANUCO,2015,DOMINGO,347
HUANUCO,2016,LUNES,219
HUANUCO,2016,MARTES,206
HUANUCO,2016,MIÉRCOLES,241
HUANUCO,2016,JUEVES,283
HUANUCO,2016,VIERNES,424
HUANUCO,2016,SÁBADO,416
HUANUCO,2016,DOMINGO,278
HUANUCO,2017,LUNES,121
HUANUCO,2017,MARTES,126
HUANUCO,2017,MIÉRCOLES,175
HUANUCO,2017,JUEVES,223
HUANUCO,2017,VIERNES,343
HUANUCO,2017,SÁBADO,428
HUANUCO,2017,DOMINGO,308
HUANUCO,2018,LUNES,78
HUANUCO,2018,MARTES,94
HUANUCO,2018,MIÉRCOLES,116
HUANUCO,2018,JUEVES,98
HUANUCO,2018,VIERNES,136
HUANUCO,2018,SÁBADO,207
HUANUCO,2018,DOMINGO,80
HUANUCO,2019,LUNES,96
HUANUCO,2019,MARTES,141
HUANUCO,2019,MIÉRCOLES,78
HUANUCO,2019,JUEVES,157
HUANUCO,2019,VIERNES,163
HUANUCO,2019,SÁBADO,257
HUANUCO,2019,DOMINGO,170
HUANUCO,2020,LUNES,111
HUANUCO,2020,MARTES,88
HUANUCO,2020,MIÉRCOLES,122
HUANUCO,2020,JUEVES,105
HUANUCO,2020,VIERNES,120
HUANUCO,2020,SÁBADO,174
HUANUCO,2020,DOMINGO,102
HUANUCO,2021,LUNES,135
HUANUCO,2021,MARTES,142
HUANUCO,2021,MIÉRCOLES,144
HUANUCO,2021,JUEVES,168
HUANUCO,2021,VIERNES,202
HUANUCO,2021,SÁBADO,269
HUANUCO,2021,DOMINGO,139
HUANUCO,2022,LUNES,127
HUANUCO,2022,MARTES,139
HUANUCO,2022,MIÉRCOLES,150
HUANUCO,2022,JUEVES,167
HUANUCO,2022,VIERNES,225
HUANUCO,2022,SÁBADO,270
HUANUCO,2022,DOMINGO,182
HUANUCO,2023,LUNES,166
HUANUCO,2023,MARTES,152
HUANUCO,2023,MIÉRCOLES,180
HUANUCO,2023,JUEVES,165
HUANUCO,2023,VIERNES,219
HUANUCO,2023,SÁBADO,234
HUANUCO,2023,DOMINGO,174
HUANUCO,2024,LUNES,124
HUANUCO,2024,MARTES,136
HUANUCO,2024,MIÉRCOLES,156
HUANUCO,2024,JUEVES,143
HUANUCO,2024,VIERNES,194
HUANUCO,2024,SÁBADO,229
HUANUCO,2024,DOMINGO,179
ICA,2008,LUNES,192
ICA,2008,MARTES,185
ICA,2008,MIÉRCOLES,175
ICA,2008,JUEVES,193
ICA,2008,VIERNES,210
ICA,2008,SÁBADO,228
ICA,2008,DOMINGO,221
ICA,2009,LUNES,214
ICA,2009,MARTES,101
ICA,2009,MIÉRCOLES,206
ICA,2009,JUEVES,202
ICA,2009,VIERNES,276
ICA,2009,SÁBADO,250
ICA,2009,DOMINGO,176
ICA,2010,LUNES,206
ICA,2010,MARTES,184
ICA,2010,MIÉRCOLES,212
ICA,2010,JUEVES,228
ICA,2010,VIERNES,252
ICA,2010,SÁBADO,285
ICA,2010,DOMINGO,206
ICA,2011,LUNES,188
ICA,2011,MARTES,222
ICA,2011,MIÉRCOLES,194
ICA,2011,JUEVES,211
ICA,2011,VIERNES,286
ICA,2011,SÁBADO,302
ICA,2011,DOMINGO,181
ICA,2012,LUNES,176
ICA,2012,MARTES,210
ICA,2012,MIÉRCOLES,197
ICA,2012,JUEVES,199
ICA,2012,VIERNES,324
ICA,2012,SÁBADO,323
ICA,2012,DOMINGO,206
ICA,2013,LUNES,238
ICA,2013,MARTES,249
ICA,2013,MIÉRCOLES,205
ICA,2013,JUEVES,283
ICA,2013,VIERNES,322
ICA,2013,SÁBADO,396
ICA,2013,DOMINGO,214
ICA,2014,LUNES,140
ICA,2014,MARTES,177
ICA,2014,MIÉRCOLES,157
ICA,2014,JUEVES,245
ICA,2014,VIERNES,283
ICA,2014,SÁBADO,372
ICA,2014,DOMINGO,138
ICA,2015,LUNES,120
ICA,2015,MARTES,176
ICA,2015,MIÉRCOLES,147
ICA,2015,JUEVES,162
ICA,2015,VIERNES,185
ICA,2015,SÁBADO,224
ICA,2015,DOMINGO,158
ICA,2016,LUNES,125
ICA,2016,MARTES,126
ICA,2016,MIÉRCOLES,109
ICA,2016,JUEVES,156
ICA,2016,VIERNES,189
ICA,2016,SÁBADO,212
ICA,2016,DOMINGO,130
ICA,2017,LUNES,149
ICA,2017,MARTES,110
ICA,2017,MIÉRCOLES,146
ICA,2017,JUEVES,156
ICA,2017,VIERNES,195
ICA,2017,SÁBADO,237
ICA,2017,DOMINGO,188
ICA,2018,LUNES,142
ICA,2018,MARTES,145
ICA,2018,MIÉRCOLES,151
ICA,2018,JUEVES,171
ICA,2018,VIERNES,217
ICA,2018,SÁBADO,277
ICA,2018,DOMINGO,200
ICA,2019,LUNES,205
ICA,2019,MARTES,170
ICA,2019,MIÉRCOLES,208
ICA,2019,JUEVES,181
ICA,2019,VIERNES,277
ICA,2019,SÁBADO,408
ICA,2019,DOMINGO,285
ICA,2020,LUNES,108
ICA,2020,MARTES,114
ICA,2020,MIÉRCOLES,129
ICA,2020,JUEVES,145
ICA,2020,VIERNES,156
ICA,2020,SÁBADO,235
ICA,2020,DOMINGO,116
ICA,2021,LUNES,178
ICA,2021,MARTES,182
ICA,2021,MIÉRCOLES,203
ICA,2021,JUEVES,231
ICA,2021,VIERNES,284
ICA,2021,SÁBADO,351
ICA,2021,DOMINGO,221
ICA,2022,LUNES,216
ICA,2022,MARTES,209
ICA,2022,MIÉRCOLES,314
ICA,2022,JUEVES,267
ICA,2022,VIERNES,380
ICA,2022,SÁBADO,496
ICA,2022,DOMINGO,272
ICA,2023,LUNES,289
ICA,2023,MARTES,241
ICA,2023,MIÉRCOLES,228
ICA,2023,JUEVES,219
ICA,2023,VIERNES,346
ICA,2023,SÁBADO,493
ICA,2023,DOMINGO,338
ICA,2024,LUNES,206
ICA,2024,MARTES,193
ICA,2024,MIÉRCOLES,220
ICA,2024,JUEVES,250
ICA,2024,VIERNES,400
ICA,2024,SÁBADO,632
ICA,2024,DOMINGO,380
JUNIN,2008,LUNES,208
JUNIN,2008,MARTES,226
JUNIN,2008,MIÉRCOLES,172
JUNIN,2008,JUEVES,204
JUNIN,2008,VIERNES,303
JUNIN,2008,SÁBADO,394
JUNIN,2008,DOMINGO,382
JUNIN,2009,LUNES,196
JUNIN,2009,MARTES,193
JUNIN,2009,MIÉRCOLES,218
JUNIN,2009,JUEVES,258
JUNIN,2009,VIERNES,326
JUNIN,2009,SÁBADO,351
JUNIN,2009,DOMINGO,277
JUNIN,2010,LUNES,214
JUNIN,2010,MARTES,241
JUNIN,2010,MIÉRCOLES,267
JUNIN,2010,JUEVES,258
JUNIN,2010,VIERNES,394
JUNIN,2010,SÁBADO,621
JUNIN,2010,DOMINGO,338
JUNIN,2011,LUNES,232
JUNIN,2011,MARTES,233
JUNIN,2011,MIÉRCOLES,259
JUNIN,2011,JUEVES,294
JUNIN,2011,VIERNES,319
JUNIN,2011,SÁBADO,409
JUNIN,2011,DOMINGO,392
JUNIN,2012,LUNES,438
JUNIN,2012,MARTES,371
JUNIN,2012,MIÉRCOLES,417
JUNIN,2012,JUEVES,390
JUNIN,2012,VIERNES,481
JUNIN,2012,SÁBADO,561
JUNIN,2012,DOMINGO,515
JUNIN,2013,LUNES,432
JUNIN,2013,MARTES,451
JUNIN,2013,MIÉRCOLES,477
JUNIN,2013,JUEVES,482
JUNIN,2013,VIERNES,493
JUNIN,2013,SÁBADO,685
JUNIN,2013,DOMINGO,584
JUNIN,2014,LUNES,320
JUNIN,2014,MARTES,336
JUNIN,2014,MIÉRCOLES,287
JUNIN,2014,JUEVES,365
JUNIN,2014,VIERNES,409
JUNIN,2014,SÁBADO,542
JUNIN,2014,DOMINGO,452
JUNIN,2015,LUNES,312
JUNIN,2015,MARTES,295
JUNIN,2015,MIÉRCOLES,292
JUNIN,2015,JUEVES,303
JUNIN,2015,VIERNES,312
JUNIN,2015,SÁBADO,466
JUNIN,2015,DOMINGO,387
JUNIN,2016,LUNES,307
JUNIN,2016,MARTES,312
JUNIN,2016,MIÉRCOLES,309
JUNIN,2016,JUEVES,348
JUNIN,2016,VIERNES,383
JUNIN,2016,SÁBADO,365
JUNIN,2016,DOMINGO,354
JUNIN,2017,LUNES,336
JUNIN,2017,MARTES,298
JUNIN,2017,MIÉRCOLES,307
JUNIN,2017,JUEVES,300
JUNIN,2017,VIERNES,379
JUNIN,2017,SÁBADO,481
JUNIN,2017,DOMINGO,356
JUNIN,2018,LUNES,290
JUNIN,2018,MARTES,333
JUNIN,2018,MIÉRCOLES,318
JUNIN,2018,JUEVES,312
JUNIN,2018,VIERNES,414
JUNIN,2018,SÁBADO,423
JUNIN,2018,DOMINGO,339
JUNIN,2019,LUNES,423
JUNIN,2019,MARTES,383
JUNIN,2019,MIÉRCOLES,408
JUNIN,2019,JUEVES,393
JUNIN,2019,VIERNES,594
JUNIN,2019,SÁBADO,541
JUNIN,2019,DOMINGO,426
JUNIN,2020,LUNES,280
JUNIN,2020,MARTES,318
JUNIN,2020,MIÉRCOLES,308
JUNIN,2020,JUEVES,383
JUNIN,2020,VIERNES,383
JUNIN,2020,SÁBADO,398
JUNIN,2020,DOMINGO,241
JUNIN,2021,LUNES,455
JUNIN,2021,MARTES,438
JUNIN,2021,MIÉRCOLES,430
JUNIN,2021,JUEVES,435
JUNIN,2021,VIERNES,559
JUNIN,2021,SÁBADO,634
JUNIN,2021,DOMINGO,385
JUNIN,2022,LUNES,439
JUNIN,2022,MARTES,440
JUNIN,2022,MIÉRCOLES,562
JUNIN,2022,JUEVES,455
JUNIN,2022,VIERNES,545
JUNIN,2022,SÁBADO,635
JUNIN,2022,DOMINGO,588
JUNIN,2023,LUNES,449
JUNIN,2023,MARTES,430
JUNIN,2023,MIÉRCOLES,524
JUNIN,2023,JUEVES,543
JUNIN,2023,VIERNES,592
JUNIN,2023,SÁBADO,686
JUNIN,2023,DOMINGO,580
JUNIN,2024,LUNES,337
JUNIN,2024,MARTES,443
JUNIN,2024,MIÉRCOLES,433
JUNIN,2024,JUEVES,438
JUNIN,2024,VIERNES,510
JUNIN,2024,SÁBADO,547
JUNIN,2024,DOMINGO,416
LA LIBERTAD,2008,LUNES,745
LA LIBERTAD,2008,MARTES,574
LA LIBERTAD,2008,MIÉRCOLES,449
LA LIBERTAD,2008,JUEVES,466
LA LIBERTAD,2008,VIERNES,576
LA LIBERTAD,2008,SÁBADO,645
LA LIBERTAD,2008,DOMINGO,571
LA LIBERTAD,2009,LUNES,594
LA LIBERTAD,2009,MARTES,441
LA LIBERTAD,2009,MIÉRCOLES,472
LA LIBERTAD,2009,JUEVES,412
LA LIBERTAD,2009,VIERNES,585
LA LIBERTAD,2009,SÁBADO,577
LA LIBERTAD,2009,DOMINGO,544
LA LIBERTAD,2010,LUNES,619
LA LIBERTAD,2010,MARTES,419
LA LIBERTAD,2010,MIÉRCOLES,446
LA LIBERTAD,2010,JUEVES,457
LA LIBERTAD,2010,VIERNES,639
LA LIBERTAD,2010,SÁBADO,664
LA LIBERTAD,2010,DOMINGO,484
LA LIBERTAD,2011,LUNES,783
LA LIBERTAD,2011,MARTES,485
LA LIBERTAD,2011,MIÉRCOLES,443
LA LIBERTAD,2011,JUEVES,492
LA LIBERTAD,2011,VIERNES,586
LA LIBERTAD,2011,SÁBADO,540
LA LIBERTAD,2011,DOMINGO,461
LA LIBERTAD,2012,LUNES,836
LA LIBERTAD,2012,MARTES,592
LA LIBERTAD,2012,MIÉRCOLES,520
LA LIBERTAD,2012,JUEVES,549
LA LIBERTAD,2012,VIERNES,707
LA LIBERTAD,2012,SÁBADO,751
LA LIBERTAD,2012,DOMINGO,666
LA LIBERTAD,2013,LUNES,934
LA LIBERTAD,2013,MARTES,562
LA LIBERTAD,2013,MIÉRCOLES,626
LA LIBERTAD,2013,JUEVES,518
LA LIBERTAD,2013,VIERNES,683
LA LIBERTAD,2013,SÁBADO,859
LA LIBERTAD,2013,DOMINGO,605
LA LIBERTAD,2014,LUNES,715
LA LIBERTAD,2014,MARTES,579
LA LIBERTAD,2014,MIÉRCOLES,659
LA LIBERTAD,2014,JUEVES,538
LA LIBERTAD,2014,VIERNES,670
LA LIBERTAD,2014,SÁBADO,777
LA LIBERTAD,2014,DOMINGO,720
LA LIBERTAD,2015,LUNES,672
LA LIBERTAD,2015,MARTES,587
LA LIBERTAD,2015,MIÉRCOLES,564
LA LIBERTAD,2015,JUEVES,566
LA LIBERTAD,2015,VIERNES,731
LA LIBERTAD,2015,SÁBADO,958
