departamento,anio,tipo_siniestro,siniestros
CALLAO,2018,INCENDIO,0
CALLAO,2018,DESPISTE,290
CALLAO,2018,CHOQUE Y ATROPELLO,14
CALLAO,2018,DESPISTE Y VOLCADURA,12
CALLAO,2018,COLISIÓN Y FUGA,5
CALLAO,2018,COLISIÓN,3
CALLAO,2018,OTRO,212
CALLAO,2019,ATROPELLO,502
CALLAO,2019,ATROPELLO Y FUGA,98
CALLAO,2019,CHOQUE,1536
CALLAO,2019,CHOQUE Y FUGA,342
CALLAO,2019,VOLCADURA,30
CALLAO,2019,CAIDA DE PASAJERO,55
CALLAO,2019,INCENDIO,3
CALLAO,2019,DESPISTE,265
CALLAO,2019,CHOQUE Y ATROPELLO,20
CALLAO,2019,DESPISTE Y VOLCADURA,12
CALLAO,2019,COLISIÓN Y FUGA,5
CALLAO,2019,COLISIÓN,1
CALLAO,2019,OTRO,264
CALLAO,2020,ATROPELLO,214
CALLAO,2020,ATROPELLO Y FUGA,39
CALLAO,2020,CHOQUE,975
CALLAO,2020,CHOQUE Y FUGA,202
CALLAO,2020,VOLCADURA,14
CALLAO,2020,CAIDA DE PASAJERO,26
CALLAO,2020,INCENDIO,3
CALLAO,2020,DESPISTE,242
CALLAO,2020,CHOQUE Y ATROPELLO,12
CALLAO,2020,DESPISTE Y VOLCADURA,16
CALLAO,2020,COLISIÓN Y FUGA,0
CALLAO,2020,COLISIÓN,0
CALLAO,2020,OTRO,265
CALLAO,2021,ATROPELLO,312
CALLAO,2021,ATROPELLO Y FUGA,36
CALLAO,2021,CHOQUE,1548
CALLAO,2021,CHOQUE Y FUGA,259
CALLAO,2021,VOLCADURA,37
CALLAO,2021,CAIDA DE PASAJERO,30
CALLAO,2021,INCENDIO,0
CALLAO,2021,DESPISTE,412
CALLAO,2021,CHOQUE Y ATROPELLO,30
CALLAO,2021,DESPISTE Y VOLCADURA,15
CALLAO,2021,COLISIÓN Y FUGA,0
CALLAO,2021,COLISIÓN,4
CALLAO,2021,OTRO,90
CALLAO,2022,ATROPELLO,320
CALLAO,2022,ATROPELLO Y FUGA,38
CALLAO,2022,CHOQUE,1560
CALLAO,2022,CHOQUE Y FUGA,262
CALLAO,2022,VOLCADURA,36
CALLAO,2022,CAIDA DE PASAJERO,27
CALLAO,2022,INCENDIO,1
CALLAO,2022,DESPISTE,363
CALLAO,2022,CHOQUE Y ATROPELLO,26
CALLAO,2022,DESPISTE Y VOLCADURA,10
CALLAO,2022,COLISIÓN Y FUGA,1
CALLAO,2022,COLISIÓN,6
CALLAO,2022,OTRO,73
CALLAO,2023,ATROPELLO,276
CALLAO,2023,ATROPELLO Y FUGA,45
CALLAO,2023,CHOQUE,1810
CALLAO,2023,CHOQUE Y FUGA,322
CALLAO,2023,VOLCADURA,17
CALLAO,2023,CAIDA DE PASAJERO,35
CALLAO,2023,INCENDIO,0
CALLAO,2023,DESPISTE,374
CALLAO,2023,CHOQUE Y ATROPELLO,15
CALLAO,2023,DESPISTE Y VOLCADURA,23
CALLAO,2023,COLISIÓN Y FUGA,0
CALLAO,2023,COLISIÓN,6
CALLAO,2023,OTRO,122
CALLAO,2024,ATROPELLO,329
CALLAO,2024,ATROPELLO Y FUGA,31
CALLAO,2024,CHOQUE,1927
CALLAO,2024,CHOQUE Y FUGA,348
CALLAO,2024,VOLCADURA,36
CALLAO,2024,CAIDA DE PASAJERO,25
CALLAO,2024,INCENDIO,0
CALLAO,2024,DESPISTE,324
CALLAO,2024,CHOQUE Y ATROPELLO,56
CALLAO,2024,DESPISTE Y VOLCADURA,19
CALLAO,2024,COLISIÓN Y FUGA,0
CALLAO,2024,COLISIÓN,3
CALLAO,2024,OTRO,134
CUSCO,2008,ATROPELLO,666
CUSCO,2008,ATROPELLO Y FUGA,169
CUSCO,2008,CHOQUE,958
CUSCO,2008,CHOQUE Y FUGA,312
CUSCO,2008,VOLCADURA,140
CUSCO,2008,CAIDA DE PASAJERO,90
CUSCO,2008,INCENDIO,16
CUSCO,2008,OTRO,163
CUSCO,2009,ATROPELLO,625
CUSCO,2009,ATROPELLO Y FUGA,130
CUSCO,2009,CHOQUE,480
CUSCO,2009,CHOQUE Y FUGA,219
CUSCO,2009,VOLCADURA,98
CUSCO,2009,CAIDA DE PASAJERO,44
CUSCO,2009,INCENDIO,6
CUSCO,2009,OTRO,172
CUSCO,2010,ATROPELLO,184
CUSCO,2010,ATROPELLO Y FUGA,29
CUSCO,2010,CHOQUE,85
CUSCO,2010,CHOQUE Y FUGA,15
CUSCO,2010,VOLCADURA,17
CUSCO,2010,CAIDA DE PASAJERO,10
CUSCO,2010,INCENDIO,0
CUSCO,2010,DESPISTE,0
CUSCO,2010,OTRO,66
CUSCO,2011,ATROPELLO,158
CUSCO,2011,ATROPELLO Y FUGA,48
CUSCO,2011,CHOQUE,148
CUSCO,2011,CHOQUE Y FUGA,20
CUSCO,2011,VOLCADURA,39
CUSCO,2011,CAIDA DE PASAJERO,3
CUSCO,2011,INCENDIO,5
CUSCO,2011,DESPISTE,27
CUSCO,2011,OTRO,101
CUSCO,2012,ATROPELLO,511
CUSCO,2012,ATROPELLO Y FUGA,83
CUSCO,2012,CHOQUE,590
CUSCO,2012,CHOQUE Y FUGA,174
CUSCO,2012,VOLCADURA,83
CUSCO,2012,CAIDA DE PASAJERO,35
CUSCO,2012,INCENDIO,49
CUSCO,2012,DESPISTE,163
CUSCO,2012,OTRO,269
CUSCO,2013,ATROPELLO,880
CUSCO,2013,ATROPELLO Y FUGA,160
CUSCO,2013,CHOQUE,1563
CUSCO,2013,CHOQUE Y FUGA,489
CUSCO,2013,VOLCADURA,150
CUSCO,2013,CAIDA DE PASAJERO,94
CUSCO,2013,INCENDIO,40
CUSCO,2013,DESPISTE,314
CUSCO,2013,OTRO,319
CUSCO,2014,ATROPELLO,945
CUSCO,2014,ATROPELLO Y FUGA,102
CUSCO,2014,CHOQUE,1669
CUSCO,2014,CHOQUE Y FUGA,421
CUSCO,2014,VOLCADURA,122
CUSCO,2014,CAIDA DE PASAJERO,121
CUSCO,2014,INCENDIO,67
CUSCO,2014,DESPISTE,220
CUSCO,2014,OTRO,433
CUSCO,2015,ATROPELLO,940
CUSCO,2015,ATROPELLO Y FUGA,100
CUSCO,2015,CHOQUE,2364
CUSCO,2015,CHOQUE Y FUGA,351
CUSCO,2015,VOLCADURA,82
CUSCO,2015,CAIDA DE PASAJERO,92
CUSCO,2015,INCENDIO,0
CUSCO,2015,DESPISTE,261
CUSCO,2015,DESPISTE Y VOLCADURA,168
CUSCO,2015,COLISION,24
CUSCO,2015,CHOQUE Y ATROPELLO,49
CUSCO,2015,OTRO,173
CUSCO,2016,ATROPELLO,759
CUSCO,2016,ATROPELLO Y FUGA,42
CUSCO,2016,CHOQUE,1557
CUSCO,2016,CHOQUE Y FUGA,204
CUSCO,2016,VOLCADURA,58
CUSCO,2016,CAIDA DE PASAJERO,70
CUSCO,2016,INCENDIO,1
CUSCO,2016,DESPISTE,262
CUSCO,2016,CHOQUE Y ATROPELLO,14
CUSCO,2016,DESPISTE Y VOLCADURA,143
CUSCO,2016,COLISION,7
CUSCO,2016,OTRO,249
CUSCO,2017,ATROPELLO,781
CUSCO,2017,ATROPELLO Y FUGA,55
CUSCO,2017,CHOQUE,1324
CUSCO,2017,CHOQUE Y FUGA,211
CUSCO,2017,VOLCADURA,64
CUSCO,2017,CAIDA DE PASAJERO,135
CUSCO,2017,INCENDIO,0
CUSCO,2017,DESPISTE,276
CUSCO,2017,CHOQUE Y ATROPELLO,37
CUSCO,2017,DESPISTE Y VOLCADURA,143
CUSCO,2017,COLISIÓN,16
CUSCO,2017,OTRO,193
CUSCO,2018,ATROPELLO,1008
CUSCO,2018,ATROPELLO Y FUGA,67
CUSCO,2018,CHOQUE,1612
CUSCO,2018,CHOQUE Y FUGA,183
CUSCO,2018,VOLCADURA,86
CUSCO,2018,CAIDA DE PASAJERO,146
CUSCO,2018,INCENDIO,8
CUSCO,2018,DESPISTE,450
CUSCO,2018,CHOQUE Y ATROPELLO,53
CUSCO,2018,DESPISTE Y VOLCADURA,159
CUSCO,2018,COLISIÓN Y FUGA,5
CUSCO,2018,COLISIÓN,15
CUSCO,2018,OTRO,218
CUSCO,2019,ATROPELLO,982
CUSCO,2019,ATROPELLO Y FUGA,99
CUSCO,2019,CHOQUE,1752
CUSCO,2019,CHOQUE Y FUGA,188
CUSCO,2019,VOLCADURA,84
CUSCO,2019,CAIDA DE PASAJERO,133
CUSCO,2019,INCENDIO,1
CUSCO,2019,DESPISTE,404
CUSCO,2019,CHOQUE Y ATROPELLO,33
CUSCO,2019,DESPISTE Y VOLCADURA,154
CUSCO,2019,COLISIÓN Y FUGA,3
CUSCO,2019,COLISIÓN,23
CUSCO,2019,OTRO,194
CUSCO,2020,ATROPELLO,463
CUSCO,2020,ATROPELLO Y FUGA,36
CUSCO,2020,CHOQUE,1118
CUSCO,2020,CHOQUE Y FUGA,79
CUSCO,2020,VOLCADURA,55
CUSCO,2020,CAIDA DE PASAJERO,42
CUSCO,2020,INCENDIO,1
CUSCO,2020,DESPISTE,308
CUSCO,2020,CHOQUE Y ATROPELLO,30
CUSCO,2020,DESPISTE Y VOLCADURA,98
CUSCO,2020,COLISIÓN Y FUGA,6
CUSCO,2020,COLISIÓN,2
CUSCO,2020,OTRO,80
CUSCO,2021,ATROPELLO,508
CUSCO,2021,ATROPELLO Y FUGA,50
CUSCO,2021,CHOQUE,1481
CUSCO,2021,CHOQUE Y FUGA,87
CUSCO,2021,VOLCADURA,95
CUSCO,2021,CAIDA DE PASAJERO,55
CUSCO,2021,INCENDIO,1
CUSCO,2021,DESPISTE,417
CUSCO,2021,CHOQUE Y ATROPELLO,44
CUSCO,2021,DESPISTE Y VOLCADURA,150
CUSCO,2021,COLISIÓN Y FUGA,5
CUSCO,2021,COLISIÓN,4
CUSCO,2021,OTRO,99
CUSCO,2022,ATROPELLO,664
CUSCO,2022,ATROPELLO Y FUGA,71
CUSCO,2022,CHOQUE,1522
CUSCO,2022,CHOQUE Y FUGA,146
CUSCO,2022,VOLCADURA,95
CUSCO,2022,CAIDA DE PASAJERO,89
CUSCO,2022,INCENDIO,1
CUSCO,2022,DESPISTE,454
CUSCO,2022,CHOQUE Y ATROPELLO,48
CUSCO,2022,DESPISTE Y VOLCADURA,107
CUSCO,2022,COLISIÓN Y FUGA,2
CUSCO,2022,COLISIÓN,4
CUSCO,2022,OTRO,162
CUSCO,2023,ATROPELLO,834
CUSCO,2023,ATROPELLO Y FUGA,82
CUSCO,2023,CHOQUE,1391
CUSCO,2023,CHOQUE Y FUGA,137
CUSCO,2023,VOLCADURA,84
CUSCO,2023,CAIDA DE PASAJERO,96
CUSCO,2023,INCENDIO,1
CUSCO,2023,DESPISTE,389
CUSCO,2023,CHOQUE Y ATROPELLO,25
CUSCO,2023,DESPISTE Y VOLCADURA,90
CUSCO,2023,COLISIÓN Y FUGA,1
CUSCO,2023,COLISIÓN,3
CUSCO,2023,OTRO,101
CUSCO,2024,ATROPELLO,889
CUSCO,2024,ATROPELLO Y FUGA,57
CUSCO,2024,CHOQUE,1535
CUSCO,2024,CHOQUE Y FUGA,123
CUSCO,2024,VOLCADURA,87
CUSCO,2024,CAIDA DE PASAJERO,132
CUSCO,2024,INCENDIO,2
CUSCO,2024,DESPISTE,431
CUSCO,2024,CHOQUE Y ATROPELLO,41
CUSCO,2024,DESPISTE Y VOLCADURA,60
CUSCO,2024,COLISIÓN Y FUGA,4
CUSCO,2024,COLISIÓN,10
CUSCO,2024,OTRO,204
HUANCAVELICA,2008,ATROPELLO,10
HUANCAVELICA,2008,ATROPELLO Y FUGA,0
HUANCAVELICA,2008,CHOQUE,13
HUANCAVELICA,2008,CHOQUE Y FUGA,0
HUANCAVELICA,2008,VOLCADURA,9
HUANCAVELICA,2008,CAIDA DE PASAJERO,0
HUANCAVELICA,2008,INCENDIO,0
HUANCAVELICA,2008,OTRO,15
HUANCAVELICA,2009,ATROPELLO,5
HUANCAVELICA,2009,ATROPELLO Y FUGA,1
HUANCAVELICA,2009,CHOQUE,15
HUANCAVELICA,2009,CHOQUE Y FUGA,1
HUANCAVELICA,2009,VOLCADURA,11
HUANCAVELICA,2009,CAIDA DE PASAJERO,0
HUANCAVELICA,2009,INCENDIO,0
HUANCAVELICA,2009,OTRO,23
HUANCAVELICA,2010,ATROPELLO,10
HUANCAVELICA,2010,ATROPELLO Y FUGA,5
HUANCAVELICA,2010,CHOQUE,38
HUANCAVELICA,2010,CHOQUE Y FUGA,0
HUANCAVELICA,2010,VOLCADURA,4
HUANCAVELICA,2010,CAIDA DE PASAJERO,2
HUANCAVELICA,2010,INCENDIO,0
HUANCAVELICA,2010,DESPISTE,7
HUANCAVELICA,2010,OTRO,5
HUANCAVELICA,2011,ATROPELLO,14
HUANCAVELICA,2011,ATROPELLO Y FUGA,2
HUANCAVELICA,2011,CHOQUE,16
HUANCAVELICA,2011,CHOQUE Y FUGA,4
HUANCAVELICA,2011,VOLCADURA,7
HUANCAVELICA,2011,CAIDA DE PASAJERO,0
HUANCAVELICA,2011,INCENDIO,0
HUANCAVELICA,2011,DESPISTE,5
HUANCAVELICA,2011,OTRO,2
HUANCAVELICA,2012,ATROPELLO,38
HUANCAVELICA,2012,ATROPELLO Y FUGA,1
HUANCAVELICA,2012,CHOQUE,58
HUANCAVELICA,2012,CHOQUE Y FUGA,2
HUANCAVELICA,2012,VOLCADURA,30
HUANCAVELICA,2012,CAIDA DE PASAJERO,0
HUANCAVELICA,2012,INCENDIO,0
HUANCAVELICA,2012,DESPISTE,36
HUANCAVELICA,2012,OTRO,9
HUANCAVELICA,2013,ATROPELLO,14
HUANCAVELICA,2013,ATROPELLO Y FUGA,2
HUANCAVELICA,2013,CHOQUE,22
HUANCAVELICA,2013,CHOQUE Y FUGA,5
HUANCAVELICA,2013,VOLCADURA,15
HUANCAVELICA,2013,CAIDA DE PASAJERO,0
HUANCAVELICA,2013,INCENDIO,1
HUANCAVELICA,2013,DESPISTE,24
HUANCAVELICA,2013,OTRO,3
HUANCAVELICA,2014,ATROPELLO,32
HUANCAVELICA,2014,ATROPELLO Y FUGA,1
HUANCAVELICA,2014,CHOQUE,61
HUANCAVELICA,2014,CHOQUE Y FUGA,3
HUANCAVELICA,2014,VOLCADURA,16
HUANCAVELICA,2014,CAIDA DE PASAJERO,0
HUANCAVELICA,2014,INCENDIO,0
HUANCAVELICA,2014,DESPISTE,37
HUANCAVELICA,2014,OTRO,51
HUANCAVELICA,2015,ATROPELLO,32
HUANCAVELICA,2015,ATROPELLO Y FUGA,4
HUANCAVELICA,2015,CHOQUE,85
HUANCAVELICA,2015,CHOQUE Y FUGA,9
HUANCAVELICA,2015,VOLCADURA,11
HUANCAVELICA,2015,CAIDA DE PASAJERO,2
HUANCAVELICA,2015,INCENDIO,0
HUANCAVELICA,2015,DESPISTE,36
HUANCAVELICA,2015,DESPISTE Y VOLCADURA,60
HUANCAVELICA,2015,COLISION,1
HUANCAVELICA,2015,CHOQUE Y ATROPELLO,0
HUANCAVELICA,2015,OTRO,9
HUANCAVELICA,2016,ATROPELLO,45
HUANCAVELICA,2016,ATROPELLO Y FUGA,4
HUANCAVELICA,2016,CHOQUE,98
HUANCAVELICA,2016,CHOQUE Y FUGA,10
HUANCAVELICA,2016,VOLCADURA,9
HUANCAVELICA,2016,CAIDA DE PASAJERO,3
HUANCAVELICA,2016,INCENDIO,0
HUANCAVELICA,2016,DESPISTE,56
HUANCAVELICA,2016,CHOQUE Y ATROPELLO,0
HUANCAVELICA,2016,DESPISTE Y VOLCADURA,25
HUANCAVELICA,2016,COLISION,9
HUANCAVELICA,2016,OTRO,36
HUANCAVELICA,2017,ATROPELLO,34
HUANCAVELICA,2017,ATROPELLO Y FUGA,2
HUANCAVELICA,2017,CHOQUE,45
HUANCAVELICA,2017,CHOQUE Y FUGA,4
HUANCAVELICA,2017,VOLCADURA,8
HUANCAVELICA,2017,CAIDA DE PASAJERO,0
HUANCAVELICA,2017,INCENDIO,0
HUANCAVELICA,2017,DESPISTE,49
HUANCAVELICA,2017,CHOQUE Y ATROPELLO,10
HUANCAVELICA,2017,DESPISTE Y VOLCADURA,35
HUANCAVELICA,2017,COLISIÓN,7
HUANCAVELICA,2017,OTRO,26
HUANCAVELICA,2018,ATROPELLO,29
HUANCAVELICA,2018,ATROPELLO Y FUGA,11
HUANCAVELICA,2018,CHOQUE,69
HUANCAVELICA,2018,CHOQUE Y FUGA,12
HUANCAVELICA,2018,VOLCADURA,17
HUANCAVELICA,2018,CAIDA DE PASAJERO,2
HUANCAVELICA,2018,INCENDIO,0
HUANCAVELICA,2018,DESPISTE,40
HUANCAVELICA,2018,CHOQUE Y ATROPELLO,16
HUANCAVELICA,2018,DESPISTE Y VOLCADURA,41
HUANCAVELICA,2018,COLISIÓN Y FUGA,1
HUANCAVELICA,2018,COLISIÓN,1
HUANCAVELICA,2018,OTRO,18
HUANCAVELICA,2019,ATROPELLO,40
HUANCAVELICA,2019,ATROPELLO Y FUGA,4
HUANCAVELICA,2019,CHOQUE,78
HUANCAVELICA,2019,CHOQUE Y FUGA,6
HUANCAVELICA,2019,VOLCADURA,11
HUANCAVELICA,2019,CAIDA DE PASAJERO,3
HUANCAVELICA,2019,INCENDIO,0
HUANCAVELICA,2019,DESPISTE,71
HUANCAVELICA,2019,CHOQUE Y ATROPELLO,12
HUANCAVELICA,2019,DESPISTE Y VOLCADURA,46
HUANCAVELICA,2019,COLISIÓN Y FUGA,1
HUANCAVELICA,2019,COLISIÓN,1
HUANCAVELICA,2019,OTRO,21
HUANCAVELICA,2020,ATROPELLO,13
HUANCAVELICA,2020,ATROPELLO Y FUGA,1
HUANCAVELICA,2020,CHOQUE,49
HUANCAVELICA,2020,CHOQUE Y FUGA,3
HUANCAVELICA,2020,VOLCADURA,7
HUANCAVELICA,2020,CAIDA DE PASAJERO,0
HUANCAVELICA,2020,INCENDIO,0
HUANCAVELICA,2020,DESPISTE,44
HUANCAVELICA,2020,CHOQUE Y ATROPELLO,3
HUANCAVELICA,2020,DESPISTE Y VOLCADURA,39
HUANCAVELICA,2020,COLISIÓN Y FUGA,2
HUANCAVELICA,2020,COLISIÓN,0
HUANCAVELICA,2020,OTRO,9
HUANCAVELICA,2021,ATROPELLO,24
HUANCAVELICA,2021,ATROPELLO Y FUGA,2
HUANCAVELICA,2021,CHOQUE,74
HUANCAVELICA,2021,CHOQUE Y FUGA,1
HUANCAVELICA,2021,VOLCADURA,3
HUANCAVELICA,2021,CAIDA DE PASAJERO,2
HUANCAVELICA,2021,INCENDIO,0
HUANCAVELICA,2021,DESPISTE,58
HUANCAVELICA,2021,CHOQUE Y ATROPELLO,1
HUANCAVELICA,2021,DESPISTE Y VOLCADURA,49
HUANCAVELICA,2021,COLISIÓN Y FUGA,1
HUANCAVELICA,2021,COLISIÓN,3
HUANCAVELICA,2021,OTRO,24
HUANCAVELICA,2022,ATROPELLO,26
HUANCAVELICA,2022,ATROPELLO Y FUGA,2
HUANCAVELICA,2022,CHOQUE,56
HUANCAVELICA,2022,CHOQUE Y FUGA,0
HUANCAVELICA,2022,VOLCADURA,9
HUANCAVELICA,2022,CAIDA DE PASAJERO,0
HUANCAVELICA,2022,INCENDIO,0
HUANCAVELICA,2022,DESPISTE,43
HUANCAVELICA,2022,CHOQUE Y ATROPELLO,0
HUANCAVELICA,2022,DESPISTE Y VOLCADURA,44
HUANCAVELICA,2022,COLISIÓN Y FUGA,3
HUANCAVELICA,2022,COLISIÓN,1
HUANCAVELICA,2022,OTRO,16
HUANCAVELICA,2023,ATROPELLO,31
HUANCAVELICA,2023,ATROPELLO Y FUGA,1
HUANCAVELICA,2023,CHOQUE,67
HUANCAVELICA,2023,CHOQUE Y FUGA,0
HUANCAVELICA,2023,VOLCADURA,9
HUANCAVELICA,2023,CAIDA DE PASAJERO,0
HUANCAVELICA,2023,INCENDIO,0
HUANCAVELICA,2023,DESPISTE,51
HUANCAVELICA,2023,CHOQUE Y ATROPELLO,1
HUANCAVELICA,2023,DESPISTE Y VOLCADURA,51
HUANCAVELICA,2023,COLISIÓN Y FUGA,1
HUANCAVELICA,2023,COLISIÓN,4
HUANCAVELICA,2023,OTRO,4
HUANCAVELICA,2024,ATROPELLO,26
HUANCAVELICA,2024,ATROPELLO Y FUGA,0
HUANCAVELICA,2024,CHOQUE,70
HUANCAVELICA,2024,CHOQUE Y FUGA,1
HUANCAVELICA,2024,VOLCADURA,15
HUANCAVELICA,2024,CAIDA DE PASAJERO,1
HUANCAVELICA,2024,INCENDIO,0
HUANCAVELICA,2024,DESPISTE,33
HUANCAVELICA,2024,CHOQUE Y ATROPELLO,1
HUANCAVELICA,2024,DESPISTE Y VOLCADURA,37
HUANCAVELICA,2024,COLISIÓN Y FUGA,2
HUANCAVELICA,2024,COLISIÓN,2
HUANCAVELICA,2024,OTRO,13
HUANUCO,2008,ATROPELLO,97
HUANUCO,2008,ATROPELLO Y FUGA,18
HUANUCO,2008,CHOQUE,231
HUANUCO,2008,CHOQUE Y FUGA,42
HUANUCO,2008,VOLCADURA,22
HUANUCO,2008,CAIDA DE PASAJERO,14
HUANUCO,2008,INCENDIO,2
HUANUCO,2008,OTRO,36
HUANUCO,2009,ATROPELLO,118
HUANUCO,2009,ATROPELLO Y FUGA,43
HUANUCO,2009,CHOQUE,377
HUANUCO,2009,CHOQUE Y FUGA,71
HUANUCO,2009,VOLCADURA,22
HUANUCO,2009,CAIDA DE PASAJERO,1
HUANUCO,2009,INCENDIO,1
HUANUCO,2009,OTRO,40
HUANUCO,2010,ATROPELLO,22
HUANUCO,2010,ATROPELLO Y FUGA,2
HUANUCO,2010,CHOQUE,431
HUANUCO,2010,CHOQUE Y FUGA,19
HUANUCO,2010,VOLCADURA,25
HUANUCO,2010,CAIDA DE PASAJERO,2
HUANUCO,2010,INCENDIO,0
HUANUCO,2010,DESPISTE,5
HUANUCO,2010,OTRO,2
HUANUCO,2011,ATROPELLO,54
HUANUCO,2011,ATROPELLO Y FUGA,15
HUANUCO,2011,CHOQUE,629
HUANUCO,2011,CHOQUE Y FUGA,18
HUANUCO,2011,VOLCADURA,41
HUANUCO,2011,CAIDA DE PASAJERO,4
HUANUCO,2011,INCENDIO,0
HUANUCO,2011,DESPISTE,16
HUANUCO,2011,OTRO,24
HUANUCO,2012,ATROPELLO,68
HUANUCO,2012,ATROPELLO Y FUGA,24
HUANUCO,2012,CHOQUE,823
HUANUCO,2012,CHOQUE Y FUGA,12
HUANUCO,2012,VOLCADURA,40
HUANUCO,2012,CAIDA DE PASAJERO,2
HUANUCO,2012,INCENDIO,2
HUANUCO,2012,DESPISTE,70
HUANUCO,2012,OTRO,29
HUANUCO,2013,ATROPELLO,113
HUANUCO,2013,ATROPELLO Y FUGA,13
HUANUCO,2013,CHOQUE,1045
HUANUCO,2013,CHOQUE Y FUGA,13
HUANUCO,2013,VOLCADURA,49
HUANUCO,2013,CAIDA DE PASAJERO,5
HUANUCO,2013,INCENDIO,0
HUANUCO,2013,DESPISTE,93
HUANUCO,2013,OTRO,317
HUANUCO,2014,ATROPELLO,146
HUANUCO,2014,ATROPELLO Y FUGA,14
HUANUCO,2014,CHOQUE,2451
HUANUCO,2014,CHOQUE Y FUGA,111
HUANUCO,2014,VOLCADURA,183
HUANUCO,2014,CAIDA DE PASAJERO,10
HUANUCO,2014,INCENDIO,0
HUANUCO,2014,DESPISTE,587
HUANUCO,2014,OTRO,781
HUANUCO,2015,ATROPELLO,76
HUANUCO,2015,ATROPELLO Y FUGA,17
HUANUCO,2015,CHOQUE,1930
HUANUCO,2015,CHOQUE Y FUGA,27
HUANUCO,2015,VOLCADURA,22
HUANUCO,2015,CAIDA DE PASAJERO,6
HUANUCO,2015,INCENDIO,1
HUANUCO,2015,DESPISTE,243
HUANUCO,2015,DESPISTE Y VOLCADURA,53
HUANUCO,2015,COLISION,176
HUANUCO,2015,CHOQUE Y ATROPELLO,3
HUANUCO,2015,OTRO,154
HUANUCO,2016,ATROPELLO,25
HUANUCO,2016,ATROPELLO Y FUGA,4
HUANUCO,2016,CHOQUE,1551
HUANUCO,2016,CHOQUE Y FUGA,3
HUANUCO,2016,VOLCADURA,5
HUANUCO,2016,CAIDA DE PASAJERO,18
HUANUCO,2016,INCENDIO,0
HUANUCO,2016,DESPISTE,208
HUANUCO,2016,CHOQUE Y ATROPELLO,0
HUANUCO,2016,DESPISTE Y VOLCADURA,15
HUANUCO,2016,COLISION,147
HUANUCO,2016,OTRO,91
HUANUCO,2017,ATROPELLO,134
HUANUCO,2017,ATROPELLO Y FUGA,6
HUANUCO,2017,CHOQUE,1140
HUANUCO,2017,CHOQUE Y FUGA,22
HUANUCO,2017,VOLCADURA,16
HUANUCO,2017,CAIDA DE PASAJERO,3
HUANUCO,2017,INCENDIO,0
HUANUCO,2017,DESPISTE,195
HUANUCO,2017,CHOQUE Y ATROPELLO,44
HUANUCO,2017,DESPISTE Y VOLCADURA,44
HUANUCO,2017,COLISIÓN,65
HUANUCO,2017,OTRO,55
HUANUCO,2018,ATROPELLO,168
HUANUCO,2018,ATROPELLO Y FUGA,15
HUANUCO,2018,CHOQUE,374
HUANUCO,2018,CHOQUE Y FUGA,19
HUANUCO,2018,VOLCADURA,13
HUANUCO,2018,CAIDA DE PASAJERO,14
HUANUCO,2018,INCENDIO,1
HUANUCO,2018,DESPISTE,102
HUANUCO,2018,CHOQUE Y ATROPELLO,25
HUANUCO,2018,DESPISTE Y VOLCADURA,39
HUANUCO,2018,COLISIÓN Y FUGA,0
HUANUCO,2018,COLISIÓN,1
HUANUCO,2018,OTRO,38
HUANUCO,2019,ATROPELLO,193
HUANUCO,2019,ATROPELLO Y FUGA,15
HUANUCO,2019,CHOQUE,497
HUANUCO,2019,CHOQUE Y FUGA,73
HUANUCO,2019,VOLCADURA,25
HUANUCO,2019,CAIDA DE PASAJERO,12
HUANUCO,2019,INCENDIO,0
HUANUCO,2019,DESPISTE,183
HUANUCO,2019,CHOQUE Y ATROPELLO,8
HUANUCO,2019,DESPISTE Y VOLCADURA,23
HUANUCO,2019,COLISIÓN Y FUGA,1
HUANUCO,2019,COLISIÓN,5
HUANUCO,2019,OTRO,27
HUANUCO,2020,ATROPELLO,121
HUANUCO,2020,ATROPELLO Y FUGA,13
HUANUCO,2020,CHOQUE,380
HUANUCO,2020,CHOQUE Y FUGA,41
HUANUCO,2020,VOLCADURA,32
HUANUCO,2020,CAIDA DE PASAJERO,6
HUANUCO,2020,INCENDIO,0
HUANUCO,2020,DESPISTE,156
HUANUCO,2020,CHOQUE Y ATROPELLO,3
HUANUCO,2020,DESPISTE Y VOLCADURA,32
HUANUCO,2020,COLISIÓN Y FUGA,1
HUANUCO,2020,COLISIÓN,2
HUANUCO,2020,OTRO,35
HUANUCO,2021,ATROPELLO,145
HUANUCO,2021,ATROPELLO Y FUGA,27
HUANUCO,2021,CHOQUE,524
HUANUCO,2021,CHOQUE Y FUGA,72
HUANUCO,2021,VOLCADURA,32
HUANUCO,2021,CAIDA DE PASAJERO,5
HUANUCO,2021,INCENDIO,1
HUANUCO,2021,DESPISTE,281
HUANUCO,2021,CHOQUE Y ATROPELLO,6
HUANUCO,2021,DESPISTE Y VOLCADURA,36
HUANUCO,2021,COLISIÓN Y FUGA,0
HUANUCO,2021,COLISIÓN,2
HUANUCO,2021,OTRO,68
HUANUCO,2022,ATROPELLO,177
HUANUCO,2022,ATROPELLO Y FUGA,29
HUANUCO,2022,CHOQUE,557
HUANUCO,2022,CHOQUE Y FUGA,42
HUANUCO,2022,VOLCADURA,29
HUANUCO,2022,CAIDA DE PASAJERO,10
HUANUCO,2022,INCENDIO,1
HUANUCO,2022,DESPISTE,263
