departamento,anio,tipo_vehiculo,vehiculos
CALLAO,2009,AUTO,1589
CALLAO,2009,CAMIONETA,924
CALLAO,2009,MICROBUS,251
CALLAO,2009,OMNIBUS,246
CALLAO,2009,CAMIÓN,186
CALLAO,2009,TRAYLER,205
CALLAO,2009,VOLQUETE,35
CALLAO,2009,BICICLETA,52
CALLAO,2009,FURGÓN,11
CALLAO,2009,TRICICLO,34
CALLAO,2009,MOTOKAR,300
CALLAO,2009,MOTO,218
CALLAO,2009,OTROS,170
CALLAO,2010,AUTO,1478
CALLAO,2010,CAMIONETA,908
CALLAO,2010,MICROBUS,193
CALLAO,2010,OMNIBUS,234
CALLAO,2010,CAMIÓN,144
CALLAO,2010,TRAYLER,188
CALLAO,2010,VOLQUETE,14
CALLAO,2010,BICICLETA,45
CALLAO,2010,FURGÓN,5
CALLAO,2010,TRICICLO,37
CALLAO,2010,MOTOKAR,283
CALLAO,2010,MOTO,267
CALLAO,2010,OTROS,146
CALLAO,2011,AUTO,1674
CALLAO,2011,CAMIONETA,873
CALLAO,2011,MICROBUS,129
CALLAO,2011,OMNIBUS,260
CALLAO,2011,CAMIÓN,177
CALLAO,2011,TRAYLER,138
CALLAO,2011,VOLQUETE,11
CALLAO,2011,BICICLETA,30
CALLAO,2011,FURGÓN,3
CALLAO,2011,TRICICLO,14
CALLAO,2011,MOTOKAR,300
CALLAO,2011,MOTO,277
CALLAO,2011,OTROS,124
CALLAO,2012,AUTO,1977
CALLAO,2012,CAMIONETA,930
CALLAO,2012,MICROBUS,160
CALLAO,2012,OMNIBUS,342
CALLAO,2012,CAMIÓN,193
CALLAO,2012,TRAYLER,284
CALLAO,2012,VOLQUETE,22
CALLAO,2012,BICICLETA,45
CALLAO,2012,FURGÓN,1
CALLAO,2012,TRICICLO,8
CALLAO,2012,MOTOKAR,295
CALLAO,2012,MOTO,314
CALLAO,2012,OTROS,176
CALLAO,2013,AUTO,2026
CALLAO,2013,CAMIONETA,882
CALLAO,2013,MICROBUS,154
CALLAO,2013,OMNIBUS,327
CALLAO,2013,CAMIÓN,184
CALLAO,2013,TRAYLER,346
CALLAO,2013,VOLQUETE,1
CALLAO,2013,BICICLETA,48
CALLAO,2013,FURGÓN,6
CALLAO,2013,TRICICLO,8
CALLAO,2013,MOTOKAR,343
CALLAO,2013,MOTO,223
CALLAO,2013,OTROS,188
CALLAO,2014,AUTO,1932
CALLAO,2014,CAMIONETA,734
CALLAO,2014,MICROBUS,320
CALLAO,2014,OMNIBUS,333
CALLAO,2014,CAMIÓN,216
CALLAO,2014,TRAYLER,235
CALLAO,2014,VOLQUETE,43
CALLAO,2014,BICICLETA,46
CALLAO,2014,FURGÓN,3
CALLAO,2014,TRICICLO,10
CALLAO,2014,MOTOKAR,295
CALLAO,2014,MOTO,268
CALLAO,2014,OTROS,177
CALLAO,2015,AUTOMOVIL,1961
CALLAO,2015,STATION WAGON,359
CALLAO,2015,CAMIONETA PICKUP,230
CALLAO,2015,CAMIONETA RURAL,401
CALLAO,2015,CAMIONETA PANEL,91
CALLAO,2015,OMNIBUS,362
CALLAO,2015,CAMION,210
CALLAO,2015,REMOLCADOR,260
CALLAO,2015,REMOLQUE Y SEMIREMOLQUE,173
CALLAO,2015,VEHÍCULO NO IDENTIFICADO,66
CALLAO,2015,MOTO,386
CALLAO,2015,MOTOKAR,299
CALLAO,2015,TRICICLO,15
CALLAO,2015,FURGONETA,12
CALLAO,2015,BICICLETA,56
CALLAO,2015,VEHÍCULO IDENTIFICADO,17
CALLAO,2015,OTRO,50
CALLAO,2016,AUTOMOVIL,1885
CALLAO,2016,STATION WAGON,328
CALLAO,2016,CAMIONETA PICKUP,192
CALLAO,2016,CAMIONETA RURAL,464
CALLAO,2016,CAMIONETA PANEL,113
CALLAO,2016,OMNIBUS,365
CALLAO,2016,CAMION,185
CALLAO,2016,REMOLCADOR,261
CALLAO,2016,REMOLQUE Y SEMIREMOLQUE,191
CALLAO,2016,VEHÍCULO NO IDENTIFICADO,47
CALLAO,2016,MOTO,324
CALLAO,2016,MOTOKAR,323
CALLAO,2016,TRICICLO,10
CALLAO,2016,FURGONETA,4
CALLAO,2016,BICICLETA,87
CALLAO,2016,VEHÍCULO IDENTIFICADO,45
CALLAO,2016,OTRO,80
CALLAO,2017,AUTOMOVIL,1916
CALLAO,2017,STATION WAGON,310
CALLAO,2017,CAMIONETA PICKUP,270
CALLAO,2017,CAMIONETA RURAL,359
CALLAO,2017,CAMIONETA PANEL,57
CALLAO,2017,OMNIBUS,249
CALLAO,2017,CAMION,162
CALLAO,2017,REMOLCADOR,136
CALLAO,2017,REMOLQUE Y SEMIREMOLQUE,170
CALLAO,2017,VEHÍCULO NO IDENTIFICADO,61
CALLAO,2017,MOTO,432
CALLAO,2017,MOTOKAR,212
CALLAO,2017,TRICICLO,7
CALLAO,2017,FURGONETA,3
CALLAO,2017,BICICLETA,14
CALLAO,2017,VEHÍCULO IDENTIFICADO,19
CALLAO,2017,OTRO,46
CALLAO,2018,AUTOMOVIL,1911
CALLAO,2018,STATION WAGON,244
CALLAO,2018,CAMIONETA PICKUP,162
CALLAO,2018,CAMIONETA RURAL,262
CALLAO,2018,CAMIONETA PANEL,44
CALLAO,2018,OMNIBUS,167
CALLAO,2018,CAMION,99
CALLAO,2018,REMOLCADOR,144
CALLAO,2018,REMOLQUE Y SEMIREMOLQUE,156
CALLAO,2018,VEHÍCULO NO IDENTIFICADO,78
CALLAO,2018,OTROS,113
CALLAO,2018,MOTO,456
CALLAO,2018,MOTOKAR,220
CALLAO,2018,TRICICLO,4
CALLAO,2018,FURGONETA,1
CALLAO,2018,BICICLETA,12
CALLAO,2018,VEHÍCULO IDENTIFICADO,9
CALLAO,2018,OTROS,207
CALLAO,2019,AUTOMOVIL,1622
CALLAO,2019,STATION WAGON,159
CALLAO,2019,CAMIONETA PICKUP,160
CALLAO,2019,CAMIONETA RURAL,149
CALLAO,2019,CAMIONETA PANEL,42
CALLAO,2019,OMNIBUS,175
CALLAO,2019,CAMION,83
CALLAO,2019,REMOLCADOR,101
CALLAO,2019,REMOLQUE Y SEMIREMOLQUE,111
CALLAO,2019,VEHÍCULO NO IDENTIFICADO,103
CALLAO,2019,OTROS,235
CALLAO,2019,MOTO,389
CALLAO,2019,MOTOKAR,247
CALLAO,2019,TRICICLO,4
CALLAO,2019,FURGONETA,1
CALLAO,2019,BICICLETA,11
CALLAO,2019,VEHÍCULO IDENTIFICADO,87
CALLAO,2019,OTROS,138
CALLAO,2020,AUTOMOVIL,1068
CALLAO,2020,STATION WAGON,77
CALLAO,2020,CAMIONETA PICKUP,86
CALLAO,2020,CAMIONETA RURAL,77
CALLAO,2020,CAMIONETA PANEL,23
CALLAO,2020,OMNIBUS,82
CALLAO,2020,CAMION,49
CALLAO,2020,REMOLCADOR,24
CALLAO,2020,REMOLQUE Y SEMIREMOLQUE,67
CALLAO,2020,VEHÍCULO NO IDENTIFICADO,31
CALLAO,2020,OTROS,145
CALLAO,2020,MOTO,268
CALLAO,2020,MOTOKAR,135
CALLAO,2020,TRICICLO,3
CALLAO,2020,FURGONETA,1
CALLAO,2020,BICICLETA,12
CALLAO,2020,VEHÍCULO IDENTIFICADO,36
CALLAO,2020,OTROS,210
CALLAO,2021,AUTOMOVIL,1446
CALLAO,2021,STATION WAGON,168
CALLAO,2021,CAMIONETA PICKUP,207
CALLAO,2021,CAMIONETA RURAL,115
CALLAO,2021,CAMIONETA PANEL,41
CALLAO,2021,OMNIBUS,111
CALLAO,2021,CAMION,110
CALLAO,2021,REMOLCADOR,61
CALLAO,2021,REMOLQUE Y SEMIREMOLQUE,56
CALLAO,2021,VEHÍCULO NO IDENTIFICADO,37
CALLAO,2021,OTROS,132
CALLAO,2021,MOTO,485
CALLAO,2021,MOTOKAR,135
CALLAO,2021,TRICICLO,4
CALLAO,2021,FURGONETA,0
CALLAO,2021,BICICLETA,15
CALLAO,2021,VEHÍCULO IDENTIFICADO,9
CALLAO,2021,OTROS,182
CALLAO,2022,AUTOMOVIL,1452
CALLAO,2022,STATION WAGON,150
CALLAO,2022,CAMIONETA PICKUP,187
CALLAO,2022,CAMIONETA RURAL,105
CALLAO,2022,CAMIONETA PANEL,60
CALLAO,2022,OMNIBUS,140
CALLAO,2022,CAMION,110
CALLAO,2022,REMOLCADOR,65
CALLAO,2022,REMOLQUE Y SEMIREMOLQUE,61
CALLAO,2022,VEHÍCULO NO IDENTIFICADO,55
CALLAO,2022,OTROS,170
CALLAO,2022,MOTO,486
CALLAO,2022,MOTOKAR,152
CALLAO,2022,TRICICLO,1
CALLAO,2022,FURGONETA,0
CALLAO,2022,BICICLETA,15
CALLAO,2022,VEHÍCULO IDENTIFICADO,5
CALLAO,2022,OTROS,46
CALLAO,2023,AUTOMOVIL,1321
CALLAO,2023,STATION WAGON,134
CALLAO,2023,CAMIONETA PICKUP,144
CALLAO,2023,CAMIONETA RURAL,101
CALLAO,2023,CAMIONETA PANEL,60
CALLAO,2023,OMNIBUS,101
CALLAO,2023,CAMION,111
CALLAO,2023,REMOLCADOR,15
CALLAO,2023,REMOLQUE Y SEMIREMOLQUE,21
CALLAO,2023,VEHÍCULO NO IDENTIFICADO,33
CALLAO,2023,OTROS,126
CALLAO,2023,MOTO,319
CALLAO,2023,MOTOKAR,142
CALLAO,2023,TRICICLO,2
CALLAO,2023,FURGONETA,0
CALLAO,2023,BICICLETA,11
CALLAO,2023,VEHÍCULO IDENTIFICADO,0
CALLAO,2023,OTROS,53
CALLAO,2024,AUTOMOVIL,1973
CALLAO,2024,STATION WAGON,182
CALLAO,2024,CAMIONETA PICKUP,143
CALLAO,2024,CAMIONETA RURAL,115
CALLAO,2024,CAMIONETA PANEL,92
CALLAO,2024,OMNIBUS,86
CALLAO,2024,CAMION,102
CALLAO,2024,REMOLCADOR,43
CALLAO,2024,REMOLQUE Y SEMIREMOLQUE,30
CALLAO,2024,VEHÍCULO NO IDENTIFICADO,38
CALLAO,2024,OTROS,143
CALLAO,2024,MOTO,295
CALLAO,2024,MOTOKAR,128
CALLAO,2024,TRICICLO,12
CALLAO,2024,FURGONETA,0
CALLAO,2024,BICICLETA,4
CALLAO,2024,VEHÍCULO IDENTIFICADO,10
CALLAO,2024,OTROS,84
CUSCO,2008,AUTO,1217
CUSCO,2008,CAMIONETA,605
CUSCO,2008,MICROBUS,100
CUSCO,2008,OMNIBUS,203
CUSCO,2008,CAMIÓN,283
CUSCO,2008,TRAYLER,47
CUSCO,2008,VOLQUETE,47
CUSCO,2008,BICICLETA,54
CUSCO,2008,FURGÓN,21
CUSCO,2008,TRICICLO,74
CUSCO,2008,MOTOKAR,205
CUSCO,2008,MOTO,168
CUSCO,2008,OTROS,338
CUSCO,2009,AUTO,644
CUSCO,2009,CAMIONETA,391
CUSCO,2009,MICROBUS,154
CUSCO,2009,OMNIBUS,221
CUSCO,2009,CAMIÓN,198
CUSCO,2009,TRAYLER,33
CUSCO,2009,VOLQUETE,17
CUSCO,2009,BICICLETA,46
CUSCO,2009,FURGÓN,29
CUSCO,2009,TRICICLO,19
CUSCO,2009,MOTOKAR,152
CUSCO,2009,MOTO,139
CUSCO,2009,OTROS,155
CUSCO,2010,AUTO,131
CUSCO,2010,CAMIONETA,120
CUSCO,2010,MICROBUS,17
CUSCO,2010,OMNIBUS,77
CUSCO,2010,CAMIÓN,56
CUSCO,2010,TRAYLER,3
CUSCO,2010,VOLQUETE,14
CUSCO,2010,BICICLETA,9
CUSCO,2010,FURGÓN,43
CUSCO,2010,TRICICLO,11
CUSCO,2010,MOTOKAR,13
CUSCO,2010,MOTO,34
CUSCO,2010,OTROS,22
CUSCO,2011,AUTO,131
CUSCO,2011,CAMIONETA,132
CUSCO,2011,MICROBUS,13
CUSCO,2011,OMNIBUS,42
CUSCO,2011,CAMIÓN,62
CUSCO,2011,TRAYLER,2
CUSCO,2011,VOLQUETE,9
CUSCO,2011,BICICLETA,1
CUSCO,2011,FURGÓN,1
CUSCO,2011,TRICICLO,0
CUSCO,2011,MOTOKAR,108
CUSCO,2011,MOTO,98
CUSCO,2011,OTROS,41
CUSCO,2012,AUTO,929
CUSCO,2012,CAMIONETA,351
CUSCO,2012,MICROBUS,144
CUSCO,2012,OMNIBUS,150
CUSCO,2012,CAMIÓN,100
CUSCO,2012,TRAYLER,13
CUSCO,2012,VOLQUETE,23
CUSCO,2012,BICICLETA,12
CUSCO,2012,FURGÓN,5
CUSCO,2012,TRICICLO,7
CUSCO,2012,MOTOKAR,198
CUSCO,2012,MOTO,234
CUSCO,2012,OTROS,60
CUSCO,2013,AUTO,2006
CUSCO,2013,CAMIONETA,993
CUSCO,2013,MICROBUS,323
CUSCO,2013,OMNIBUS,337
CUSCO,2013,CAMIÓN,277
CUSCO,2013,TRAYLER,24
CUSCO,2013,VOLQUETE,59
CUSCO,2013,BICICLETA,30
CUSCO,2013,FURGÓN,13
CUSCO,2013,TRICICLO,9
CUSCO,2013,MOTOKAR,269
CUSCO,2013,MOTO,456
CUSCO,2013,OTROS,300
CUSCO,2014,AUTO,2050
CUSCO,2014,CAMIONETA,1228
CUSCO,2014,MICROBUS,445
CUSCO,2014,OMNIBUS,492
CUSCO,2014,CAMIÓN,269
CUSCO,2014,TRAYLER,47
CUSCO,2014,VOLQUETE,35
CUSCO,2014,BICICLETA,22
CUSCO,2014,FURGÓN,55
CUSCO,2014,TRICICLO,7
CUSCO,2014,MOTOKAR,313
CUSCO,2014,MOTO,497
CUSCO,2014,OTROS,167
CUSCO,2015,AUTOMOVIL,2813
CUSCO,2015,STATION WAGON,710
CUSCO,2015,CAMIONETA PICKUP,727
CUSCO,2015,CAMIONETA RURAL,534
CUSCO,2015,CAMIONETA PANEL,41
CUSCO,2015,OMNIBUS,408
CUSCO,2015,CAMION,282
CUSCO,2015,REMOLCADOR,18
CUSCO,2015,REMOLQUE Y SEMIREMOLQUE,18
CUSCO,2015,VEHÍCULO NO IDENTIFICADO,125
CUSCO,2015,MOTO,546
CUSCO,2015,MOTOKAR,355
CUSCO,2015,TRICICLO,9
CUSCO,2015,FURGONETA,26
CUSCO,2015,BICICLETA,17
CUSCO,2015,VEHÍCULO IDENTIFICADO,8
CUSCO,2015,OTRO,22
CUSCO,2016,AUTOMOVIL,1843
CUSCO,2016,STATION WAGON,452
CUSCO,2016,CAMIONETA PICKUP,501
CUSCO,2016,CAMIONETA RURAL,314
CUSCO,2016,CAMIONETA PANEL,56
CUSCO,2016,OMNIBUS,330
CUSCO,2016,CAMION,243
CUSCO,2016,REMOLCADOR,16
CUSCO,2016,REMOLQUE Y SEMIREMOLQUE,19
CUSCO,2016,VEHÍCULO NO IDENTIFICADO,120
CUSCO,2016,MOTO,348
CUSCO,2016,MOTOKAR,185
CUSCO,2016,TRICICLO,11
CUSCO,2016,FURGONETA,1
CUSCO,2016,BICICLETA,19
CUSCO,2016,VEHÍCULO IDENTIFICADO,5
CUSCO,2016,OTRO,74
CUSCO,2017,AUTOMOVIL,1682
CUSCO,2017,STATION WAGON,334
CUSCO,2017,CAMIONETA PICKUP,383
CUSCO,2017,CAMIONETA RURAL,286
CUSCO,2017,CAMIONETA PANEL,40
CUSCO,2017,OMNIBUS,330
CUSCO,2017,CAMION,222
CUSCO,2017,REMOLCADOR,23
CUSCO,2017,REMOLQUE Y SEMIREMOLQUE,43
CUSCO,2017,VEHÍCULO NO IDENTIFICADO,112
CUSCO,2017,MOTO,413
CUSCO,2017,MOTOKAR,191
CUSCO,2017,TRICICLO,5
CUSCO,2017,FURGONETA,8
CUSCO,2017,BICICLETA,13
CUSCO,2017,VEHÍCULO IDENTIFICADO,3
CUSCO,2017,OTRO,85
CUSCO,2018,AUTOMOVIL,2228
CUSCO,2018,STATION WAGON,398
CUSCO,2018,CAMIONETA PICKUP,478
CUSCO,2018,CAMIONETA RURAL,246
CUSCO,2018,CAMIONETA PANEL,77
CUSCO,2018,OMNIBUS,426
CUSCO,2018,CAMION,298
CUSCO,2018,REMOLCADOR,34
CUSCO,2018,REMOLQUE Y SEMIREMOLQUE,40
CUSCO,2018,VEHÍCULO NO IDENTIFICADO,99
CUSCO,2018,OTROS,114
CUSCO,2018,MOTO,478
CUSCO,2018,MOTOKAR,236
CUSCO,2018,TRICICLO,5
CUSCO,2018,FURGONETA,0
CUSCO,2018,BICICLETA,6
CUSCO,2018,VEHÍCULO IDENTIFICADO,9
CUSCO,2018,OTROS,84
CUSCO,2019,AUTOMOVIL,2356
CUSCO,2019,STATION WAGON,187
CUSCO,2019,CAMIONETA PICKUP,403
CUSCO,2019,CAMIONETA RURAL,288
CUSCO,2019,CAMIONETA PANEL,114
CUSCO,2019,OMNIBUS,575
CUSCO,2019,CAMION,258
CUSCO,2019,REMOLCADOR,29
CUSCO,2019,REMOLQUE Y SEMIREMOLQUE,40
CUSCO,2019,VEHÍCULO NO IDENTIFICADO,70
CUSCO,2019,OTROS,161
CUSCO,2019,MOTO,654
CUSCO,2019,MOTOKAR,228
CUSCO,2019,TRICICLO,2
CUSCO,2019,FURGONETA,13
CUSCO,2019,BICICLETA,12
CUSCO,2019,VEHÍCULO IDENTIFICADO,1
CUSCO,2019,OTROS,82
CUSCO,2020,AUTOMOVIL,1461
CUSCO,2020,STATION WAGON,127
CUSCO,2020,CAMIONETA PICKUP,301
CUSCO,2020,CAMIONETA RURAL,113
CUSCO,2020,CAMIONETA PANEL,43
CUSCO,2020,OMNIBUS,198
CUSCO,2020,CAMION,161
CUSCO,2020,REMOLCADOR,26
CUSCO,2020,REMOLQUE Y SEMIREMOLQUE,17
CUSCO,2020,VEHÍCULO NO IDENTIFICADO,29
CUSCO,2020,OTROS,58
CUSCO,2020,MOTO,406
CUSCO,2020,MOTOKAR,136
CUSCO,2020,TRICICLO,6
CUSCO,2020,FURGONETA,0
CUSCO,2020,BICICLETA,37
CUSCO,2020,VEHÍCULO IDENTIFICADO,0
CUSCO,2020,OTROS,23
CUSCO,2021,AUTOMOVIL,1848
CUSCO,2021,STATION WAGON,113
CUSCO,2021,CAMIONETA PICKUP,382
CUSCO,2021,CAMIONETA RURAL,170
CUSCO,2021,CAMIONETA PANEL,23
CUSCO,2021,OMNIBUS,226
CUSCO,2021,CAMION,227
CUSCO,2021,REMOLCADOR,52
CUSCO,2021,REMOLQUE Y SEMIREMOLQUE,35
CUSCO,2021,VEHÍCULO NO IDENTIFICADO,30
CUSCO,2021,OTROS,93
CUSCO,2021,MOTO,747
CUSCO,2021,MOTOKAR,106
CUSCO,2021,TRICICLO,65
CUSCO,2021,FURGONETA,3
CUSCO,2021,BICICLETA,35
CUSCO,2021,VEHÍCULO IDENTIFICADO,10
CUSCO,2021,OTROS,24
CUSCO,2022,AUTOMOVIL,2194
CUSCO,2022,STATION WAGON,117
CUSCO,2022,CAMIONETA PICKUP,383
CUSCO,2022,CAMIONETA RURAL,175
CUSCO,2022,CAMIONETA PANEL,54
CUSCO,2022,OMNIBUS,304
CUSCO,2022,CAMION,237
CUSCO,2022,REMOLCADOR,48
CUSCO,2022,REMOLQUE Y SEMIREMOLQUE,43
CUSCO,2022,VEHÍCULO NO IDENTIFICADO,31
CUSCO,2022,OTROS,173
CUSCO,2022,MOTO,697
CUSCO,2022,MOTOKAR,136
CUSCO,2022,TRICICLO,54
CUSCO,2022,FURGONETA,1
CUSCO,2022,BICICLETA,20
CUSCO,2022,VEHÍCULO IDENTIFICADO,2
CUSCO,2022,OTROS,46
CUSCO,2023,AUTOMOVIL,2085
CUSCO,2023,STATION WAGON,71
CUSCO,2023,CAMIONETA PICKUP,246
CUSCO,2023,CAMIONETA RURAL,202
CUSCO,2023,CAMIONETA PANEL,79
CUSCO,2023,OMNIBUS,315
CUSCO,2023,CAMION,184
CUSCO,2023,REMOLCADOR,21
CUSCO,2023,REMOLQUE Y SEMIREMOLQUE,17
CUSCO,2023,VEHÍCULO NO IDENTIFICADO,41
CUSCO,2023,OTROS,98
CUSCO,2023,MOTO,650
CUSCO,2023,MOTOKAR,119
CUSCO,2023,TRICICLO,3
CUSCO,2023,FURGONETA,0
CUSCO,2023,BICICLETA,25
CUSCO,2023,VEHÍCULO IDENTIFICADO,3
CUSCO,2023,OTROS,36
CUSCO,2024,AUTOMOVIL,2111
CUSCO,2024,STATION WAGON,182
CUSCO,2024,CAMIONETA PICKUP,362
CUSCO,2024,CAMIONETA RURAL,260
CUSCO,2024,CAMIONETA PANEL,77
CUSCO,2024,OMNIBUS,355
CUSCO,2024,CAMION,183
CUSCO,2024,REMOLCADOR,17
CUSCO,2024,REMOLQUE Y SEMIREMOLQUE,8
CUSCO,2024,VEHÍCULO NO IDENTIFICADO,36
CUSCO,2024,OTROS,144
CUSCO,2024,MOTO,624
CUSCO,2024,MOTOKAR,184
CUSCO,2024,TRICICLO,3
CUSCO,2024,FURGONETA,0
CUSCO,2024,BICICLETA,6
CUSCO,2024,VEHÍCULO IDENTIFICADO,0
CUSCO,2024,OTROS,17
HUANCAVELICA,2008,AUTO,16
HUANCAVELICA,2008,CAMIONETA,17
HUANCAVELICA,2008,MICROBUS,0
HUANCAVELICA,2008,OMNIBUS,1
HUANCAVELICA,2008,CAMIÓN,12
HUANCAVELICA,2008,TRAYLER,1
HUANCAVELICA,2008,VOLQUETE,0
HUANCAVELICA,2008,BICICLETA,0
HUANCAVELICA,2008,FURGÓN,0
HUANCAVELICA,2008,TRICICLO,0
HUANCAVELICA,2008,MOTOKAR,0
HUANCAVELICA,2008,MOTO,1
HUANCAVELICA,2008,OTROS,1
HUANCAVELICA,2009,AUTO,23
HUANCAVELICA,2009,CAMIONETA,22
HUANCAVELICA,2009,MICROBUS,0
HUANCAVELICA,2009,OMNIBUS,6
HUANCAVELICA,2009,CAMIÓN,4
HUANCAVELICA,2009,TRAYLER,0
HUANCAVELICA,2009,VOLQUETE,0
HUANCAVELICA,2009,BICICLETA,1
HUANCAVELICA,2009,FURGÓN,0
HUANCAVELICA,2009,TRICICLO,0
HUANCAVELICA,2009,MOTOKAR,1
HUANCAVELICA,2009,MOTO,2
HUANCAVELICA,2009,OTROS,3
HUANCAVELICA,2010,AUTO,48
HUANCAVELICA,2010,CAMIONETA,22
HUANCAVELICA,2010,MICROBUS,0
HUANCAVELICA,2010,OMNIBUS,8
HUANCAVELICA,2010,CAMIÓN,3
HUANCAVELICA,2010,TRAYLER,0
HUANCAVELICA,2010,VOLQUETE,6
HUANCAVELICA,2010,BICICLETA,0
HUANCAVELICA,2010,FURGÓN,0
HUANCAVELICA,2010,TRICICLO,0
HUANCAVELICA,2010,MOTOKAR,1
HUANCAVELICA,2010,MOTO,0
HUANCAVELICA,2010,OTROS,1
HUANCAVELICA,2011,AUTO,20
HUANCAVELICA,2011,CAMIONETA,13
HUANCAVELICA,2011,MICROBUS,1
HUANCAVELICA,2011,OMNIBUS,3
HUANCAVELICA,2011,CAMIÓN,6
HUANCAVELICA,2011,TRAYLER,0
HUANCAVELICA,2011,VOLQUETE,0
HUANCAVELICA,2011,BICICLETA,0
HUANCAVELICA,2011,FURGÓN,0
HUANCAVELICA,2011,TRICICLO,0
HUANCAVELICA,2011,MOTOKAR,8
HUANCAVELICA,2011,MOTO,4
HUANCAVELICA,2011,OTROS,0
HUANCAVELICA,2012,AUTO,101
HUANCAVELICA,2012,CAMIONETA,29
HUANCAVELICA,2012,MICROBUS,3
HUANCAVELICA,2012,OMNIBUS,16
HUANCAVELICA,2012,CAMIÓN,8
HUANCAVELICA,2012,TRAYLER,3
HUANCAVELICA,2012,VOLQUETE,1
HUANCAVELICA,2012,BICICLETA,2
HUANCAVELICA,2012,FURGÓN,0
HUANCAVELICA,2012,TRICICLO,0
HUANCAVELICA,2012,MOTOKAR,0
HUANCAVELICA,2012,MOTO,19
HUANCAVELICA,2012,OTROS,11
HUANCAVELICA,2013,AUTO,46
HUANCAVELICA,2013,CAMIONETA,29
HUANCAVELICA,2013,MICROBUS,2
HUANCAVELICA,2013,OMNIBUS,3
HUANCAVELICA,2013,CAMIÓN,4
HUANCAVELICA,2013,TRAYLER,3
HUANCAVELICA,2013,VOLQUETE,3
HUANCAVELICA,2013,BICICLETA,0
HUANCAVELICA,2013,FURGÓN,2
HUANCAVELICA,2013,TRICICLO,0
HUANCAVELICA,2013,MOTOKAR,1
HUANCAVELICA,2013,MOTO,9
HUANCAVELICA,2013,OTROS,3
HUANCAVELICA,2014,AUTO,94
HUANCAVELICA,2014,CAMIONETA,49
HUANCAVELICA,2014,MICROBUS,10
HUANCAVELICA,2014,OMNIBUS,16
HUANCAVELICA,2014,CAMIÓN,10
HUANCAVELICA,2014,TRAYLER,1
HUANCAVELICA,2014,VOLQUETE,3
HUANCAVELICA,2014,BICICLETA,1
HUANCAVELICA,2014,FURGÓN,0
HUANCAVELICA,2014,TRICICLO,0
HUANCAVELICA,2014,MOTOKAR,5
HUANCAVELICA,2014,MOTO,17
HUANCAVELICA,2014,OTROS,33
HUANCAVELICA,2015,AUTOMOVIL,112
HUANCAVELICA,2015,STATION WAGON,20
HUANCAVELICA,2015,CAMIONETA PICKUP,62
HUANCAVELICA,2015,CAMIONETA RURAL,30
HUANCAVELICA,2015,CAMIONETA PANEL,2
HUANCAVELICA,2015,OMNIBUS,11
HUANCAVELICA,2015,CAMION,18
HUANCAVELICA,2015,REMOLCADOR,4
HUANCAVELICA,2015,REMOLQUE Y SEMIREMOLQUE,3
HUANCAVELICA,2015,VEHÍCULO NO IDENTIFICADO,2
HUANCAVELICA,2015,MOTO,19
HUANCAVELICA,2015,MOTOKAR,4
HUANCAVELICA,2015,TRICICLO,1
HUANCAVELICA,2015,FURGONETA,0
HUANCAVELICA,2015,BICICLETA,1
HUANCAVELICA,2015,VEHÍCULO IDENTIFICADO,0
HUANCAVELICA,2015,OTRO,3
HUANCAVELICA,2016,AUTOMOVIL,145
HUANCAVELICA,2016,STATION WAGON,15
HUANCAVELICA,2016,CAMIONETA PICKUP,46
HUANCAVELICA,2016,CAMIONETA RURAL,20
HUANCAVELICA,2016,CAMIONETA PANEL,3
HUANCAVELICA,2016,OMNIBUS,6
HUANCAVELICA,2016,CAMION,21
HUANCAVELICA,2016,REMOLCADOR,5
HUANCAVELICA,2016,REMOLQUE Y SEMIREMOLQUE,0
HUANCAVELICA,2016,VEHÍCULO NO IDENTIFICADO,7
HUANCAVELICA,2016,MOTO,41
HUANCAVELICA,2016,MOTOKAR,17
HUANCAVELICA,2016,TRICICLO,1
HUANCAVELICA,2016,FURGONETA,0
HUANCAVELICA,2016,BICICLETA,2
HUANCAVELICA,2016,VEHÍCULO IDENTIFICADO,0
HUANCAVELICA,2016,OTRO,18
HUANCAVELICA,2017,AUTOMOVIL,105
HUANCAVELICA,2017,STATION WAGON,26
HUANCAVELICA,2017,CAMIONETA PICKUP,23
HUANCAVELICA,2017,CAMIONETA RURAL,21
HUANCAVELICA,2017,CAMIONETA PANEL,1
HUANCAVELICA,2017,OMNIBUS,6
HUANCAVELICA,2017,CAMION,9
HUANCAVELICA,2017,REMOLCADOR,1
HUANCAVELICA,2017,REMOLQUE Y SEMIREMOLQUE,8
HUANCAVELICA,2017,VEHÍCULO NO IDENTIFICADO,8
HUANCAVELICA,2017,MOTO,21
HUANCAVELICA,2017,MOTOKAR,12
HUANCAVELICA,2017,TRICICLO,0
HUANCAVELICA,2017,FURGONETA,0
HUANCAVELICA,2017,BICICLETA,0
HUANCAVELICA,2017,VEHÍCULO IDENTIFICADO,0
HUANCAVELICA,2017,OTRO,11
HUANCAVELICA,2018,AUTOMOVIL,137
HUANCAVELICA,2018,STATION WAGON,11
HUANCAVELICA,2018,CAMIONETA PICKUP,32
HUANCAVELICA,2018,CAMIONETA RURAL,13
HUANCAVELICA,2018,CAMIONETA PANEL,2
HUANCAVELICA,2018,OMNIBUS,13
