departamento,anio,tipo_vehiculo,vehiculos
AMAZONAS,2008,AUTO,88
AMAZONAS,2008,CAMIONETA,54
AMAZONAS,2008,MICROBUS,11
AMAZONAS,2008,OMNIBUS,23
AMAZONAS,2008,CAMIÓN,33
AMAZONAS,2008,TRAYLER,12
AMAZONAS,2008,VOLQUETE,17
AMAZONAS,2008,BICICLETA,1
AMAZONAS,2008,FURGÓN,0
AMAZONAS,2008,TRICICLO,15
AMAZONAS,2008,MOTOKAR,32
AMAZONAS,2008,MOTO,41
AMAZONAS,2008,OTROS,1
AMAZONAS,2009,AUTO,73
AMAZONAS,2009,CAMIONETA,32
AMAZONAS,2009,MICROBUS,0
AMAZONAS,2009,OMNIBUS,19
AMAZONAS,2009,CAMIÓN,49
AMAZONAS,2009,TRAYLER,4
AMAZONAS,2009,VOLQUETE,8
AMAZONAS,2009,BICICLETA,0
AMAZONAS,2009,FURGÓN,0
AMAZONAS,2009,TRICICLO,11
AMAZONAS,2009,MOTOKAR,37
AMAZONAS,2009,MOTO,20
AMAZONAS,2009,OTROS,0
AMAZONAS,2010,AUTO,23
AMAZONAS,2010,CAMIONETA,35
AMAZONAS,2010,MICROBUS,0
AMAZONAS,2010,OMNIBUS,5
AMAZONAS,2010,CAMIÓN,15
AMAZONAS,2010,TRAYLER,0
AMAZONAS,2010,VOLQUETE,5
AMAZONAS,2010,BICICLETA,0
AMAZONAS,2010,FURGÓN,0
AMAZONAS,2010,TRICICLO,0
AMAZONAS,2010,MOTOKAR,7
AMAZONAS,2010,MOTO,21
AMAZONAS,2010,OTROS,2
AMAZONAS,2011,AUTO,88
AMAZONAS,2011,CAMIONETA,73
AMAZONAS,2011,MICROBUS,0
AMAZONAS,2011,OMNIBUS,3
AMAZONAS,2011,CAMIÓN,49
AMAZONAS,2011,TRAYLER,4
AMAZONAS,2011,VOLQUETE,6
AMAZONAS,2011,BICICLETA,0
AMAZONAS,2011,FURGÓN,3
AMAZONAS,2011,TRICICLO,0
AMAZONAS,2011,MOTOKAR,40
AMAZONAS,2011,MOTO,45
AMAZONAS,2011,OTROS,2
AMAZONAS,2012,AUTO,136
AMAZONAS,2012,CAMIONETA,93
AMAZONAS,2012,MICROBUS,4
AMAZONAS,2012,OMNIBUS,9
AMAZONAS,2012,CAMIÓN,32
AMAZONAS,2012,TRAYLER,2
AMAZONAS,2012,VOLQUETE,5
AMAZONAS,2012,BICICLETA,11
AMAZONAS,2012,FURGÓN,7
AMAZONAS,2012,TRICICLO,1
AMAZONAS,2012,MOTOKAR,112
AMAZONAS,2012,MOTO,128
AMAZONAS,2012,OTROS,22
AMAZONAS,2013,AUTO,157
AMAZONAS,2013,CAMIONETA,116
AMAZONAS,2013,MICROBUS,6
AMAZONAS,2013,OMNIBUS,12
AMAZONAS,2013,CAMIÓN,31
AMAZONAS,2013,TRAYLER,19
AMAZONAS,2013,VOLQUETE,16
AMAZONAS,2013,BICICLETA,5
AMAZONAS,2013,FURGÓN,0
AMAZONAS,2013,TRICICLO,0
AMAZONAS,2013,MOTOKAR,134
AMAZONAS,2013,MOTO,166
AMAZONAS,2013,OTROS,42
AMAZONAS,2014,AUTO,145
AMAZONAS,2014,CAMIONETA,55
AMAZONAS,2014,MICROBUS,31
AMAZONAS,2014,OMNIBUS,18
AMAZONAS,2014,CAMIÓN,52
AMAZONAS,2014,TRAYLER,9
AMAZONAS,2014,VOLQUETE,1
AMAZONAS,2014,BICICLETA,0
AMAZONAS,2014,FURGÓN,0
AMAZONAS,2014,TRICICLO,0
AMAZONAS,2014,MOTOKAR,99
AMAZONAS,2014,MOTO,187
AMAZONAS,2014,OTROS,21
AMAZONAS,2015,AUTOMOVIL,96
AMAZONAS,2015,STATION WAGON,36
AMAZONAS,2015,CAMIONETA PICKUP,55
AMAZONAS,2015,CAMIONETA RURAL,21
AMAZONAS,2015,CAMIONETA PANEL,3
AMAZONAS,2015,OMNIBUS,10
AMAZONAS,2015,CAMION,43
AMAZONAS,2015,REMOLCADOR,5
AMAZONAS,2015,REMOLQUE Y SEMIREMOLQUE,3
AMAZONAS,2015,VEHÍCULO NO IDENTIFICADO,2
AMAZONAS,2015,MOTO,160
AMAZONAS,2015,MOTOKAR,88
AMAZONAS,2015,TRICICLO,0
AMAZONAS,2015,FURGONETA,1
AMAZONAS,2015,BICICLETA,2
AMAZONAS,2015,VEHÍCULO IDENTIFICADO,0
AMAZONAS,2015,OTRO,6
AMAZONAS,2016,AUTOMOVIL,94
AMAZONAS,2016,STATION WAGON,30
AMAZONAS,2016,CAMIONETA PICKUP,91
AMAZONAS,2016,CAMIONETA RURAL,47
AMAZONAS,2016,CAMIONETA PANEL,10
AMAZONAS,2016,OMNIBUS,12
AMAZONAS,2016,CAMION,44
AMAZONAS,2016,REMOLCADOR,14
AMAZONAS,2016,REMOLQUE Y SEMIREMOLQUE,13
AMAZONAS,2016,VEHÍCULO NO IDENTIFICADO,2
AMAZONAS,2016,MOTO,333
AMAZONAS,2016,MOTOKAR,205
AMAZONAS,2016,TRICICLO,1
AMAZONAS,2016,FURGONETA,2
AMAZONAS,2016,BICICLETA,1
AMAZONAS,2016,VEHÍCULO IDENTIFICADO,4
AMAZONAS,2016,OTRO,3
AMAZONAS,2017,AUTOMOVIL,72
AMAZONAS,2017,STATION WAGON,13
AMAZONAS,2017,CAMIONETA PICKUP,57
AMAZONAS,2017,CAMIONETA RURAL,23
AMAZONAS,2017,CAMIONETA PANEL,5
AMAZONAS,2017,OMNIBUS,10
AMAZONAS,2017,CAMION,36
AMAZONAS,2017,REMOLCADOR,11
AMAZONAS,2017,REMOLQUE Y SEMIREMOLQUE,3
AMAZONAS,2017,VEHÍCULO NO IDENTIFICADO,6
AMAZONAS,2017,MOTO,186
AMAZONAS,2017,MOTOKAR,193
AMAZONAS,2017,TRICICLO,0
AMAZONAS,2017,FURGONETA,0
AMAZONAS,2017,BICICLETA,0
AMAZONAS,2017,VEHÍCULO IDENTIFICADO,1
AMAZONAS,2017,OTRO,2
AMAZONAS,2018,AUTOMOVIL,55
AMAZONAS,2018,STATION WAGON,9
AMAZONAS,2018,CAMIONETA PICKUP,33
AMAZONAS,2018,CAMIONETA RURAL,43
AMAZONAS,2018,CAMIONETA PANEL,4
AMAZONAS,2018,OMNIBUS,6
AMAZONAS,2018,CAMION,27
AMAZONAS,2018,REMOLCADOR,4
AMAZONAS,2018,REMOLQUE Y SEMIREMOLQUE,17
AMAZONAS,2018,VEHÍCULO NO IDENTIFICADO,1
AMAZONAS,2018,OTROS,5
AMAZONAS,2018,MOTO,127
AMAZONAS,2018,MOTOKAR,167
AMAZONAS,2018,TRICICLO,0
AMAZONAS,2018,FURGONETA,1
AMAZONAS,2018,BICICLETA,2
AMAZONAS,2018,VEHÍCULO IDENTIFICADO,0
AMAZONAS,2018,OTROS,6
AMAZONAS,2019,AUTOMOVIL,120
AMAZONAS,2019,STATION WAGON,21
AMAZONAS,2019,CAMIONETA PICKUP,57
AMAZONAS,2019,CAMIONETA RURAL,35
AMAZONAS,2019,CAMIONETA PANEL,8
AMAZONAS,2019,OMNIBUS,6
AMAZONAS,2019,CAMION,37
AMAZONAS,2019,REMOLCADOR,12
AMAZONAS,2019,REMOLQUE Y SEMIREMOLQUE,2
AMAZONAS,2019,VEHÍCULO NO IDENTIFICADO,3
AMAZONAS,2019,OTROS,14
AMAZONAS,2019,MOTO,177
AMAZONAS,2019,MOTOKAR,226
AMAZONAS,2019,TRICICLO,1
AMAZONAS,2019,FURGONETA,1
AMAZONAS,2019,BICICLETA,0
AMAZONAS,2019,VEHÍCULO IDENTIFICADO,2
AMAZONAS,2019,OTROS,3
AMAZONAS,2020,AUTOMOVIL,68
AMAZONAS,2020,STATION WAGON,13
AMAZONAS,2020,CAMIONETA PICKUP,43
AMAZONAS,2020,CAMIONETA RURAL,28
AMAZONAS,2020,CAMIONETA PANEL,5
AMAZONAS,2020,OMNIBUS,4
AMAZONAS,2020,CAMION,27
AMAZONAS,2020,REMOLCADOR,6
AMAZONAS,2020,REMOLQUE Y SEMIREMOLQUE,8
AMAZONAS,2020,VEHÍCULO NO IDENTIFICADO,0
AMAZONAS,2020,OTROS,13
AMAZONAS,2020,MOTO,206
AMAZONAS,2020,MOTOKAR,129
AMAZONAS,2020,TRICICLO,0
AMAZONAS,2020,FURGONETA,2
AMAZONAS,2020,BICICLETA,1
AMAZONAS,2020,VEHÍCULO IDENTIFICADO,0
AMAZONAS,2020,OTROS,2
AMAZONAS,2021,AUTOMOVIL,81
AMAZONAS,2021,STATION WAGON,17
AMAZONAS,2021,CAMIONETA PICKUP,46
AMAZONAS,2021,CAMIONETA RURAL,23
AMAZONAS,2021,CAMIONETA PANEL,0
AMAZONAS,2021,OMNIBUS,1
AMAZONAS,2021,CAMION,44
AMAZONAS,2021,REMOLCADOR,4
AMAZONAS,2021,REMOLQUE Y SEMIREMOLQUE,10
AMAZONAS,2021,VEHÍCULO NO IDENTIFICADO,4
AMAZONAS,2021,OTROS,33
AMAZONAS,2021,MOTO,256
AMAZONAS,2021,MOTOKAR,184
AMAZONAS,2021,TRICICLO,0
AMAZONAS,2021,FURGONETA,3
AMAZONAS,2021,BICICLETA,1
AMAZONAS,2021,VEHÍCULO IDENTIFICADO,2
AMAZONAS,2021,OTROS,5
AMAZONAS,2022,AUTOMOVIL,149
AMAZONAS,2022,STATION WAGON,12
AMAZONAS,2022,CAMIONETA PICKUP,50
AMAZONAS,2022,CAMIONETA RURAL,31
AMAZONAS,2022,CAMIONETA PANEL,3
AMAZONAS,2022,OMNIBUS,5
AMAZONAS,2022,CAMION,36
AMAZONAS,2022,REMOLCADOR,4
AMAZONAS,2022,REMOLQUE Y SEMIREMOLQUE,11
AMAZONAS,2022,VEHÍCULO NO IDENTIFICADO,1
AMAZONAS,2022,OTROS,35
AMAZONAS,2022,MOTO,253
AMAZONAS,2022,MOTOKAR,171
AMAZONAS,2022,TRICICLO,0
AMAZONAS,2022,FURGONETA,0
AMAZONAS,2022,BICICLETA,0
AMAZONAS,2022,VEHÍCULO IDENTIFICADO,1
AMAZONAS,2022,OTROS,2
AMAZONAS,2023,AUTOMOVIL,99
AMAZONAS,2023,STATION WAGON,7
AMAZONAS,2023,CAMIONETA PICKUP,57
AMAZONAS,2023,CAMIONETA RURAL,35
AMAZONAS,2023,CAMIONETA PANEL,5
AMAZONAS,2023,OMNIBUS,4
AMAZONAS,2023,CAMION,24
AMAZONAS,2023,REMOLCADOR,6
AMAZONAS,2023,REMOLQUE Y SEMIREMOLQUE,7
AMAZONAS,2023,VEHÍCULO NO IDENTIFICADO,1
AMAZONAS,2023,OTROS,18
AMAZONAS,2023,MOTO,304
AMAZONAS,2023,MOTOKAR,197
AMAZONAS,2023,TRICICLO,0
AMAZONAS,2023,FURGONETA,3
AMAZONAS,2023,BICICLETA,1
AMAZONAS,2023,VEHÍCULO IDENTIFICADO,3
AMAZONAS,2023,OTROS,4
AMAZONAS,2024,AUTOMOVIL,82
AMAZONAS,2024,STATION WAGON,10
AMAZONAS,2024,CAMIONETA PICKUP,60
AMAZONAS,2024,CAMIONETA RURAL,52
AMAZONAS,2024,CAMIONETA PANEL,2
AMAZONAS,2024,OMNIBUS,12
AMAZONAS,2024,CAMION,35
AMAZONAS,2024,REMOLCADOR,6
AMAZONAS,2024,REMOLQUE Y SEMIREMOLQUE,9
AMAZONAS,2024,VEHÍCULO NO IDENTIFICADO,2
AMAZONAS,2024,OTROS,25
AMAZONAS,2024,MOTO,235
AMAZONAS,2024,MOTOKAR,155
AMAZONAS,2024,TRICICLO,0
AMAZONAS,2024,FURGONETA,3
AMAZONAS,2024,BICICLETA,0
AMAZONAS,2024,VEHÍCULO IDENTIFICADO,2
AMAZONAS,2024,OTROS,7
ANCASH,2008,AUTO,636
ANCASH,2008,CAMIONETA,529
ANCASH,2008,MICROBUS,51
ANCASH,2008,OMNIBUS,117
ANCASH,2008,CAMIÓN,114
ANCASH,2008,TRAYLER,62
ANCASH,2008,VOLQUETE,55
ANCASH,2008,BICICLETA,69
ANCASH,2008,FURGÓN,120
ANCASH,2008,TRICICLO,52
ANCASH,2008,MOTOKAR,98
ANCASH,2008,MOTO,47
ANCASH,2008,OTROS,246
ANCASH,2009,AUTO,1257
ANCASH,2009,CAMIONETA,846
ANCASH,2009,MICROBUS,63
ANCASH,2009,OMNIBUS,134
ANCASH,2009,CAMIÓN,118
ANCASH,2009,TRAYLER,66
ANCASH,2009,VOLQUETE,46
ANCASH,2009,BICICLETA,56
ANCASH,2009,FURGÓN,131
ANCASH,2009,TRICICLO,54
ANCASH,2009,MOTOKAR,180
ANCASH,2009,MOTO,107
ANCASH,2009,OTROS,142
ANCASH,2010,AUTO,1148
ANCASH,2010,CAMIONETA,570
ANCASH,2010,MICROBUS,36
ANCASH,2010,OMNIBUS,104
ANCASH,2010,CAMIÓN,150
ANCASH,2010,TRAYLER,64
ANCASH,2010,VOLQUETE,21
ANCASH,2010,BICICLETA,30
ANCASH,2010,FURGÓN,10
ANCASH,2010,TRICICLO,20
ANCASH,2010,MOTOKAR,288
ANCASH,2010,MOTO,119
ANCASH,2010,OTROS,105
ANCASH,2011,AUTO,1309
ANCASH,2011,CAMIONETA,677
ANCASH,2011,MICROBUS,39
ANCASH,2011,OMNIBUS,135
ANCASH,2011,CAMIÓN,163
ANCASH,2011,TRAYLER,80
ANCASH,2011,VOLQUETE,52
ANCASH,2011,BICICLETA,46
ANCASH,2011,FURGÓN,20
ANCASH,2011,TRICICLO,13
ANCASH,2011,MOTOKAR,317
ANCASH,2011,MOTO,144
ANCASH,2011,OTROS,190
ANCASH,2012,AUTO,1366
ANCASH,2012,CAMIONETA,684
ANCASH,2012,MICROBUS,53
ANCASH,2012,OMNIBUS,161
ANCASH,2012,CAMIÓN,202
ANCASH,2012,TRAYLER,95
ANCASH,2012,VOLQUETE,37
ANCASH,2012,BICICLETA,36
ANCASH,2012,FURGÓN,64
ANCASH,2012,TRICICLO,17
ANCASH,2012,MOTOKAR,350
ANCASH,2012,MOTO,157
ANCASH,2012,OTROS,154
ANCASH,2013,AUTO,1539
ANCASH,2013,CAMIONETA,653
ANCASH,2013,MICROBUS,113
ANCASH,2013,OMNIBUS,130
ANCASH,2013,CAMIÓN,118
ANCASH,2013,TRAYLER,61
ANCASH,2013,VOLQUETE,21
ANCASH,2013,BICICLETA,23
ANCASH,2013,FURGÓN,25
ANCASH,2013,TRICICLO,14
ANCASH,2013,MOTOKAR,498
ANCASH,2013,MOTO,246
ANCASH,2013,OTROS,155
ANCASH,2014,AUTO,1389
ANCASH,2014,CAMIONETA,823
ANCASH,2014,MICROBUS,109
ANCASH,2014,OMNIBUS,140
ANCASH,2014,CAMIÓN,122
ANCASH,2014,TRAYLER,150
ANCASH,2014,VOLQUETE,49
ANCASH,2014,BICICLETA,77
ANCASH,2014,FURGÓN,58
ANCASH,2014,TRICICLO,25
ANCASH,2014,MOTOKAR,459
ANCASH,2014,MOTO,219
ANCASH,2014,OTROS,209
ANCASH,2015,AUTOMOVIL,920
ANCASH,2015,STATION WAGON,291
ANCASH,2015,CAMIONETA PICKUP,189
ANCASH,2015,CAMIONETA RURAL,143
ANCASH,2015,CAMIONETA PANEL,28
ANCASH,2015,OMNIBUS,55
ANCASH,2015,CAMION,80
ANCASH,2015,REMOLCADOR,22
ANCASH,2015,REMOLQUE Y SEMIREMOLQUE,39
ANCASH,2015,VEHÍCULO NO IDENTIFICADO,26
ANCASH,2015,MOTO,180
ANCASH,2015,MOTOKAR,232
ANCASH,2015,TRICICLO,9
ANCASH,2015,FURGONETA,6
ANCASH,2015,BICICLETA,15
ANCASH,2015,VEHÍCULO IDENTIFICADO,14
ANCASH,2015,OTRO,66
ANCASH,2016,AUTOMOVIL,886
ANCASH,2016,STATION WAGON,159
ANCASH,2016,CAMIONETA PICKUP,207
ANCASH,2016,CAMIONETA RURAL,121
ANCASH,2016,CAMIONETA PANEL,5
ANCASH,2016,OMNIBUS,78
ANCASH,2016,CAMION,64
ANCASH,2016,REMOLCADOR,18
ANCASH,2016,REMOLQUE Y SEMIREMOLQUE,18
ANCASH,2016,VEHÍCULO NO IDENTIFICADO,13
ANCASH,2016,MOTO,98
ANCASH,2016,MOTOKAR,137
ANCASH,2016,TRICICLO,0
ANCASH,2016,FURGONETA,7
ANCASH,2016,BICICLETA,1
ANCASH,2016,VEHÍCULO IDENTIFICADO,6
ANCASH,2016,OTRO,104
ANCASH,2017,AUTOMOVIL,1114
ANCASH,2017,STATION WAGON,213
ANCASH,2017,CAMIONETA PICKUP,241
ANCASH,2017,CAMIONETA RURAL,149
ANCASH,2017,CAMIONETA PANEL,13
ANCASH,2017,OMNIBUS,85
ANCASH,2017,CAMION,99
ANCASH,2017,REMOLCADOR,32
ANCASH,2017,REMOLQUE Y SEMIREMOLQUE,34
ANCASH,2017,VEHÍCULO NO IDENTIFICADO,23
ANCASH,2017,MOTO,199
ANCASH,2017,MOTOKAR,247
ANCASH,2017,TRICICLO,3
ANCASH,2017,FURGONETA,2
ANCASH,2017,BICICLETA,22
ANCASH,2017,VEHÍCULO IDENTIFICADO,28
ANCASH,2017,OTRO,181
ANCASH,2018,AUTOMOVIL,1199
ANCASH,2018,STATION WAGON,161
ANCASH,2018,CAMIONETA PICKUP,225
ANCASH,2018,CAMIONETA RURAL,162
ANCASH,2018,CAMIONETA PANEL,5
ANCASH,2018,OMNIBUS,70
ANCASH,2018,CAMION,114
ANCASH,2018,REMOLCADOR,36
ANCASH,2018,REMOLQUE Y SEMIREMOLQUE,50
ANCASH,2018,VEHÍCULO NO IDENTIFICADO,38
ANCASH,2018,OTROS,107
ANCASH,2018,MOTO,258
ANCASH,2018,MOTOKAR,262
ANCASH,2018,TRICICLO,7
ANCASH,2018,FURGONETA,2
ANCASH,2018,BICICLETA,9
ANCASH,2018,VEHÍCULO IDENTIFICADO,11
ANCASH,2018,OTROS,54
ANCASH,2019,AUTOMOVIL,1575
ANCASH,2019,STATION WAGON,134
ANCASH,2019,CAMIONETA PICKUP,172
ANCASH,2019,CAMIONETA RURAL,114
ANCASH,2019,CAMIONETA PANEL,24
ANCASH,2019,OMNIBUS,47
ANCASH,2019,CAMION,106
ANCASH,2019,REMOLCADOR,63
ANCASH,2019,REMOLQUE Y SEMIREMOLQUE,45
ANCASH,2019,VEHÍCULO NO IDENTIFICADO,46
ANCASH,2019,OTROS,175
ANCASH,2019,MOTO,321
ANCASH,2019,MOTOKAR,314
ANCASH,2019,TRICICLO,11
ANCASH,2019,FURGONETA,0
ANCASH,2019,BICICLETA,15
ANCASH,2019,VEHÍCULO IDENTIFICADO,4
ANCASH,2019,OTROS,54
ANCASH,2020,AUTOMOVIL,919
ANCASH,2020,STATION WAGON,35
ANCASH,2020,CAMIONETA PICKUP,104
ANCASH,2020,CAMIONETA RURAL,94
ANCASH,2020,CAMIONETA PANEL,7
ANCASH,2020,OMNIBUS,14
ANCASH,2020,CAMION,75
ANCASH,2020,REMOLCADOR,54
ANCASH,2020,REMOLQUE Y SEMIREMOLQUE,22
ANCASH,2020,VEHÍCULO NO IDENTIFICADO,10
ANCASH,2020,OTROS,116
ANCASH,2020,MOTO,210
ANCASH,2020,MOTOKAR,157
ANCASH,2020,TRICICLO,2
ANCASH,2020,FURGONETA,2
ANCASH,2020,BICICLETA,9
ANCASH,2020,VEHÍCULO IDENTIFICADO,10
ANCASH,2020,OTROS,62
ANCASH,2021,AUTOMOVIL,1126
ANCASH,2021,STATION WAGON,91
ANCASH,2021,CAMIONETA PICKUP,247
ANCASH,2021,CAMIONETA RURAL,122
ANCASH,2021,CAMIONETA PANEL,14
ANCASH,2021,OMNIBUS,59
ANCASH,2021,CAMION,137
ANCASH,2021,REMOLCADOR,61
ANCASH,2021,REMOLQUE Y SEMIREMOLQUE,45
ANCASH,2021,VEHÍCULO NO IDENTIFICADO,7
ANCASH,2021,OTROS,164
ANCASH,2021,MOTO,491
ANCASH,2021,MOTOKAR,266
ANCASH,2021,TRICICLO,7
ANCASH,2021,FURGONETA,4
ANCASH,2021,BICICLETA,20
ANCASH,2021,VEHÍCULO IDENTIFICADO,2
ANCASH,2021,OTROS,76
ANCASH,2022,AUTOMOVIL,1288
ANCASH,2022,STATION WAGON,201
ANCASH,2022,CAMIONETA PICKUP,291
ANCASH,2022,CAMIONETA RURAL,152
ANCASH,2022,CAMIONETA PANEL,25
ANCASH,2022,OMNIBUS,56
ANCASH,2022,CAMION,125
ANCASH,2022,REMOLCADOR,41
ANCASH,2022,REMOLQUE Y SEMIREMOLQUE,41
ANCASH,2022,VEHÍCULO NO IDENTIFICADO,28
ANCASH,2022,OTROS,192
ANCASH,2022,MOTO,472
ANCASH,2022,MOTOKAR,253
ANCASH,2022,TRICICLO,2
ANCASH,2022,FURGONETA,1
ANCASH,2022,BICICLETA,17
ANCASH,2022,VEHÍCULO IDENTIFICADO,5
ANCASH,2022,OTROS,28
ANCASH,2023,AUTOMOVIL,1245
ANCASH,2023,STATION WAGON,157
ANCASH,2023,CAMIONETA PICKUP,282
ANCASH,2023,CAMIONETA RURAL,108
ANCASH,2023,CAMIONETA PANEL,29
ANCASH,2023,OMNIBUS,56
ANCASH,2023,CAMION,124
ANCASH,2023,REMOLCADOR,47
ANCASH,2023,REMOLQUE Y SEMIREMOLQUE,30
ANCASH,2023,VEHÍCULO NO IDENTIFICADO,29
ANCASH,2023,OTROS,248
ANCASH,2023,MOTO,537
ANCASH,2023,MOTOKAR,303
ANCASH,2023,TRICICLO,4
ANCASH,2023,FURGONETA,1
ANCASH,2023,BICICLETA,17
ANCASH,2023,VEHÍCULO IDENTIFICADO,12
ANCASH,2023,OTROS,56
ANCASH,2024,AUTOMOVIL,936
ANCASH,2024,STATION WAGON,188
ANCASH,2024,CAMIONETA PICKUP,195
ANCASH,2024,CAMIONETA RURAL,78
ANCASH,2024,CAMIONETA PANEL,108
ANCASH,2024,OMNIBUS,53
ANCASH,2024,CAMION,75
ANCASH,2024,REMOLCADOR,30
ANCASH,2024,REMOLQUE Y SEMIREMOLQUE,33
ANCASH,2024,VEHÍCULO NO IDENTIFICADO,30
ANCASH,2024,OTROS,324
ANCASH,2024,MOTO,283
ANCASH,2024,MOTOKAR,176
ANCASH,2024,TRICICLO,7
ANCASH,2024,FURGONETA,5
ANCASH,2024,BICICLETA,7
ANCASH,2024,VEHÍCULO IDENTIFICADO,1
ANCASH,2024,OTROS,41
APURIMAC,2008,AUTO,101
APURIMAC,2008,CAMIONETA,96
APURIMAC,2008,MICROBUS,6
APURIMAC,2008,OMNIBUS,38
APURIMAC,2008,CAMIÓN,33
APURIMAC,2008,TRAYLER,12
APURIMAC,2008,VOLQUETE,5
APURIMAC,2008,BICICLETA,13
APURIMAC,2008,FURGÓN,1
APURIMAC,2008,TRICICLO,3
APURIMAC,2008,MOTOKAR,77
APURIMAC,2008,MOTO,56
APURIMAC,2008,OTROS,2
APURIMAC,2009,AUTO,44
APURIMAC,2009,CAMIONETA,51
APURIMAC,2009,MICROBUS,5
APURIMAC,2009,OMNIBUS,13
APURIMAC,2009,CAMIÓN,29
APURIMAC,2009,TRAYLER,7
APURIMAC,2009,VOLQUETE,3
APURIMAC,2009,BICICLETA,4
APURIMAC,2009,FURGÓN,0
APURIMAC,2009,TRICICLO,0
APURIMAC,2009,MOTOKAR,10
APURIMAC,2009,MOTO,19
APURIMAC,2009,OTROS,14
APURIMAC,2010,AUTO,30
APURIMAC,2010,CAMIONETA,45
APURIMAC,2010,MICROBUS,8
APURIMAC,2010,OMNIBUS,6
APURIMAC,2010,CAMIÓN,39
APURIMAC,2010,TRAYLER,7
APURIMAC,2010,VOLQUETE,0
APURIMAC,2010,BICICLETA,0
APURIMAC,2010,FURGÓN,0
APURIMAC,2010,TRICICLO,0
APURIMAC,2010,MOTOKAR,6
APURIMAC,2010,MOTO,2
APURIMAC,2010,OTROS,6
APURIMAC,2011,AUTO,35
APURIMAC,2011,CAMIONETA,59
APURIMAC,2011,MICROBUS,6
APURIMAC,2011,OMNIBUS,23
APURIMAC,2011,CAMIÓN,44
APURIMAC,2011,TRAYLER,6
APURIMAC,2011,VOLQUETE,12
APURIMAC,2011,BICICLETA,1
APURIMAC,2011,FURGÓN,0
APURIMAC,2011,TRICICLO,0
APURIMAC,2011,MOTOKAR,18
APURIMAC,2011,MOTO,18
APURIMAC,2011,OTROS,11
APURIMAC,2012,AUTO,145
APURIMAC,2012,CAMIONETA,175
APURIMAC,2012,MICROBUS,18
APURIMAC,2012,OMNIBUS,6
APURIMAC,2012,CAMIÓN,62
APURIMAC,2012,TRAYLER,9
APURIMAC,2012,VOLQUETE,14
APURIMAC,2012,BICICLETA,9
APURIMAC,2012,FURGÓN,6
APURIMAC,2012,TRICICLO,59
APURIMAC,2012,MOTOKAR,89
APURIMAC,2012,MOTO,119
APURIMAC,2012,OTROS,13
APURIMAC,2013,AUTO,147
APURIMAC,2013,CAMIONETA,176
APURIMAC,2013,MICROBUS,33
APURIMAC,2013,OMNIBUS,17
APURIMAC,2013,CAMIÓN,62
APURIMAC,2013,TRAYLER,18
APURIMAC,2013,VOLQUETE,8
APURIMAC,2013,BICICLETA,2
APURIMAC,2013,FURGÓN,0
APURIMAC,2013,TRICICLO,34
APURIMAC,2013,MOTOKAR,47
APURIMAC,2013,MOTO,65
APURIMAC,2013,OTROS,35
APURIMAC,2014,AUTO,167
APURIMAC,2014,CAMIONETA,165
APURIMAC,2014,MICROBUS,40
APURIMAC,2014,OMNIBUS,33
APURIMAC,2014,CAMIÓN,78
APURIMAC,2014,TRAYLER,12
APURIMAC,2014,VOLQUETE,11
APURIMAC,2014,BICICLETA,3
APURIMAC,2014,FURGÓN,8
APURIMAC,2014,TRICICLO,6
APURIMAC,2014,MOTOKAR,73
APURIMAC,2014,MOTO,108
APURIMAC,2014,OTROS,110
APURIMAC,2015,AUTOMOVIL,106
APURIMAC,2015,STATION WAGON,122
APURIMAC,2015,CAMIONETA PICKUP,44
APURIMAC,2015,CAMIONETA RURAL,28
APURIMAC,2015,CAMIONETA PANEL,12
APURIMAC,2015,OMNIBUS,6
APURIMAC,2015,CAMION,50
APURIMAC,2015,REMOLCADOR,14
APURIMAC,2015,REMOLQUE Y SEMIREMOLQUE,2
APURIMAC,2015,VEHÍCULO NO IDENTIFICADO,8
APURIMAC,2015,MOTO,92
APURIMAC,2015,MOTOKAR,39
APURIMAC,2015,TRICICLO,2
APURIMAC,2015,FURGONETA,1
APURIMAC,2015,BICICLETA,1
APURIMAC,2015,VEHÍCULO IDENTIFICADO,10
APURIMAC,2015,OTRO,19
APURIMAC,2016,AUTOMOVIL,88
APURIMAC,2016,STATION WAGON,77
APURIMAC,2016,CAMIONETA PICKUP,61
APURIMAC,2016,CAMIONETA RURAL,26
APURIMAC,2016,CAMIONETA PANEL,9
APURIMAC,2016,OMNIBUS,22
APURIMAC,2016,CAMION,28
APURIMAC,2016,REMOLCADOR,10
APURIMAC,2016,REMOLQUE Y SEMIREMOLQUE,7
APURIMAC,2016,VEHÍCULO NO IDENTIFICADO,1
APURIMAC,2016,MOTO,49
APURIMAC,2016,MOTOKAR,23
APURIMAC,2016,TRICICLO,0
APURIMAC,2016,FURGONETA,0
APURIMAC,2016,BICICLETA,1
APURIMAC,2016,VEHÍCULO IDENTIFICADO,1
APURIMAC,2016,OTRO,31
APURIMAC,2017,AUTOMOVIL,121
APURIMAC,2017,STATION WAGON,95
APURIMAC,2017,CAMIONETA PICKUP,85
APURIMAC,2017,CAMIONETA RURAL,24
APURIMAC,2017,CAMIONETA PANEL,6
APURIMAC,2017,OMNIBUS,16
APURIMAC,2017,CAMION,34
APURIMAC,2017,REMOLCADOR,6
APURIMAC,2017,REMOLQUE Y SEMIREMOLQUE,5
