departamento,anio,sexo,grupo_etario,heridos
AMAZONAS,2008,MASCULINO,MENOR DE 18 AÑOS,60
AMAZONAS,2008,MASCULINO,MAYOR DE 18 AÑOS,189
AMAZONAS,2008,FEMENINO,MENOR DE 18 AÑOS,10
AMAZONAS,2008,FEMENINO,MAYOR DE 18 AÑOS,75
AMAZONAS,2009,MASCULINO,MENOR DE 18 AÑOS,52
AMAZONAS,2009,MASCULINO,MAYOR DE 18 AÑOS,242
AMAZONAS,2009,FEMENINO,MENOR DE 18 AÑOS,16
AMAZONAS,2009,FEMENINO,MAYOR DE 18 AÑOS,100
AMAZONAS,2010,MASCULINO,DE 0 A 5 AÑOS,0
AMAZONAS,2010,MASCULINO,DE 6 A 12 AÑOS,5
AMAZONAS,2010,MASCULINO,DE 13 A 18 AÑOS,35
AMAZONAS,2010,MASCULINO,DE 19 A 25 AÑOS,69
AMAZONAS,2010,MASCULINO,DE 26 A 60 AÑOS,43
AMAZONAS,2010,MASCULINO,DE 60 A MÁS AÑOS,1
AMAZONAS,2010,FEMENINO,DE 0 A 5 AÑOS,1
AMAZONAS,2010,FEMENINO,DE 6 A 12 AÑOS,1
AMAZONAS,2010,FEMENINO,DE 13 A 18 AÑOS,1
AMAZONAS,2010,FEMENINO,DE 19 A 25 AÑOS,7
AMAZONAS,2010,FEMENINO,DE 26 A 60 AÑOS,20
AMAZONAS,2010,FEMENINO,DE 60 A MÁS AÑOS,3
AMAZONAS,2011,MASCULINO,DE 0 A 5 AÑOS,0
AMAZONAS,2011,MASCULINO,DE 6 A 12 AÑOS,4
AMAZONAS,2011,MASCULINO,DE 13 A 18 AÑOS,60
AMAZONAS,2011,MASCULINO,DE 19 A 25 AÑOS,131
AMAZONAS,2011,MASCULINO,DE 26 A 60 AÑOS,155
AMAZONAS,2011,MASCULINO,DE 60 A MÁS AÑOS,19
AMAZONAS,2011,FEMENINO,DE 0 A 5 AÑOS,0
AMAZONAS,2011,FEMENINO,DE 6 A 12 AÑOS,3
AMAZONAS,2011,FEMENINO,DE 13 A 18 AÑOS,35
AMAZONAS,2011,FEMENINO,DE 19 A 25 AÑOS,57
AMAZONAS,2011,FEMENINO,DE 26 A 60 AÑOS,27
AMAZONAS,2011,FEMENINO,DE 60 A MÁS AÑOS,2
AMAZONAS,2012,MASCULINO,DE 0 A 5 AÑOS,5
AMAZONAS,2012,MASCULINO,DE 6 A 12 AÑOS,4
AMAZONAS,2012,MASCULINO,DE 13 A 18 AÑOS,49
AMAZONAS,2012,MASCULINO,DE 19 A 25 AÑOS,159
AMAZONAS,2012,MASCULINO,DE 26 A 60 AÑOS,119
AMAZONAS,2012,MASCULINO,DE 60 A MÁS AÑOS,29
AMAZONAS,2012,FEMENINO,DE 0 A 5 AÑOS,2
AMAZONAS,2012,FEMENINO,DE 6 A 12 AÑOS,4
AMAZONAS,2012,FEMENINO,DE 13 A 18 AÑOS,10
AMAZONAS,2012,FEMENINO,DE 19 A 25 AÑOS,43
AMAZONAS,2012,FEMENINO,DE 26 A 60 AÑOS,15
AMAZONAS,2012,FEMENINO,DE 60 A MÁS AÑOS,0
AMAZONAS,2013,MASCULINO,DE 0 A 5 AÑOS,6
AMAZONAS,2013,MASCULINO,DE 6 A 12 AÑOS,13
AMAZONAS,2013,MASCULINO,DE 13 A 18 AÑOS,66
AMAZONAS,2013,MASCULINO,DE 19 A 25 AÑOS,134
AMAZONAS,2013,MASCULINO,DE 26 A 60 AÑOS,104
AMAZONAS,2013,MASCULINO,DE 60 A MÁS AÑOS,15
AMAZONAS,2013,FEMENINO,DE 0 A 5 AÑOS,3
AMAZONAS,2013,FEMENINO,DE 6 A 12 AÑOS,3
AMAZONAS,2013,FEMENINO,DE 13 A 18 AÑOS,32
AMAZONAS,2013,FEMENINO,DE 19 A 25 AÑOS,62
AMAZONAS,2013,FEMENINO,DE 26 A 60 AÑOS,31
AMAZONAS,2013,FEMENINO,DE 60 A MÁS AÑOS,0
AMAZONAS,2014,MASCULINO,DE 0 A 5 AÑOS,7
AMAZONAS,2014,MASCULINO,DE 6 A 12 AÑOS,12
AMAZONAS,2014,MASCULINO,DE 13 A 18 AÑOS,126
AMAZONAS,2014,MASCULINO,DE 19 A 25 AÑOS,85
AMAZONAS,2014,MASCULINO,DE 26 A 60 AÑOS,52
AMAZONAS,2014,MASCULINO,DE 60 A MÁS AÑOS,10
AMAZONAS,2014,FEMENINO,DE 0 A 5 AÑOS,1
AMAZONAS,2014,FEMENINO,DE 6 A 12 AÑOS,5
AMAZONAS,2014,FEMENINO,DE 13 A 18 AÑOS,34
AMAZONAS,2014,FEMENINO,DE 19 A 25 AÑOS,54
AMAZONAS,2014,FEMENINO,DE 26 A 60 AÑOS,29
AMAZONAS,2014,FEMENINO,DE 60 A MÁS AÑOS,4
AMAZONAS,2015,MASCULINO,DE 0 A 5 AÑOS,6
AMAZONAS,2015,MASCULINO,DE 6 A 12 AÑOS,14
AMAZONAS,2015,MASCULINO,DE 13 A 18 AÑOS,66
AMAZONAS,2015,MASCULINO,DE 19 A 25 AÑOS,50
AMAZONAS,2015,MASCULINO,DE 26 A 60 AÑOS,97
AMAZONAS,2015,MASCULINO,DE 60 A MÁS AÑOS,13
AMAZONAS,2015,FEMENINO,DE 0 A 5 AÑOS,10
AMAZONAS,2015,FEMENINO,DE 6 A 12 AÑOS,5
AMAZONAS,2015,FEMENINO,DE 13 A 18 AÑOS,27
AMAZONAS,2015,FEMENINO,DE 19 A 25 AÑOS,43
AMAZONAS,2015,FEMENINO,DE 26 A 60 AÑOS,31
AMAZONAS,2015,FEMENINO,DE 60 A MÁS AÑOS,2
AMAZONAS,2016,MASCULINO,DE 0 A 5 AÑOS,17
AMAZONAS,2016,MASCULINO,DE 6 A 12 AÑOS,29
AMAZONAS,2016,MASCULINO,DE 13 A 18 AÑOS,52
AMAZONAS,2016,MASCULINO,DE 19 A 25 AÑOS,72
AMAZONAS,2016,MASCULINO,DE 26 A 60 AÑOS,138
AMAZONAS,2016,MASCULINO,DE 60 A MÁS AÑOS,37
AMAZONAS,2016,FEMENINO,DE 0 A 5 AÑOS,5
AMAZONAS,2016,FEMENINO,DE 6 A 12 AÑOS,8
AMAZONAS,2016,FEMENINO,DE 13 A 18 AÑOS,20
AMAZONAS,2016,FEMENINO,DE 19 A 25 AÑOS,20
AMAZONAS,2016,FEMENINO,DE 26 A 60 AÑOS,44
AMAZONAS,2016,FEMENINO,DE 60 A MÁS AÑOS,13
AMAZONAS,2017,MASCULINO,DE 0 A 5 AÑOS,28
AMAZONAS,2017,MASCULINO,DE 6 A 12 AÑOS,10
AMAZONAS,2017,MASCULINO,DE 13 A 18 AÑOS,47
AMAZONAS,2017,MASCULINO,DE 19 A 25 AÑOS,102
AMAZONAS,2017,MASCULINO,DE 26 A 60 AÑOS,179
AMAZONAS,2017,MASCULINO,DE 60 A MÁS AÑOS,26
AMAZONAS,2017,FEMENINO,DE 0 A 5 AÑOS,10
AMAZONAS,2017,FEMENINO,DE 6 A 12 AÑOS,11
AMAZONAS,2017,FEMENINO,DE 13 A 18 AÑOS,17
AMAZONAS,2017,FEMENINO,DE 19 A 25 AÑOS,43
AMAZONAS,2017,FEMENINO,DE 26 A 60 AÑOS,62
AMAZONAS,2017,FEMENINO,DE 60 A MÁS AÑOS,4
AMAZONAS,2018,MASCULINO,DE 0 A 5 AÑOS,8
AMAZONAS,2018,MASCULINO,DE 6 A 11 AÑOS,9
AMAZONAS,2018,MASCULINO,DE 12 A 17 AÑOS,60
AMAZONAS,2018,MASCULINO,DE 18 A 29 AÑOS,90
AMAZONAS,2018,MASCULINO,DE 30 A 59 AÑOS,111
AMAZONAS,2018,MASCULINO,DE 60 A MÁS AÑOS,24
AMAZONAS,2018,FEMENINO,DE 0 A 5 AÑOS,12
AMAZONAS,2018,FEMENINO,DE 6 A 11 AÑOS,8
AMAZONAS,2018,FEMENINO,DE 12 A 17 AÑOS,12
AMAZONAS,2018,FEMENINO,DE 18 A 29 AÑOS,31
AMAZONAS,2018,FEMENINO,DE 30 A 59 AÑOS,57
AMAZONAS,2018,FEMENINO,DE 60 A MÁS AÑOS,10
AMAZONAS,2019,MASCULINO,DE 0 A 5 AÑOS,6
AMAZONAS,2019,MASCULINO,DE 6 A 11 AÑOS,16
AMAZONAS,2019,MASCULINO,DE 12 A 17 AÑOS,16
AMAZONAS,2019,MASCULINO,DE 18 A 29 AÑOS,184
AMAZONAS,2019,MASCULINO,DE 30 A 59 AÑOS,119
AMAZONAS,2019,MASCULINO,DE 60 A MÁS AÑOS,28
AMAZONAS,2019,FEMENINO,DE 0 A 5 AÑOS,17
AMAZONAS,2019,FEMENINO,DE 6 A 11 AÑOS,7
AMAZONAS,2019,FEMENINO,DE 12 A 17 AÑOS,14
AMAZONAS,2019,FEMENINO,DE 18 A 29 AÑOS,38
AMAZONAS,2019,FEMENINO,DE 30 A 59 AÑOS,48
AMAZONAS,2019,FEMENINO,DE 60 A MÁS AÑOS,13
AMAZONAS,2020,MASCULINO,DE 0 A 5 AÑOS,3
AMAZONAS,2020,MASCULINO,DE 6 A 11 AÑOS,6
AMAZONAS,2020,MASCULINO,DE 12 A 17 AÑOS,22
AMAZONAS,2020,MASCULINO,DE 18 A 29 AÑOS,190
AMAZONAS,2020,MASCULINO,DE 30 A 59 AÑOS,94
AMAZONAS,2020,MASCULINO,DE 60 A MÁS AÑOS,20
AMAZONAS,2020,FEMENINO,DE 0 A 5 AÑOS,0
AMAZONAS,2020,FEMENINO,DE 6 A 11 AÑOS,6
AMAZONAS,2020,FEMENINO,DE 12 A 17 AÑOS,12
AMAZONAS,2020,FEMENINO,DE 18 A 29 AÑOS,25
AMAZONAS,2020,FEMENINO,DE 30 A 59 AÑOS,34
AMAZONAS,2020,FEMENINO,DE 60 A MÁS AÑOS,8
AMAZONAS,2021,MASCULINO,DE 0 A 5 AÑOS,8
AMAZONAS,2021,MASCULINO,DE 6 A 11 AÑOS,13
AMAZONAS,2021,MASCULINO,DE 12 A 17 AÑOS,16
AMAZONAS,2021,MASCULINO,DE 18 A 29 AÑOS,164
AMAZONAS,2021,MASCULINO,DE 30 A 59 AÑOS,138
AMAZONAS,2021,MASCULINO,DE 60 A MÁS AÑOS,31
AMAZONAS,2021,FEMENINO,DE 0 A 5 AÑOS,7
AMAZONAS,2021,FEMENINO,DE 6 A 11 AÑOS,2
AMAZONAS,2021,FEMENINO,DE 12 A 17 AÑOS,6
AMAZONAS,2021,FEMENINO,DE 18 A 29 AÑOS,41
AMAZONAS,2021,FEMENINO,DE 30 A 59 AÑOS,42
AMAZONAS,2021,FEMENINO,DE 60 A MÁS AÑOS,15
AMAZONAS,2022,MASCULINO,DE 0 A 5 AÑOS,19
AMAZONAS,2022,MASCULINO,DE 6 A 11 AÑOS,31
AMAZONAS,2022,MASCULINO,DE 12 A 17 AÑOS,45
AMAZONAS,2022,MASCULINO,DE 18 A 29 AÑOS,208
AMAZONAS,2022,MASCULINO,DE 30 A 59 AÑOS,181
AMAZONAS,2022,MASCULINO,DE 60 A MÁS AÑOS,22
AMAZONAS,2022,FEMENINO,DE 0 A 5 AÑOS,5
AMAZONAS,2022,FEMENINO,DE 6 A 11 AÑOS,10
AMAZONAS,2022,FEMENINO,DE 12 A 17 AÑOS,27
AMAZONAS,2022,FEMENINO,DE 18 A 29 AÑOS,38
AMAZONAS,2022,FEMENINO,DE 30 A 59 AÑOS,44
AMAZONAS,2022,FEMENINO,DE 60 A MÁS AÑOS,5
AMAZONAS,2023,MASCULINO,DE 0 A 5 AÑOS,11
AMAZONAS,2023,MASCULINO,DE 6 A 11 AÑOS,19
AMAZONAS,2023,MASCULINO,DE 12 A 17 AÑOS,37
AMAZONAS,2023,MASCULINO,DE 18 A 29 AÑOS,150
AMAZONAS,2023,MASCULINO,DE 30 A 59 AÑOS,199
AMAZONAS,2023,MASCULINO,DE 60 A MÁS AÑOS,45
AMAZONAS,2023,FEMENINO,DE 0 A 5 AÑOS,11
AMAZONAS,2023,FEMENINO,DE 6 A 11 AÑOS,13
AMAZONAS,2023,FEMENINO,DE 12 A 17 AÑOS,20
AMAZONAS,2023,FEMENINO,DE 18 A 29 AÑOS,35
AMAZONAS,2023,FEMENINO,DE 30 A 59 AÑOS,67
AMAZONAS,2023,FEMENINO,DE 60 A MÁS AÑOS,16
AMAZONAS,2024,MASCULINO,DE 0 A 5 AÑOS,15
AMAZONAS,2024,MASCULINO,DE 6 A 11 AÑOS,4
AMAZONAS,2024,MASCULINO,DE 12 A 17 AÑOS,26
AMAZONAS,2024,MASCULINO,DE 18 A 29 AÑOS,140
AMAZONAS,2024,MASCULINO,DE 30 A 59 AÑOS,177
AMAZONAS,2024,MASCULINO,DE 60 A MÁS AÑOS,45
AMAZONAS,2024,FEMENINO,DE 0 A 5 AÑOS,3
AMAZONAS,2024,FEMENINO,DE 6 A 11 AÑOS,6
AMAZONAS,2024,FEMENINO,DE 12 A 17 AÑOS,11
AMAZONAS,2024,FEMENINO,DE 18 A 29 AÑOS,39
AMAZONAS,2024,FEMENINO,DE 30 A 59 AÑOS,65
AMAZONAS,2024,FEMENINO,DE 60 A MÁS AÑOS,23
ANCASH,2008,MASCULINO,MENOR DE 18 AÑOS,362
ANCASH,2008,MASCULINO,MAYOR DE 18 AÑOS,969
ANCASH,2008,FEMENINO,MENOR DE 18 AÑOS,56
ANCASH,2008,FEMENINO,MAYOR DE 18 AÑOS,438
ANCASH,2009,MASCULINO,MENOR DE 18 AÑOS,221
ANCASH,2009,MASCULINO,MAYOR DE 18 AÑOS,1123
ANCASH,2009,FEMENINO,MENOR DE 18 AÑOS,73
ANCASH,2009,FEMENINO,MAYOR DE 18 AÑOS,388
ANCASH,2010,MASCULINO,DE 0 A 5 AÑOS,21
ANCASH,2010,MASCULINO,DE 6 A 12 AÑOS,78
ANCASH,2010,MASCULINO,DE 13 A 18 AÑOS,132
ANCASH,2010,MASCULINO,DE 19 A 25 AÑOS,354
ANCASH,2010,MASCULINO,DE 26 A 60 AÑOS,335
ANCASH,2010,MASCULINO,DE 60 A MÁS AÑOS,97
ANCASH,2010,FEMENINO,DE 0 A 5 AÑOS,9
ANCASH,2010,FEMENINO,DE 6 A 12 AÑOS,29
ANCASH,2010,FEMENINO,DE 13 A 18 AÑOS,76
ANCASH,2010,FEMENINO,DE 19 A 25 AÑOS,155
ANCASH,2010,FEMENINO,DE 26 A 60 AÑOS,183
ANCASH,2010,FEMENINO,DE 60 A MÁS AÑOS,20
ANCASH,2011,MASCULINO,DE 0 A 5 AÑOS,38
ANCASH,2011,MASCULINO,DE 6 A 12 AÑOS,39
ANCASH,2011,MASCULINO,DE 13 A 18 AÑOS,114
ANCASH,2011,MASCULINO,DE 19 A 25 AÑOS,267
ANCASH,2011,MASCULINO,DE 26 A 60 AÑOS,519
ANCASH,2011,MASCULINO,DE 60 A MÁS AÑOS,49
ANCASH,2011,FEMENINO,DE 0 A 5 AÑOS,1
ANCASH,2011,FEMENINO,DE 6 A 12 AÑOS,24
ANCASH,2011,FEMENINO,DE 13 A 18 AÑOS,90
ANCASH,2011,FEMENINO,DE 19 A 25 AÑOS,125
ANCASH,2011,FEMENINO,DE 26 A 60 AÑOS,183
ANCASH,2011,FEMENINO,DE 60 A MÁS AÑOS,17
ANCASH,2012,MASCULINO,DE 0 A 5 AÑOS,29
ANCASH,2012,MASCULINO,DE 6 A 12 AÑOS,65
ANCASH,2012,MASCULINO,DE 13 A 18 AÑOS,157
ANCASH,2012,MASCULINO,DE 19 A 25 AÑOS,309
ANCASH,2012,MASCULINO,DE 26 A 60 AÑOS,720
ANCASH,2012,MASCULINO,DE 60 A MÁS AÑOS,90
ANCASH,2012,FEMENINO,DE 0 A 5 AÑOS,12
ANCASH,2012,FEMENINO,DE 6 A 12 AÑOS,72
ANCASH,2012,FEMENINO,DE 13 A 18 AÑOS,116
ANCASH,2012,FEMENINO,DE 19 A 25 AÑOS,154
ANCASH,2012,FEMENINO,DE 26 A 60 AÑOS,284
ANCASH,2012,FEMENINO,DE 60 A MÁS AÑOS,27
ANCASH,2013,MASCULINO,DE 0 A 5 AÑOS,95
ANCASH,2013,MASCULINO,DE 6 A 12 AÑOS,133
ANCASH,2013,MASCULINO,DE 13 A 18 AÑOS,171
ANCASH,2013,MASCULINO,DE 19 A 25 AÑOS,288
ANCASH,2013,MASCULINO,DE 26 A 60 AÑOS,686
ANCASH,2013,MASCULINO,DE 60 A MÁS AÑOS,42
ANCASH,2013,FEMENINO,DE 0 A 5 AÑOS,25
ANCASH,2013,FEMENINO,DE 6 A 12 AÑOS,80
ANCASH,2013,FEMENINO,DE 13 A 18 AÑOS,140
ANCASH,2013,FEMENINO,DE 19 A 25 AÑOS,102
ANCASH,2013,FEMENINO,DE 26 A 60 AÑOS,367
ANCASH,2013,FEMENINO,DE 60 A MÁS AÑOS,46
ANCASH,2014,MASCULINO,DE 0 A 5 AÑOS,20
ANCASH,2014,MASCULINO,DE 6 A 12 AÑOS,98
ANCASH,2014,MASCULINO,DE 13 A 18 AÑOS,46
ANCASH,2014,MASCULINO,DE 19 A 25 AÑOS,175
ANCASH,2014,MASCULINO,DE 26 A 60 AÑOS,607
ANCASH,2014,MASCULINO,DE 60 A MÁS AÑOS,25
ANCASH,2014,FEMENINO,DE 0 A 5 AÑOS,11
ANCASH,2014,FEMENINO,DE 6 A 12 AÑOS,39
ANCASH,2014,FEMENINO,DE 13 A 18 AÑOS,37
ANCASH,2014,FEMENINO,DE 19 A 25 AÑOS,32
ANCASH,2014,FEMENINO,DE 26 A 60 AÑOS,235
ANCASH,2014,FEMENINO,DE 60 A MÁS AÑOS,12
ANCASH,2015,MASCULINO,DE 0 A 5 AÑOS,80
ANCASH,2015,MASCULINO,DE 6 A 12 AÑOS,84
ANCASH,2015,MASCULINO,DE 13 A 18 AÑOS,145
ANCASH,2015,MASCULINO,DE 19 A 25 AÑOS,235
ANCASH,2015,MASCULINO,DE 26 A 60 AÑOS,431
ANCASH,2015,MASCULINO,DE 60 A MÁS AÑOS,44
ANCASH,2015,FEMENINO,DE 0 A 5 AÑOS,23
ANCASH,2015,FEMENINO,DE 6 A 12 AÑOS,27
ANCASH,2015,FEMENINO,DE 13 A 18 AÑOS,34
ANCASH,2015,FEMENINO,DE 19 A 25 AÑOS,99
ANCASH,2015,FEMENINO,DE 26 A 60 AÑOS,177
ANCASH,2015,FEMENINO,DE 60 A MÁS AÑOS,18
ANCASH,2016,MASCULINO,DE 0 A 5 AÑOS,45
ANCASH,2016,MASCULINO,DE 6 A 12 AÑOS,20
ANCASH,2016,MASCULINO,DE 13 A 18 AÑOS,49
ANCASH,2016,MASCULINO,DE 19 A 25 AÑOS,264
ANCASH,2016,MASCULINO,DE 26 A 60 AÑOS,254
ANCASH,2016,MASCULINO,DE 60 A MÁS AÑOS,41
ANCASH,2016,FEMENINO,DE 0 A 5 AÑOS,14
ANCASH,2016,FEMENINO,DE 6 A 12 AÑOS,14
ANCASH,2016,FEMENINO,DE 13 A 18 AÑOS,44
ANCASH,2016,FEMENINO,DE 19 A 25 AÑOS,57
ANCASH,2016,FEMENINO,DE 26 A 60 AÑOS,148
ANCASH,2016,FEMENINO,DE 60 A MÁS AÑOS,5
ANCASH,2017,MASCULINO,DE 0 A 5 AÑOS,51
ANCASH,2017,MASCULINO,DE 6 A 12 AÑOS,24
ANCASH,2017,MASCULINO,DE 13 A 18 AÑOS,78
ANCASH,2017,MASCULINO,DE 19 A 25 AÑOS,302
ANCASH,2017,MASCULINO,DE 26 A 60 AÑOS,423
ANCASH,2017,MASCULINO,DE 60 A MÁS AÑOS,80
ANCASH,2017,FEMENINO,DE 0 A 5 AÑOS,20
ANCASH,2017,FEMENINO,DE 6 A 12 AÑOS,25
ANCASH,2017,FEMENINO,DE 13 A 18 AÑOS,50
ANCASH,2017,FEMENINO,DE 19 A 25 AÑOS,137
ANCASH,2017,FEMENINO,DE 26 A 60 AÑOS,232
ANCASH,2017,FEMENINO,DE 60 A MÁS AÑOS,72
ANCASH,2018,MASCULINO,DE 0 A 5 AÑOS,27
ANCASH,2018,MASCULINO,DE 6 A 11 AÑOS,58
ANCASH,2018,MASCULINO,DE 12 A 17 AÑOS,79
ANCASH,2018,MASCULINO,DE 18 A 29 AÑOS,389
ANCASH,2018,MASCULINO,DE 30 A 59 AÑOS,413
ANCASH,2018,MASCULINO,DE 60 A MÁS AÑOS,69
ANCASH,2018,FEMENINO,DE 0 A 5 AÑOS,27
ANCASH,2018,FEMENINO,DE 6 A 11 AÑOS,38
ANCASH,2018,FEMENINO,DE 12 A 17 AÑOS,62
ANCASH,2018,FEMENINO,DE 18 A 29 AÑOS,157
ANCASH,2018,FEMENINO,DE 30 A 59 AÑOS,199
ANCASH,2018,FEMENINO,DE 60 A MÁS AÑOS,44
ANCASH,2019,MASCULINO,DE 0 A 5 AÑOS,25
ANCASH,2019,MASCULINO,DE 6 A 11 AÑOS,47
ANCASH,2019,MASCULINO,DE 12 A 17 AÑOS,33
ANCASH,2019,MASCULINO,DE 18 A 29 AÑOS,412
ANCASH,2019,MASCULINO,DE 30 A 59 AÑOS,413
ANCASH,2019,MASCULINO,DE 60 A MÁS AÑOS,66
ANCASH,2019,FEMENINO,DE 0 A 5 AÑOS,19
ANCASH,2019,FEMENINO,DE 6 A 11 AÑOS,30
ANCASH,2019,FEMENINO,DE 12 A 17 AÑOS,32
ANCASH,2019,FEMENINO,DE 18 A 29 AÑOS,167
ANCASH,2019,FEMENINO,DE 30 A 59 AÑOS,238
ANCASH,2019,FEMENINO,DE 60 A MÁS AÑOS,49
ANCASH,2020,MASCULINO,DE 0 A 5 AÑOS,13
ANCASH,2020,MASCULINO,DE 6 A 11 AÑOS,14
ANCASH,2020,MASCULINO,DE 12 A 17 AÑOS,21
ANCASH,2020,MASCULINO,DE 18 A 29 AÑOS,190
ANCASH,2020,MASCULINO,DE 30 A 59 AÑOS,236
ANCASH,2020,MASCULINO,DE 60 A MÁS AÑOS,33
ANCASH,2020,FEMENINO,DE 0 A 5 AÑOS,3
ANCASH,2020,FEMENINO,DE 6 A 11 AÑOS,11
ANCASH,2020,FEMENINO,DE 12 A 17 AÑOS,21
ANCASH,2020,FEMENINO,DE 18 A 29 AÑOS,87
ANCASH,2020,FEMENINO,DE 30 A 59 AÑOS,79
ANCASH,2020,FEMENINO,DE 60 A MÁS AÑOS,14
ANCASH,2021,MASCULINO,DE 0 A 5 AÑOS,22
ANCASH,2021,MASCULINO,DE 6 A 11 AÑOS,37
ANCASH,2021,MASCULINO,DE 12 A 17 AÑOS,51
ANCASH,2021,MASCULINO,DE 18 A 29 AÑOS,370
ANCASH,2021,MASCULINO,DE 30 A 59 AÑOS,531
ANCASH,2021,MASCULINO,DE 60 A MÁS AÑOS,83
ANCASH,2021,FEMENINO,DE 0 A 5 AÑOS,37
ANCASH,2021,FEMENINO,DE 6 A 11 AÑOS,25
ANCASH,2021,FEMENINO,DE 12 A 17 AÑOS,33
ANCASH,2021,FEMENINO,DE 18 A 29 AÑOS,210
ANCASH,2021,FEMENINO,DE 30 A 59 AÑOS,244
ANCASH,2021,FEMENINO,DE 60 A MÁS AÑOS,41
ANCASH,2022,MASCULINO,DE 0 A 5 AÑOS,31
ANCASH,2022,MASCULINO,DE 6 A 11 AÑOS,48
ANCASH,2022,MASCULINO,DE 12 A 17 AÑOS,80
ANCASH,2022,MASCULINO,DE 18 A 29 AÑOS,398
ANCASH,2022,MASCULINO,DE 30 A 59 AÑOS,479
ANCASH,2022,MASCULINO,DE 60 A MÁS AÑOS,83
ANCASH,2022,FEMENINO,DE 0 A 5 AÑOS,28
ANCASH,2022,FEMENINO,DE 6 A 11 AÑOS,28
ANCASH,2022,FEMENINO,DE 12 A 17 AÑOS,66
ANCASH,2022,FEMENINO,DE 18 A 29 AÑOS,177
ANCASH,2022,FEMENINO,DE 30 A 59 AÑOS,274
ANCASH,2022,FEMENINO,DE 60 A MÁS AÑOS,42
ANCASH,2023,MASCULINO,DE 0 A 5 AÑOS,24
ANCASH,2023,MASCULINO,DE 6 A 11 AÑOS,26
ANCASH,2023,MASCULINO,DE 12 A 17 AÑOS,53
ANCASH,2023,MASCULINO,DE 18 A 29 AÑOS,358
ANCASH,2023,MASCULINO,DE 30 A 59 AÑOS,468
ANCASH,2023,MASCULINO,DE 60 A MÁS AÑOS,71
ANCASH,2023,FEMENINO,DE 0 A 5 AÑOS,15
ANCASH,2023,FEMENINO,DE 6 A 11 AÑOS,16
ANCASH,2023,FEMENINO,DE 12 A 17 AÑOS,48
ANCASH,2023,FEMENINO,DE 18 A 29 AÑOS,201
ANCASH,2023,FEMENINO,DE 30 A 59 AÑOS,254
ANCASH,2023,FEMENINO,DE 60 A MÁS AÑOS,41
ANCASH,2024,MASCULINO,DE 0 A 5 AÑOS,28
ANCASH,2024,MASCULINO,DE 6 A 11 AÑOS,29
ANCASH,2024,MASCULINO,DE 12 A 17 AÑOS,45
ANCASH,2024,MASCULINO,DE 18 A 29 AÑOS,353
ANCASH,2024,MASCULINO,DE 30 A 59 AÑOS,567
ANCASH,2024,MASCULINO,DE 60 A MÁS AÑOS,68
ANCASH,2024,FEMENINO,DE 0 A 5 AÑOS,10
ANCASH,2024,FEMENINO,DE 6 A 11 AÑOS,24
ANCASH,2024,FEMENINO,DE 12 A 17 AÑOS,38
ANCASH,2024,FEMENINO,DE 18 A 29 AÑOS,186
ANCASH,2024,FEMENINO,DE 30 A 59 AÑOS,186
ANCASH,2024,FEMENINO,DE 60 A MÁS AÑOS,36
APURIMAC,2008,MASCULINO,MENOR DE 18 AÑOS,61
APURIMAC,2008,MASCULINO,MAYOR DE 18 AÑOS,154
APURIMAC,2008,FEMENINO,MENOR DE 18 AÑOS,39
APURIMAC,2008,FEMENINO,MAYOR DE 18 AÑOS,62
APURIMAC,2009,MASCULINO,MENOR DE 18 AÑOS,39
APURIMAC,2009,MASCULINO,MAYOR DE 18 AÑOS,124
APURIMAC,2009,FEMENINO,MENOR DE 18 AÑOS,19
APURIMAC,2009,FEMENINO,MAYOR DE 18 AÑOS,48
APURIMAC,2010,MASCULINO,DE 0 A 5 AÑOS,0
APURIMAC,2010,MASCULINO,DE 6 A 12 AÑOS,9
APURIMAC,2010,MASCULINO,DE 13 A 18 AÑOS,23
APURIMAC,2010,MASCULINO,DE 19 A 25 AÑOS,40
APURIMAC,2010,MASCULINO,DE 26 A 60 AÑOS,29
APURIMAC,2010,MASCULINO,DE 60 A MÁS AÑOS,6
APURIMAC,2010,FEMENINO,DE 0 A 5 AÑOS,0
APURIMAC,2010,FEMENINO,DE 6 A 12 AÑOS,12
APURIMAC,2010,FEMENINO,DE 13 A 18 AÑOS,7
APURIMAC,2010,FEMENINO,DE 19 A 25 AÑOS,11
APURIMAC,2010,FEMENINO,DE 26 A 60 AÑOS,6
APURIMAC,2010,FEMENINO,DE 60 A MÁS AÑOS,4
APURIMAC,2011,MASCULINO,DE 0 A 5 AÑOS,1
APURIMAC,2011,MASCULINO,DE 6 A 12 AÑOS,13
APURIMAC,2011,MASCULINO,DE 13 A 18 AÑOS,15
APURIMAC,2011,MASCULINO,DE 19 A 25 AÑOS,18
APURIMAC,2011,MASCULINO,DE 26 A 60 AÑOS,23
APURIMAC,2011,MASCULINO,DE 60 A MÁS AÑOS,0
APURIMAC,2011,FEMENINO,DE 0 A 5 AÑOS,1
APURIMAC,2011,FEMENINO,DE 6 A 12 AÑOS,7
APURIMAC,2011,FEMENINO,DE 13 A 18 AÑOS,2
APURIMAC,2011,FEMENINO,DE 19 A 25 AÑOS,8
APURIMAC,2011,FEMENINO,DE 26 A 60 AÑOS,11
APURIMAC,2011,FEMENINO,DE 60 A MÁS AÑOS,0
