departamento,anio,sexo,grupo_etario,heridos
PIURA,2011,FEMENINO,DE 0 A 5 AÑOS,8
PIURA,2011,FEMENINO,DE 6 A 12 AÑOS,15
PIURA,2011,FEMENINO,DE 13 A 18 AÑOS,110
PIURA,2011,FEMENINO,DE 19 A 25 AÑOS,218
PIURA,2011,FEMENINO,DE 26 A 60 AÑOS,54
PIURA,2011,FEMENINO,DE 60 A MÁS AÑOS,20
PIURA,2012,MASCULINO,DE 0 A 5 AÑOS,120
PIURA,2012,MASCULINO,DE 6 A 12 AÑOS,148
PIURA,2012,MASCULINO,DE 13 A 18 AÑOS,140
PIURA,2012,MASCULINO,DE 19 A 25 AÑOS,557
PIURA,2012,MASCULINO,DE 26 A 60 AÑOS,400
PIURA,2012,MASCULINO,DE 60 A MÁS AÑOS,76
PIURA,2012,FEMENINO,DE 0 A 5 AÑOS,20
PIURA,2012,FEMENINO,DE 6 A 12 AÑOS,55
PIURA,2012,FEMENINO,DE 13 A 18 AÑOS,103
PIURA,2012,FEMENINO,DE 19 A 25 AÑOS,207
PIURA,2012,FEMENINO,DE 26 A 60 AÑOS,176
PIURA,2012,FEMENINO,DE 60 A MÁS AÑOS,16
PIURA,2013,MASCULINO,DE 0 A 5 AÑOS,76
PIURA,2013,MASCULINO,DE 6 A 12 AÑOS,108
PIURA,2013,MASCULINO,DE 13 A 18 AÑOS,292
PIURA,2013,MASCULINO,DE 19 A 25 AÑOS,559
PIURA,2013,MASCULINO,DE 26 A 60 AÑOS,588
PIURA,2013,MASCULINO,DE 60 A MÁS AÑOS,113
PIURA,2013,FEMENINO,DE 0 A 5 AÑOS,30
PIURA,2013,FEMENINO,DE 6 A 12 AÑOS,57
PIURA,2013,FEMENINO,DE 13 A 18 AÑOS,129
PIURA,2013,FEMENINO,DE 19 A 25 AÑOS,196
PIURA,2013,FEMENINO,DE 26 A 60 AÑOS,206
PIURA,2013,FEMENINO,DE 60 A MÁS AÑOS,28
PIURA,2014,MASCULINO,DE 0 A 5 AÑOS,66
PIURA,2014,MASCULINO,DE 6 A 12 AÑOS,184
PIURA,2014,MASCULINO,DE 13 A 18 AÑOS,214
PIURA,2014,MASCULINO,DE 19 A 25 AÑOS,494
PIURA,2014,MASCULINO,DE 26 A 60 AÑOS,753
PIURA,2014,MASCULINO,DE 60 A MÁS AÑOS,76
PIURA,2014,FEMENINO,DE 0 A 5 AÑOS,40
PIURA,2014,FEMENINO,DE 6 A 12 AÑOS,74
PIURA,2014,FEMENINO,DE 13 A 18 AÑOS,141
PIURA,2014,FEMENINO,DE 19 A 25 AÑOS,254
PIURA,2014,FEMENINO,DE 26 A 60 AÑOS,220
PIURA,2014,FEMENINO,DE 60 A MÁS AÑOS,16
PIURA,2015,MASCULINO,DE 0 A 5 AÑOS,31
PIURA,2015,MASCULINO,DE 6 A 12 AÑOS,69
PIURA,2015,MASCULINO,DE 13 A 18 AÑOS,220
PIURA,2015,MASCULINO,DE 19 A 25 AÑOS,697
PIURA,2015,MASCULINO,DE 26 A 60 AÑOS,810
PIURA,2015,MASCULINO,DE 60 A MÁS AÑOS,308
PIURA,2015,FEMENINO,DE 0 A 5 AÑOS,25
PIURA,2015,FEMENINO,DE 6 A 12 AÑOS,118
PIURA,2015,FEMENINO,DE 13 A 18 AÑOS,188
PIURA,2015,FEMENINO,DE 19 A 25 AÑOS,278
PIURA,2015,FEMENINO,DE 26 A 60 AÑOS,285
PIURA,2015,FEMENINO,DE 60 A MÁS AÑOS,31
PIURA,2016,MASCULINO,DE 0 A 5 AÑOS,37
PIURA,2016,MASCULINO,DE 6 A 12 AÑOS,42
PIURA,2016,MASCULINO,DE 13 A 18 AÑOS,131
PIURA,2016,MASCULINO,DE 19 A 25 AÑOS,616
PIURA,2016,MASCULINO,DE 26 A 60 AÑOS,934
PIURA,2016,MASCULINO,DE 60 A MÁS AÑOS,600
PIURA,2016,FEMENINO,DE 0 A 5 AÑOS,15
PIURA,2016,FEMENINO,DE 6 A 12 AÑOS,38
PIURA,2016,FEMENINO,DE 13 A 18 AÑOS,51
PIURA,2016,FEMENINO,DE 19 A 25 AÑOS,214
PIURA,2016,FEMENINO,DE 26 A 60 AÑOS,518
PIURA,2016,FEMENINO,DE 60 A MÁS AÑOS,10
PIURA,2017,MASCULINO,DE 0 A 5 AÑOS,15
PIURA,2017,MASCULINO,DE 6 A 12 AÑOS,63
PIURA,2017,MASCULINO,DE 13 A 18 AÑOS,69
PIURA,2017,MASCULINO,DE 19 A 25 AÑOS,540
PIURA,2017,MASCULINO,DE 26 A 60 AÑOS,621
PIURA,2017,MASCULINO,DE 60 A MÁS AÑOS,209
PIURA,2017,FEMENINO,DE 0 A 5 AÑOS,11
PIURA,2017,FEMENINO,DE 6 A 12 AÑOS,9
PIURA,2017,FEMENINO,DE 13 A 18 AÑOS,106
PIURA,2017,FEMENINO,DE 19 A 25 AÑOS,220
PIURA,2017,FEMENINO,DE 26 A 60 AÑOS,293
PIURA,2017,FEMENINO,DE 60 A MÁS AÑOS,14
PIURA,2018,MASCULINO,DE 0 A 5 AÑOS,27
PIURA,2018,MASCULINO,DE 6 A 11 AÑOS,39
PIURA,2018,MASCULINO,DE 12 A 17 AÑOS,84
PIURA,2018,MASCULINO,DE 18 A 29 AÑOS,671
PIURA,2018,MASCULINO,DE 30 A 59 AÑOS,658
PIURA,2018,MASCULINO,DE 60 A MÁS AÑOS,51
PIURA,2018,FEMENINO,DE 0 A 5 AÑOS,27
PIURA,2018,FEMENINO,DE 6 A 11 AÑOS,22
PIURA,2018,FEMENINO,DE 12 A 17 AÑOS,56
PIURA,2018,FEMENINO,DE 18 A 29 AÑOS,261
PIURA,2018,FEMENINO,DE 30 A 59 AÑOS,210
PIURA,2018,FEMENINO,DE 60 A MÁS AÑOS,21
PIURA,2019,MASCULINO,DE 0 A 5 AÑOS,25
PIURA,2019,MASCULINO,DE 6 A 11 AÑOS,59
PIURA,2019,MASCULINO,DE 12 A 17 AÑOS,73
PIURA,2019,MASCULINO,DE 18 A 29 AÑOS,885
PIURA,2019,MASCULINO,DE 30 A 59 AÑOS,1082
PIURA,2019,MASCULINO,DE 60 A MÁS AÑOS,86
PIURA,2019,FEMENINO,DE 0 A 5 AÑOS,24
PIURA,2019,FEMENINO,DE 6 A 11 AÑOS,33
PIURA,2019,FEMENINO,DE 12 A 17 AÑOS,38
PIURA,2019,FEMENINO,DE 18 A 29 AÑOS,306
PIURA,2019,FEMENINO,DE 30 A 59 AÑOS,351
PIURA,2019,FEMENINO,DE 60 A MÁS AÑOS,48
PIURA,2020,MASCULINO,DE 0 A 5 AÑOS,23
PIURA,2020,MASCULINO,DE 6 A 11 AÑOS,18
PIURA,2020,MASCULINO,DE 12 A 17 AÑOS,70
PIURA,2020,MASCULINO,DE 18 A 29 AÑOS,668
PIURA,2020,MASCULINO,DE 30 A 59 AÑOS,672
PIURA,2020,MASCULINO,DE 60 A MÁS AÑOS,84
PIURA,2020,FEMENINO,DE 0 A 5 AÑOS,35
PIURA,2020,FEMENINO,DE 6 A 11 AÑOS,23
PIURA,2020,FEMENINO,DE 12 A 17 AÑOS,40
PIURA,2020,FEMENINO,DE 18 A 29 AÑOS,230
PIURA,2020,FEMENINO,DE 30 A 59 AÑOS,245
PIURA,2020,FEMENINO,DE 60 A MÁS AÑOS,37
PIURA,2021,MASCULINO,DE 0 A 5 AÑOS,18
PIURA,2021,MASCULINO,DE 6 A 11 AÑOS,29
PIURA,2021,MASCULINO,DE 12 A 17 AÑOS,34
PIURA,2021,MASCULINO,DE 18 A 29 AÑOS,937
PIURA,2021,MASCULINO,DE 30 A 59 AÑOS,967
PIURA,2021,MASCULINO,DE 60 A MÁS AÑOS,124
PIURA,2021,FEMENINO,DE 0 A 5 AÑOS,20
PIURA,2021,FEMENINO,DE 6 A 11 AÑOS,19
PIURA,2021,FEMENINO,DE 12 A 17 AÑOS,33
PIURA,2021,FEMENINO,DE 18 A 29 AÑOS,277
PIURA,2021,FEMENINO,DE 30 A 59 AÑOS,301
PIURA,2021,FEMENINO,DE 60 A MÁS AÑOS,52
PIURA,2022,MASCULINO,DE 0 A 5 AÑOS,27
PIURA,2022,MASCULINO,DE 6 A 11 AÑOS,38
PIURA,2022,MASCULINO,DE 12 A 17 AÑOS,58
PIURA,2022,MASCULINO,DE 18 A 29 AÑOS,844
PIURA,2022,MASCULINO,DE 30 A 59 AÑOS,972
PIURA,2022,MASCULINO,DE 60 A MÁS AÑOS,147
PIURA,2022,FEMENINO,DE 0 A 5 AÑOS,20
PIURA,2022,FEMENINO,DE 6 A 11 AÑOS,22
PIURA,2022,FEMENINO,DE 12 A 17 AÑOS,35
PIURA,2022,FEMENINO,DE 18 A 29 AÑOS,319
PIURA,2022,FEMENINO,DE 30 A 59 AÑOS,299
PIURA,2022,FEMENINO,DE 60 A MÁS AÑOS,77
PIURA,2023,MASCULINO,DE 0 A 5 AÑOS,23
PIURA,2023,MASCULINO,DE 6 A 11 AÑOS,41
PIURA,2023,MASCULINO,DE 12 A 17 AÑOS,72
PIURA,2023,MASCULINO,DE 18 A 29 AÑOS,787
PIURA,2023,MASCULINO,DE 30 A 59 AÑOS,892
PIURA,2023,MASCULINO,DE 60 A MÁS AÑOS,84
PIURA,2023,FEMENINO,DE 0 A 5 AÑOS,14
PIURA,2023,FEMENINO,DE 6 A 11 AÑOS,16
PIURA,2023,FEMENINO,DE 12 A 17 AÑOS,48
PIURA,2023,FEMENINO,DE 18 A 29 AÑOS,361
PIURA,2023,FEMENINO,DE 30 A 59 AÑOS,258
PIURA,2023,FEMENINO,DE 60 A MÁS AÑOS,24
PIURA,2024,MASCULINO,DE 0 A 5 AÑOS,18
PIURA,2024,MASCULINO,DE 6 A 11 AÑOS,42
PIURA,2024,MASCULINO,DE 12 A 17 AÑOS,81
PIURA,2024,MASCULINO,DE 18 A 29 AÑOS,622
PIURA,2024,MASCULINO,DE 30 A 59 AÑOS,619
PIURA,2024,MASCULINO,DE 60 A MÁS AÑOS,66
PIURA,2024,FEMENINO,DE 0 A 5 AÑOS,11
PIURA,2024,FEMENINO,DE 6 A 11 AÑOS,27
PIURA,2024,FEMENINO,DE 12 A 17 AÑOS,37
PIURA,2024,FEMENINO,DE 18 A 29 AÑOS,267
PIURA,2024,FEMENINO,DE 30 A 59 AÑOS,243
PIURA,2024,FEMENINO,DE 60 A MÁS AÑOS,33
PUNO,2008,MASCULINO,MENOR DE 18 AÑOS,46
PUNO,2008,MASCULINO,MAYOR DE 18 AÑOS,376
PUNO,2008,FEMENINO,MENOR DE 18 AÑOS,31
PUNO,2008,FEMENINO,MAYOR DE 18 AÑOS,204
PUNO,2009,MASCULINO,MENOR DE 18 AÑOS,150
PUNO,2009,MASCULINO,MAYOR DE 18 AÑOS,394
PUNO,2009,FEMENINO,MENOR DE 18 AÑOS,76
PUNO,2009,FEMENINO,MAYOR DE 18 AÑOS,198
PUNO,2010,MASCULINO,DE 0 A 5 AÑOS,7
PUNO,2010,MASCULINO,DE 6 A 12 AÑOS,20
PUNO,2010,MASCULINO,DE 13 A 18 AÑOS,97
PUNO,2010,MASCULINO,DE 19 A 25 AÑOS,183
PUNO,2010,MASCULINO,DE 26 A 60 AÑOS,56
PUNO,2010,MASCULINO,DE 60 A MÁS AÑOS,11
PUNO,2010,FEMENINO,DE 0 A 5 AÑOS,0
PUNO,2010,FEMENINO,DE 6 A 12 AÑOS,21
PUNO,2010,FEMENINO,DE 13 A 18 AÑOS,47
PUNO,2010,FEMENINO,DE 19 A 25 AÑOS,86
PUNO,2010,FEMENINO,DE 26 A 60 AÑOS,5
PUNO,2010,FEMENINO,DE 60 A MÁS AÑOS,0
PUNO,2011,MASCULINO,DE 0 A 5 AÑOS,11
PUNO,2011,MASCULINO,DE 6 A 12 AÑOS,9
PUNO,2011,MASCULINO,DE 13 A 18 AÑOS,54
PUNO,2011,MASCULINO,DE 19 A 25 AÑOS,327
PUNO,2011,MASCULINO,DE 26 A 60 AÑOS,539
PUNO,2011,MASCULINO,DE 60 A MÁS AÑOS,89
PUNO,2011,FEMENINO,DE 0 A 5 AÑOS,20
PUNO,2011,FEMENINO,DE 6 A 12 AÑOS,33
PUNO,2011,FEMENINO,DE 13 A 18 AÑOS,37
PUNO,2011,FEMENINO,DE 19 A 25 AÑOS,63
PUNO,2011,FEMENINO,DE 26 A 60 AÑOS,67
PUNO,2011,FEMENINO,DE 60 A MÁS AÑOS,5
PUNO,2012,MASCULINO,DE 0 A 5 AÑOS,55
PUNO,2012,MASCULINO,DE 6 A 12 AÑOS,15
PUNO,2012,MASCULINO,DE 13 A 18 AÑOS,51
PUNO,2012,MASCULINO,DE 19 A 25 AÑOS,328
PUNO,2012,MASCULINO,DE 26 A 60 AÑOS,81
PUNO,2012,MASCULINO,DE 60 A MÁS AÑOS,26
PUNO,2012,FEMENINO,DE 0 A 5 AÑOS,9
PUNO,2012,FEMENINO,DE 6 A 12 AÑOS,11
PUNO,2012,FEMENINO,DE 13 A 18 AÑOS,97
PUNO,2012,FEMENINO,DE 19 A 25 AÑOS,98
PUNO,2012,FEMENINO,DE 26 A 60 AÑOS,19
PUNO,2012,FEMENINO,DE 60 A MÁS AÑOS,12
PUNO,2013,MASCULINO,DE 0 A 5 AÑOS,3
PUNO,2013,MASCULINO,DE 6 A 12 AÑOS,13
PUNO,2013,MASCULINO,DE 13 A 18 AÑOS,67
PUNO,2013,MASCULINO,DE 19 A 25 AÑOS,347
PUNO,2013,MASCULINO,DE 26 A 60 AÑOS,140
PUNO,2013,MASCULINO,DE 60 A MÁS AÑOS,31
PUNO,2013,FEMENINO,DE 0 A 5 AÑOS,4
PUNO,2013,FEMENINO,DE 6 A 12 AÑOS,13
PUNO,2013,FEMENINO,DE 13 A 18 AÑOS,20
PUNO,2013,FEMENINO,DE 19 A 25 AÑOS,50
PUNO,2013,FEMENINO,DE 26 A 60 AÑOS,30
PUNO,2013,FEMENINO,DE 60 A MÁS AÑOS,4
PUNO,2014,MASCULINO,DE 0 A 5 AÑOS,21
PUNO,2014,MASCULINO,DE 6 A 12 AÑOS,43
PUNO,2014,MASCULINO,DE 13 A 18 AÑOS,70
PUNO,2014,MASCULINO,DE 19 A 25 AÑOS,149
PUNO,2014,MASCULINO,DE 26 A 60 AÑOS,302
PUNO,2014,MASCULINO,DE 60 A MÁS AÑOS,22
PUNO,2014,FEMENINO,DE 0 A 5 AÑOS,32
PUNO,2014,FEMENINO,DE 6 A 12 AÑOS,29
PUNO,2014,FEMENINO,DE 13 A 18 AÑOS,54
PUNO,2014,FEMENINO,DE 19 A 25 AÑOS,53
PUNO,2014,FEMENINO,DE 26 A 60 AÑOS,142
PUNO,2014,FEMENINO,DE 60 A MÁS AÑOS,24
PUNO,2015,MASCULINO,DE 0 A 5 AÑOS,21
PUNO,2015,MASCULINO,DE 6 A 12 AÑOS,52
PUNO,2015,MASCULINO,DE 13 A 18 AÑOS,62
PUNO,2015,MASCULINO,DE 19 A 25 AÑOS,238
PUNO,2015,MASCULINO,DE 26 A 60 AÑOS,392
PUNO,2015,MASCULINO,DE 60 A MÁS AÑOS,33
PUNO,2015,FEMENINO,DE 0 A 5 AÑOS,28
PUNO,2015,FEMENINO,DE 6 A 12 AÑOS,32
PUNO,2015,FEMENINO,DE 13 A 18 AÑOS,48
PUNO,2015,FEMENINO,DE 19 A 25 AÑOS,84
PUNO,2015,FEMENINO,DE 26 A 60 AÑOS,179
PUNO,2015,FEMENINO,DE 60 A MÁS AÑOS,19
PUNO,2016,MASCULINO,DE 0 A 5 AÑOS,30
PUNO,2016,MASCULINO,DE 6 A 12 AÑOS,40
PUNO,2016,MASCULINO,DE 13 A 18 AÑOS,60
PUNO,2016,MASCULINO,DE 19 A 25 AÑOS,285
PUNO,2016,MASCULINO,DE 26 A 60 AÑOS,303
PUNO,2016,MASCULINO,DE 60 A MÁS AÑOS,27
PUNO,2016,FEMENINO,DE 0 A 5 AÑOS,30
PUNO,2016,FEMENINO,DE 6 A 12 AÑOS,63
PUNO,2016,FEMENINO,DE 13 A 18 AÑOS,62
PUNO,2016,FEMENINO,DE 19 A 25 AÑOS,69
PUNO,2016,FEMENINO,DE 26 A 60 AÑOS,119
PUNO,2016,FEMENINO,DE 60 A MÁS AÑOS,10
PUNO,2017,MASCULINO,DE 0 A 5 AÑOS,22
PUNO,2017,MASCULINO,DE 6 A 12 AÑOS,20
PUNO,2017,MASCULINO,DE 13 A 18 AÑOS,27
PUNO,2017,MASCULINO,DE 19 A 25 AÑOS,190
PUNO,2017,MASCULINO,DE 26 A 60 AÑOS,363
PUNO,2017,MASCULINO,DE 60 A MÁS AÑOS,31
PUNO,2017,FEMENINO,DE 0 A 5 AÑOS,15
PUNO,2017,FEMENINO,DE 6 A 12 AÑOS,23
PUNO,2017,FEMENINO,DE 13 A 18 AÑOS,25
PUNO,2017,FEMENINO,DE 19 A 25 AÑOS,68
PUNO,2017,FEMENINO,DE 26 A 60 AÑOS,133
PUNO,2017,FEMENINO,DE 60 A MÁS AÑOS,30
PUNO,2018,MASCULINO,DE 0 A 5 AÑOS,12
PUNO,2018,MASCULINO,DE 6 A 11 AÑOS,21
PUNO,2018,MASCULINO,DE 12 A 17 AÑOS,71
PUNO,2018,MASCULINO,DE 18 A 29 AÑOS,245
PUNO,2018,MASCULINO,DE 30 A 59 AÑOS,269
PUNO,2018,MASCULINO,DE 60 A MÁS AÑOS,37
PUNO,2018,FEMENINO,DE 0 A 5 AÑOS,16
PUNO,2018,FEMENINO,DE 6 A 11 AÑOS,35
PUNO,2018,FEMENINO,DE 12 A 17 AÑOS,46
PUNO,2018,FEMENINO,DE 18 A 29 AÑOS,160
PUNO,2018,FEMENINO,DE 30 A 59 AÑOS,153
PUNO,2018,FEMENINO,DE 60 A MÁS AÑOS,21
PUNO,2019,MASCULINO,DE 0 A 5 AÑOS,16
PUNO,2019,MASCULINO,DE 6 A 11 AÑOS,34
PUNO,2019,MASCULINO,DE 12 A 17 AÑOS,87
PUNO,2019,MASCULINO,DE 18 A 29 AÑOS,248
PUNO,2019,MASCULINO,DE 30 A 59 AÑOS,333
PUNO,2019,MASCULINO,DE 60 A MÁS AÑOS,34
PUNO,2019,FEMENINO,DE 0 A 5 AÑOS,12
PUNO,2019,FEMENINO,DE 6 A 11 AÑOS,38
PUNO,2019,FEMENINO,DE 12 A 17 AÑOS,54
PUNO,2019,FEMENINO,DE 18 A 29 AÑOS,169
PUNO,2019,FEMENINO,DE 30 A 59 AÑOS,140
PUNO,2019,FEMENINO,DE 60 A MÁS AÑOS,11
PUNO,2020,MASCULINO,DE 0 A 5 AÑOS,4
PUNO,2020,MASCULINO,DE 6 A 11 AÑOS,13
PUNO,2020,MASCULINO,DE 12 A 17 AÑOS,29
PUNO,2020,MASCULINO,DE 18 A 29 AÑOS,132
PUNO,2020,MASCULINO,DE 30 A 59 AÑOS,149
PUNO,2020,MASCULINO,DE 60 A MÁS AÑOS,12
PUNO,2020,FEMENINO,DE 0 A 5 AÑOS,1
PUNO,2020,FEMENINO,DE 6 A 11 AÑOS,3
PUNO,2020,FEMENINO,DE 12 A 17 AÑOS,22
PUNO,2020,FEMENINO,DE 18 A 29 AÑOS,39
PUNO,2020,FEMENINO,DE 30 A 59 AÑOS,61
PUNO,2020,FEMENINO,DE 60 A MÁS AÑOS,6
PUNO,2021,MASCULINO,DE 0 A 5 AÑOS,4
PUNO,2021,MASCULINO,DE 6 A 11 AÑOS,14
PUNO,2021,MASCULINO,DE 12 A 17 AÑOS,42
PUNO,2021,MASCULINO,DE 18 A 29 AÑOS,227
PUNO,2021,MASCULINO,DE 30 A 59 AÑOS,260
PUNO,2021,MASCULINO,DE 60 A MÁS AÑOS,27
PUNO,2021,FEMENINO,DE 0 A 5 AÑOS,6
PUNO,2021,FEMENINO,DE 6 A 11 AÑOS,12
PUNO,2021,FEMENINO,DE 12 A 17 AÑOS,25
PUNO,2021,FEMENINO,DE 18 A 29 AÑOS,85
PUNO,2021,FEMENINO,DE 30 A 59 AÑOS,99
PUNO,2021,FEMENINO,DE 60 A MÁS AÑOS,7
PUNO,2022,MASCULINO,DE 0 A 5 AÑOS,11
PUNO,2022,MASCULINO,DE 6 A 11 AÑOS,21
PUNO,2022,MASCULINO,DE 12 A 17 AÑOS,66
PUNO,2022,MASCULINO,DE 18 A 29 AÑOS,202
PUNO,2022,MASCULINO,DE 30 A 59 AÑOS,294
PUNO,2022,MASCULINO,DE 60 A MÁS AÑOS,63
PUNO,2022,FEMENINO,DE 0 A 5 AÑOS,10
PUNO,2022,FEMENINO,DE 6 A 11 AÑOS,15
PUNO,2022,FEMENINO,DE 12 A 17 AÑOS,42
PUNO,2022,FEMENINO,DE 18 A 29 AÑOS,94
PUNO,2022,FEMENINO,DE 30 A 59 AÑOS,111
PUNO,2022,FEMENINO,DE 60 A MÁS AÑOS,17
PUNO,2023,MASCULINO,DE 0 A 5 AÑOS,9
PUNO,2023,MASCULINO,DE 6 A 11 AÑOS,19
PUNO,2023,MASCULINO,DE 12 A 17 AÑOS,62
PUNO,2023,MASCULINO,DE 18 A 29 AÑOS,191
PUNO,2023,MASCULINO,DE 30 A 59 AÑOS,296
PUNO,2023,MASCULINO,DE 60 A MÁS AÑOS,19
PUNO,2023,FEMENINO,DE 0 A 5 AÑOS,14
PUNO,2023,FEMENINO,DE 6 A 11 AÑOS,11
PUNO,2023,FEMENINO,DE 12 A 17 AÑOS,19
PUNO,2023,FEMENINO,DE 18 A 29 AÑOS,98
PUNO,2023,FEMENINO,DE 30 A 59 AÑOS,105
PUNO,2023,FEMENINO,DE 60 A MÁS AÑOS,21
PUNO,2024,MASCULINO,DE 0 A 5 AÑOS,8
PUNO,2024,MASCULINO,DE 6 A 11 AÑOS,12
PUNO,2024,MASCULINO,DE 12 A 17 AÑOS,40
PUNO,2024,MASCULINO,DE 18 A 29 AÑOS,250
PUNO,2024,MASCULINO,DE 30 A 59 AÑOS,354
PUNO,2024,MASCULINO,DE 60 A MÁS AÑOS,32
PUNO,2024,FEMENINO,DE 0 A 5 AÑOS,11
PUNO,2024,FEMENINO,DE 6 A 11 AÑOS,9
PUNO,2024,FEMENINO,DE 12 A 17 AÑOS,34
PUNO,2024,FEMENINO,DE 18 A 29 AÑOS,79
PUNO,2024,FEMENINO,DE 30 A 59 AÑOS,142
PUNO,2024,FEMENINO,DE 60 A MÁS AÑOS,26
SAN MARTIN,2008,MASCULINO,MENOR DE 18 AÑOS,60
SAN MARTIN,2008,MASCULINO,MAYOR DE 18 AÑOS,389
SAN MARTIN,2008,FEMENINO,MENOR DE 18 AÑOS,26
SAN MARTIN,2008,FEMENINO,MAYOR DE 18 AÑOS,127
SAN MARTIN,2009,MASCULINO,MENOR DE 18 AÑOS,68
SAN MARTIN,2009,MASCULINO,MAYOR DE 18 AÑOS,327
SAN MARTIN,2009,FEMENINO,MENOR DE 18 AÑOS,36
SAN MARTIN,2009,FEMENINO,MAYOR DE 18 AÑOS,137
SAN MARTIN,2010,MASCULINO,DE 0 A 5 AÑOS,11
SAN MARTIN,2010,MASCULINO,DE 6 A 12 AÑOS,24
SAN MARTIN,2010,MASCULINO,DE 13 A 18 AÑOS,87
SAN MARTIN,2010,MASCULINO,DE 19 A 25 AÑOS,300
SAN MARTIN,2010,MASCULINO,DE 26 A 60 AÑOS,279
SAN MARTIN,2010,MASCULINO,DE 60 A MÁS AÑOS,24
SAN MARTIN,2010,FEMENINO,DE 0 A 5 AÑOS,8
SAN MARTIN,2010,FEMENINO,DE 6 A 12 AÑOS,13
SAN MARTIN,2010,FEMENINO,DE 13 A 18 AÑOS,44
SAN MARTIN,2010,FEMENINO,DE 19 A 25 AÑOS,97
SAN MARTIN,2010,FEMENINO,DE 26 A 60 AÑOS,82
SAN MARTIN,2010,FEMENINO,DE 60 A MÁS AÑOS,8
SAN MARTIN,2011,MASCULINO,DE 0 A 5 AÑOS,26
SAN MARTIN,2011,MASCULINO,DE 6 A 12 AÑOS,24
SAN MARTIN,2011,MASCULINO,DE 13 A 18 AÑOS,105
SAN MARTIN,2011,MASCULINO,DE 19 A 25 AÑOS,437
SAN MARTIN,2011,MASCULINO,DE 26 A 60 AÑOS,247
SAN MARTIN,2011,MASCULINO,DE 60 A MÁS AÑOS,27
SAN MARTIN,2011,FEMENINO,DE 0 A 5 AÑOS,3
SAN MARTIN,2011,FEMENINO,DE 6 A 12 AÑOS,13
SAN MARTIN,2011,FEMENINO,DE 13 A 18 AÑOS,52
SAN MARTIN,2011,FEMENINO,DE 19 A 25 AÑOS,135
SAN MARTIN,2011,FEMENINO,DE 26 A 60 AÑOS,98
SAN MARTIN,2011,FEMENINO,DE 60 A MÁS AÑOS,7
SAN MARTIN,2012,MASCULINO,DE 0 A 5 AÑOS,32
SAN MARTIN,2012,MASCULINO,DE 6 A 12 AÑOS,16
SAN MARTIN,2012,MASCULINO,DE 13 A 18 AÑOS,96
SAN MARTIN,2012,MASCULINO,DE 19 A 25 AÑOS,411
SAN MARTIN,2012,MASCULINO,DE 26 A 60 AÑOS,367
SAN MARTIN,2012,MASCULINO,DE 60 A MÁS AÑOS,22
SAN MARTIN,2012,FEMENINO,DE 0 A 5 AÑOS,11
SAN MARTIN,2012,FEMENINO,DE 6 A 12 AÑOS,22
SAN MARTIN,2012,FEMENINO,DE 13 A 18 AÑOS,55
SAN MARTIN,2012,FEMENINO,DE 19 A 25 AÑOS,134
SAN MARTIN,2012,FEMENINO,DE 26 A 60 AÑOS,101
SAN MARTIN,2012,FEMENINO,DE 60 A MÁS AÑOS,10
SAN MARTIN,2013,MASCULINO,DE 0 A 5 AÑOS,25
SAN MARTIN,2013,MASCULINO,DE 6 A 12 AÑOS,41
SAN MARTIN,2013,MASCULINO,DE 13 A 18 AÑOS,159
SAN MARTIN,2013,MASCULINO,DE 19 A 25 AÑOS,465
SAN MARTIN,2013,MASCULINO,DE 26 A 60 AÑOS,342
SAN MARTIN,2013,MASCULINO,DE 60 A MÁS AÑOS,45
SAN MARTIN,2013,FEMENINO,DE 0 A 5 AÑOS,6
SAN MARTIN,2013,FEMENINO,DE 6 A 12 AÑOS,36
SAN MARTIN,2013,FEMENINO,DE 13 A 18 AÑOS,77
SAN MARTIN,2013,FEMENINO,DE 19 A 25 AÑOS,219
SAN MARTIN,2013,FEMENINO,DE 26 A 60 AÑOS,76
SAN MARTIN,2013,FEMENINO,DE 60 A MÁS AÑOS,15
SAN MARTIN,2014,MASCULINO,DE 0 A 5 AÑOS,39
SAN MARTIN,2014,MASCULINO,DE 6 A 12 AÑOS,27
SAN MARTIN,2014,MASCULINO,DE 13 A 18 AÑOS,75
SAN MARTIN,2014,MASCULINO,DE 19 A 25 AÑOS,365
SAN MARTIN,2014,MASCULINO,DE 26 A 60 AÑOS,601
SAN MARTIN,2014,MASCULINO,DE 60 A MÁS AÑOS,39
SAN MARTIN,2014,FEMENINO,DE 0 A 5 AÑOS,27
SAN MARTIN,2014,FEMENINO,DE 6 A 12 AÑOS,11
SAN MARTIN,2014,FEMENINO,DE 13 A 18 AÑOS,39
SAN MARTIN,2014,FEMENINO,DE 19 A 25 AÑOS,139
SAN MARTIN,2014,FEMENINO,DE 26 A 60 AÑOS,161
SAN MARTIN,2014,FEMENINO,DE 60 A MÁS AÑOS,12
SAN MARTIN,2015,MASCULINO,DE 0 A 5 AÑOS,47
SAN MARTIN,2015,MASCULINO,DE 6 A 12 AÑOS,36
SAN MARTIN,2015,MASCULINO,DE 13 A 18 AÑOS,93
SAN MARTIN,2015,MASCULINO,DE 19 A 25 AÑOS,350
SAN MARTIN,2015,MASCULINO,DE 26 A 60 AÑOS,521
SAN MARTIN,2015,MASCULINO,DE 60 A MÁS AÑOS,26
SAN MARTIN,2015,FEMENINO,DE 0 A 5 AÑOS,12
