departamento,anio,atributo,conductores
CAJAMARCA,2013,LICENCIA PARTICULAR,1358
CAJAMARCA,2013,LICENCIA MILITAR,48
CAJAMARCA,2013,SIN LICENCIA,862
CAJAMARCA,2013,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),247
CAJAMARCA,2014,MASCULINO MENOR DE 18 AÑOS,115
CAJAMARCA,2014,MASCULINO ENTRE 19 A 25 AÑOS,979
CAJAMARCA,2014,MASCULINO ENTRE 26 Y 60 AÑOS,1585
CAJAMARCA,2014,MASCULINO ENTRE 60 AÑOS A MÁS,285
CAJAMARCA,2014,FEMENINO MENOR DE 18 AÑOS,26
CAJAMARCA,2014,FEMENINO ENTRE 19 A 25 AÑOS,51
CAJAMARCA,2014,FEMENINO ENTRE 26 A 60 AÑOS,40
CAJAMARCA,2014,FEMENINO ENTRE 60 AÑOS A MÁS,4
CAJAMARCA,2014,LICENCIA PROFESIONAL,1449
CAJAMARCA,2014,LICENCIA PARTICULAR,639
CAJAMARCA,2014,LICENCIA MILITAR,23
CAJAMARCA,2014,SIN LICENCIA,327
CAJAMARCA,2014,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),647
CAJAMARCA,2015,MASCULINO MENOR DE 18 AÑOS,57
CAJAMARCA,2015,MASCULINO ENTRE 19 A 25 AÑOS,603
CAJAMARCA,2015,MASCULINO ENTRE 26 Y 60 AÑOS,1033
CAJAMARCA,2015,MASCULINO ENTRE 60 AÑOS A MÁS,164
CAJAMARCA,2015,FEMENINO MENOR DE 18 AÑOS,7
CAJAMARCA,2015,FEMENINO ENTRE 19 A 25 AÑOS,18
CAJAMARCA,2015,FEMENINO ENTRE 26 A 60 AÑOS,36
CAJAMARCA,2015,FEMENINO ENTRE 60 AÑOS A MÁS,6
CAJAMARCA,2015,SE DESCONOCE POR FUGA,0
CAJAMARCA,2015,LICENCIA PROFESIONAL,1039
CAJAMARCA,2015,LICENCIA PARTICULAR,202
CAJAMARCA,2015,LICENCIA MILITAR,4
CAJAMARCA,2015,SIN LICENCIA,127
CAJAMARCA,2015,LICENCIA DE VEHÍCULO MENOR,492
CAJAMARCA,2015,LICENCIA EXTRANJERA,11
CAJAMARCA,2015,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),49
CAJAMARCA,2016,MASCULINO MENOR DE 18 AÑOS,38
CAJAMARCA,2016,MASCULINO ENTRE 19 A 25 AÑOS,394
CAJAMARCA,2016,MASCULINO ENTRE 26 Y 60 AÑOS,885
CAJAMARCA,2016,MASCULINO ENTRE 60 AÑOS A MÁS,190
CAJAMARCA,2016,FEMENINO MENOR DE 18 AÑOS,27
CAJAMARCA,2016,FEMENINO ENTRE 19 A 25 AÑOS,93
CAJAMARCA,2016,FEMENINO ENTRE 26 A 60 AÑOS,86
CAJAMARCA,2016,FEMENINO ENTRE 60 AÑOS A MÁS,11
CAJAMARCA,2016,SE DESCONOCE POR FUGA,4
CAJAMARCA,2016,LICENCIA PROFESIONAL,704
CAJAMARCA,2016,LICENCIA PARTICULAR,457
CAJAMARCA,2016,LICENCIA MILITAR,19
CAJAMARCA,2016,SIN LICENCIA,207
CAJAMARCA,2016,LICENCIA DE VEHÍCULO MENOR,250
CAJAMARCA,2016,LICENCIA EXTRANJERA,4
CAJAMARCA,2016,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),87
CAJAMARCA,2017,MASCULINO MENOR ENTRE 13 Y 18 AÑOS,102
CAJAMARCA,2017,MASCULINO ENTRE 19 A 25 AÑOS,614
CAJAMARCA,2017,MASCULINO ENTRE 26 Y 60 AÑOS,1662
CAJAMARCA,2017,MASCULINO ENTRE 60 AÑOS A MÁS,129
CAJAMARCA,2017,FEMENINO MENOR ENTRE 13 Y 18 AÑOS,20
CAJAMARCA,2017,FEMENINO ENTRE 19 A 25 AÑOS,43
CAJAMARCA,2017,FEMENINO ENTRE 26 A 60 AÑOS,98
CAJAMARCA,2017,FEMENINO ENTRE 60 AÑOS A MÁS,6
CAJAMARCA,2017,SE DESCONOCE POR FUGA,48
CAJAMARCA,2017,LICENCIA PROFESIONAL,854
CAJAMARCA,2017,LICENCIA PARTICULAR,598
CAJAMARCA,2017,LICENCIA MILITAR,29
CAJAMARCA,2017,SIN LICENCIA,220
CAJAMARCA,2017,LICENCIA DE VEHÍCULO MENOR,888
CAJAMARCA,2017,LICENCIA EXTRANJERA,27
CAJAMARCA,2017,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),106
CAJAMARCA,2018,ENTRE 12 Y 17 AÑOS,49
CAJAMARCA,2018,ENTRE 18 A 29 AÑOS,931
CAJAMARCA,2018,ENTRE 30 Y 59 AÑOS,1739
CAJAMARCA,2018,ENTRE 60 AÑOS A MÁS,93
CAJAMARCA,2018,ENTRE 12 Y 17 AÑOS,3
CAJAMARCA,2018,ENTRE 18 A 29 AÑOS,45
CAJAMARCA,2018,ENTRE 30 Y 59 AÑOS,63
CAJAMARCA,2018,ENTRE 60 AÑOS A MÁS,11
CAJAMARCA,2018,LICENCIA PROFESIONAL,1046
CAJAMARCA,2018,LICENCIA PARTICULAR,616
CAJAMARCA,2018,LICENCIA MILITAR,8
CAJAMARCA,2018,SIN LICENCIA,333
CAJAMARCA,2018,LICENCIA DE VEHÍCULO MENOR,950
CAJAMARCA,2018,LICENCIA EXTRANJERA,3
CAJAMARCA,2019,ENTRE 12 Y 17 AÑOS,50
CAJAMARCA,2019,ENTRE 18 A 29 AÑOS,1096
CAJAMARCA,2019,ENTRE 30 Y 59 AÑOS,1505
CAJAMARCA,2019,ENTRE 60 AÑOS A MÁS,121
CAJAMARCA,2019,ENTRE 12 Y 17 AÑOS,5
CAJAMARCA,2019,ENTRE 18 A 29 AÑOS,131
CAJAMARCA,2019,ENTRE 30 Y 59 AÑOS,108
CAJAMARCA,2019,ENTRE 60 AÑOS A MÁS,5
CAJAMARCA,2019,LICENCIA PROFESIONAL,1010
CAJAMARCA,2019,LICENCIA PARTICULAR,586
CAJAMARCA,2019,LICENCIA MILITAR,5
CAJAMARCA,2019,SIN LICENCIA,334
CAJAMARCA,2019,LICENCIA DE VEHÍCULO MENOR,1125
CAJAMARCA,2019,LICENCIA EXTRANJERA,3
CAJAMARCA,2020,ENTRE 12 Y 17 AÑOS,16
CAJAMARCA,2020,ENTRE 18 A 29 AÑOS,617
CAJAMARCA,2020,ENTRE 30 Y 59 AÑOS,984
CAJAMARCA,2020,ENTRE 60 AÑOS A MÁS,50
CAJAMARCA,2020,ENTRE 12 Y 17 AÑOS,0
CAJAMARCA,2020,ENTRE 18 A 29 AÑOS,16
CAJAMARCA,2020,ENTRE 30 Y 59 AÑOS,33
CAJAMARCA,2020,ENTRE 60 AÑOS A MÁS,0
CAJAMARCA,2020,LICENCIA PROFESIONAL,517
CAJAMARCA,2020,LICENCIA PARTICULAR,530
CAJAMARCA,2020,LICENCIA MILITAR,5
CAJAMARCA,2020,SIN LICENCIA,210
CAJAMARCA,2020,LICENCIA DE VEHÍCULO MENOR,462
CAJAMARCA,2020,LICENCIA EXTRANJERA,3
CAJAMARCA,2021,ENTRE 12 Y 17 AÑOS,36
CAJAMARCA,2021,ENTRE 18 A 29 AÑOS,665
CAJAMARCA,2021,ENTRE 30 Y 59 AÑOS,1543
CAJAMARCA,2021,ENTRE 60 AÑOS A MÁS,117
CAJAMARCA,2021,ENTRE 12 Y 17 AÑOS,5
CAJAMARCA,2021,ENTRE 18 A 29 AÑOS,74
CAJAMARCA,2021,ENTRE 30 Y 59 AÑOS,105
CAJAMARCA,2021,ENTRE 60 AÑOS A MÁS,28
CAJAMARCA,2021,LICENCIA PROFESIONAL,730
CAJAMARCA,2021,LICENCIA PARTICULAR,734
CAJAMARCA,2021,LICENCIA MILITAR,50
CAJAMARCA,2021,SIN LICENCIA,394
CAJAMARCA,2021,LICENCIA DE VEHÍCULO MENOR,672
CAJAMARCA,2021,LICENCIA EXTRANJERA,3
CAJAMARCA,2022,ENTRE 12 Y 17 AÑOS,16
CAJAMARCA,2022,ENTRE 18 A 29 AÑOS,871
CAJAMARCA,2022,ENTRE 30 Y 59 AÑOS,1632
CAJAMARCA,2022,ENTRE 60 AÑOS A MÁS,68
CAJAMARCA,2022,ENTRE 12 Y 17 AÑOS,1
CAJAMARCA,2022,ENTRE 18 A 29 AÑOS,84
CAJAMARCA,2022,ENTRE 30 Y 59 AÑOS,134
CAJAMARCA,2022,ENTRE 60 AÑOS A MÁS,11
CAJAMARCA,2022,LICENCIA PROFESIONAL,799
CAJAMARCA,2022,LICENCIA PARTICULAR,857
CAJAMARCA,2022,LICENCIA MILITAR,0
CAJAMARCA,2022,SIN LICENCIA,380
CAJAMARCA,2022,LICENCIA DE VEHÍCULO MENOR,791
CAJAMARCA,2022,LICENCIA EXTRANJERA,2
CAJAMARCA,2023,ENTRE 12 Y 17 AÑOS,28
CAJAMARCA,2023,ENTRE 18 A 29 AÑOS,628
CAJAMARCA,2023,ENTRE 30 Y 59 AÑOS,1490
CAJAMARCA,2023,ENTRE 60 AÑOS A MÁS,133
CAJAMARCA,2023,ENTRE 12 Y 17 AÑOS,3
CAJAMARCA,2023,ENTRE 18 A 29 AÑOS,191
CAJAMARCA,2023,ENTRE 30 Y 59 AÑOS,160
CAJAMARCA,2023,ENTRE 60 AÑOS A MÁS,108
CAJAMARCA,2023,LICENCIA PROFESIONAL,813
CAJAMARCA,2023,LICENCIA PARTICULAR,794
CAJAMARCA,2023,LICENCIA MILITAR,9
CAJAMARCA,2023,SIN LICENCIA,669
CAJAMARCA,2023,LICENCIA DE VEHÍCULO MENOR,0
CAJAMARCA,2023,LICENCIA EXTRANJERA,484
CAJAMARCA,2024,ENTRE 12 Y 17 AÑOS,44
CAJAMARCA,2024,ENTRE 18 A 29 AÑOS,840
CAJAMARCA,2024,ENTRE 30 Y 59 AÑOS,1623
CAJAMARCA,2024,ENTRE 60 AÑOS A MÁS,164
CAJAMARCA,2024,ENTRE 12 Y 17 AÑOS,2
CAJAMARCA,2024,ENTRE 18 A 29 AÑOS,65
CAJAMARCA,2024,ENTRE 30 Y 59 AÑOS,104
CAJAMARCA,2024,ENTRE 60 AÑOS A MÁS,1
CAJAMARCA,2024,LICENCIA PROFESIONAL,653
CAJAMARCA,2024,LICENCIA PARTICULAR,693
CAJAMARCA,2024,LICENCIA MILITAR,17
CAJAMARCA,2024,SIN LICENCIA,507
CAJAMARCA,2024,LICENCIA DE VEHÍCULO MENOR,5
CAJAMARCA,2024,LICENCIA EXTRANJERA,1022
CALLAO,2008,MASCULINO MENOR DE 18 AÑOS,125
CALLAO,2008,MASCULINO MAYOR DE 18 AÑOS,3914
CALLAO,2008,FEMENINO MENOR DE 18 AÑOS,5
CALLAO,2008,FEMENINO MAYOR DE 18 AÑOS,199
CALLAO,2008,LICENCIA PROFESIONAL,2791
CALLAO,2008,LICENCIA PARTICULAR,1022
CALLAO,2008,LICENCIA MILITAR,75
CALLAO,2008,SIN LICENCIA,297
CALLAO,2008,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),58
CALLAO,2009,MASCULINO MENOR DE 18 AÑOS,173
CALLAO,2009,MASCULINO MAYOR DE 18 AÑOS,3864
CALLAO,2009,FEMENINO MENOR DE 18 AÑOS,2
CALLAO,2009,FEMENINO MAYOR DE 18 AÑOS,184
CALLAO,2009,LICENCIA PROFESIONAL,2382
CALLAO,2009,LICENCIA PARTICULAR,1428
CALLAO,2009,LICENCIA MILITAR,49
CALLAO,2009,SIN LICENCIA,305
CALLAO,2009,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),59
CALLAO,2010,MASCULINO MENOR DE 18 AÑOS,100
CALLAO,2010,MASCULINO ENTRE 19 A 25 AÑOS,1203
CALLAO,2010,MASCULINO ENTRE 26 Y 60 AÑOS,2253
CALLAO,2010,MASCULINO ENTRE 60 AÑOS A MÁS,208
CALLAO,2010,FEMENINO MENOR DE 18 AÑOS,1
CALLAO,2010,FEMENINO ENTRE 19 A 25 AÑOS,49
CALLAO,2010,FEMENINO ENTRE 26 A 60 AÑOS,122
CALLAO,2010,FEMENINO ENTRE 60 AÑOS A MÁS,6
CALLAO,2010,LICENCIA PROFESIONAL,2255
CALLAO,2010,LICENCIA PARTICULAR,1257
CALLAO,2010,LICENCIA MILITAR,45
CALLAO,2010,SIN LICENCIA,308
CALLAO,2010,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),77
CALLAO,2011,MASCULINO MENOR DE 18 AÑOS,55
CALLAO,2011,MASCULINO ENTRE 19 A 25 AÑOS,1069
CALLAO,2011,MASCULINO ENTRE 26 Y 60 AÑOS,2547
CALLAO,2011,MASCULINO ENTRE 60 AÑOS A MÁS,171
CALLAO,2011,FEMENINO MENOR DE 18 AÑOS,0
CALLAO,2011,FEMENINO ENTRE 19 A 25 AÑOS,38
CALLAO,2011,FEMENINO ENTRE 26 A 60 AÑOS,126
CALLAO,2011,FEMENINO ENTRE 60 AÑOS A MÁS,4
CALLAO,2011,LICENCIA PROFESIONAL,1848
CALLAO,2011,LICENCIA PARTICULAR,1759
CALLAO,2011,LICENCIA MILITAR,57
CALLAO,2011,SIN LICENCIA,300
CALLAO,2011,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),46
CALLAO,2012,MASCULINO MENOR DE 18 AÑOS,42
CALLAO,2012,MASCULINO ENTRE 19 A 25 AÑOS,1288
CALLAO,2012,MASCULINO ENTRE 26 Y 60 AÑOS,3047
CALLAO,2012,MASCULINO ENTRE 60 AÑOS A MÁS,223
CALLAO,2012,FEMENINO MENOR DE 18 AÑOS,1
CALLAO,2012,FEMENINO ENTRE 19 A 25 AÑOS,27
CALLAO,2012,FEMENINO ENTRE 26 A 60 AÑOS,117
CALLAO,2012,FEMENINO ENTRE 60 AÑOS A MÁS,2
CALLAO,2012,LICENCIA PROFESIONAL,2193
CALLAO,2012,LICENCIA PARTICULAR,2049
CALLAO,2012,LICENCIA MILITAR,46
CALLAO,2012,SIN LICENCIA,342
CALLAO,2012,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),117
CALLAO,2013,MASCULINO MENOR DE 18 AÑOS,52
CALLAO,2013,MASCULINO ENTRE 19 A 25 AÑOS,1256
CALLAO,2013,MASCULINO ENTRE 26 Y 60 AÑOS,2963
CALLAO,2013,MASCULINO ENTRE 60 AÑOS A MÁS,189
CALLAO,2013,FEMENINO MENOR DE 18 AÑOS,1
CALLAO,2013,FEMENINO ENTRE 19 A 25 AÑOS,79
CALLAO,2013,FEMENINO ENTRE 26 A 60 AÑOS,185
CALLAO,2013,FEMENINO ENTRE 60 AÑOS A MÁS,11
CALLAO,2013,LICENCIA PROFESIONAL,1986
CALLAO,2013,LICENCIA PARTICULAR,2099
CALLAO,2013,LICENCIA MILITAR,179
CALLAO,2013,SIN LICENCIA,275
CALLAO,2013,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),197
CALLAO,2014,MASCULINO MENOR DE 18 AÑOS,23
CALLAO,2014,MASCULINO ENTRE 19 A 25 AÑOS,1040
CALLAO,2014,MASCULINO ENTRE 26 Y 60 AÑOS,2980
CALLAO,2014,MASCULINO ENTRE 60 AÑOS A MÁS,310
CALLAO,2014,FEMENINO MENOR DE 18 AÑOS,2
CALLAO,2014,FEMENINO ENTRE 19 A 25 AÑOS,71
CALLAO,2014,FEMENINO ENTRE 26 A 60 AÑOS,188
CALLAO,2014,FEMENINO ENTRE 60 AÑOS A MÁS,8
CALLAO,2014,LICENCIA PROFESIONAL,2156
CALLAO,2014,LICENCIA PARTICULAR,1712
CALLAO,2014,LICENCIA MILITAR,45
CALLAO,2014,SIN LICENCIA,211
CALLAO,2014,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),498
CALLAO,2015,MASCULINO MENOR DE 18 AÑOS,99
CALLAO,2015,MASCULINO ENTRE 19 A 25 AÑOS,1015
CALLAO,2015,MASCULINO ENTRE 26 Y 60 AÑOS,3087
CALLAO,2015,MASCULINO ENTRE 60 AÑOS A MÁS,385
CALLAO,2015,FEMENINO MENOR DE 18 AÑOS,17
CALLAO,2015,FEMENINO ENTRE 19 A 25 AÑOS,80
CALLAO,2015,FEMENINO ENTRE 26 A 60 AÑOS,248
CALLAO,2015,FEMENINO ENTRE 60 AÑOS A MÁS,32
CALLAO,2015,SE DESCONOCE POR FUGA,0
CALLAO,2015,LICENCIA PROFESIONAL,2023
CALLAO,2015,LICENCIA PARTICULAR,1887
CALLAO,2015,LICENCIA MILITAR,141
CALLAO,2015,SIN LICENCIA,246
CALLAO,2015,LICENCIA DE VEHÍCULO MENOR,521
CALLAO,2015,LICENCIA EXTRANJERA,20
CALLAO,2015,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),125
CALLAO,2016,MASCULINO MENOR DE 18 AÑOS,154
CALLAO,2016,MASCULINO ENTRE 19 A 25 AÑOS,1048
CALLAO,2016,MASCULINO ENTRE 26 Y 60 AÑOS,2961
CALLAO,2016,MASCULINO ENTRE 60 AÑOS A MÁS,408
CALLAO,2016,FEMENINO MENOR DE 18 AÑOS,3
CALLAO,2016,FEMENINO ENTRE 19 A 25 AÑOS,100
CALLAO,2016,FEMENINO ENTRE 26 A 60 AÑOS,207
CALLAO,2016,FEMENINO ENTRE 60 AÑOS A MÁS,21
CALLAO,2016,SE DESCONOCE POR FUGA,0
CALLAO,2016,LICENCIA PROFESIONAL,1872
CALLAO,2016,LICENCIA PARTICULAR,1879
CALLAO,2016,LICENCIA MILITAR,296
CALLAO,2016,SIN LICENCIA,202
CALLAO,2016,LICENCIA DE VEHÍCULO MENOR,545
CALLAO,2016,LICENCIA EXTRANJERA,1
CALLAO,2016,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),107
CALLAO,2017,MASCULINO MENOR ENTRE 13 Y 18 AÑOS,2
CALLAO,2017,MASCULINO ENTRE 19 A 25 AÑOS,812
CALLAO,2017,MASCULINO ENTRE 26 Y 60 AÑOS,3028
CALLAO,2017,MASCULINO ENTRE 60 AÑOS A MÁS,277
CALLAO,2017,FEMENINO MENOR ENTRE 13 Y 18 AÑOS,3
CALLAO,2017,FEMENINO ENTRE 19 A 25 AÑOS,59
CALLAO,2017,FEMENINO ENTRE 26 A 60 AÑOS,184
CALLAO,2017,FEMENINO ENTRE 60 AÑOS A MÁS,44
CALLAO,2017,SE DESCONOCE POR FUGA,14
CALLAO,2017,LICENCIA PROFESIONAL,1671
CALLAO,2017,LICENCIA PARTICULAR,1925
CALLAO,2017,LICENCIA MILITAR,53
CALLAO,2017,SIN LICENCIA,190
CALLAO,2017,LICENCIA DE VEHÍCULO MENOR,446
CALLAO,2017,LICENCIA EXTRANJERA,23
CALLAO,2017,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),115
CALLAO,2018,ENTRE 12 Y 17 AÑOS,53
CALLAO,2018,ENTRE 18 A 29 AÑOS,1181
CALLAO,2018,ENTRE 30 Y 59 AÑOS,1830
CALLAO,2018,ENTRE 60 AÑOS A MÁS,260
CALLAO,2018,ENTRE 12 Y 17 AÑOS,0
CALLAO,2018,ENTRE 18 A 29 AÑOS,74
CALLAO,2018,ENTRE 30 Y 59 AÑOS,133
CALLAO,2018,ENTRE 60 AÑOS A MÁS,9
CALLAO,2018,LICENCIA PROFESIONAL,1794
CALLAO,2018,LICENCIA PARTICULAR,1236
CALLAO,2018,LICENCIA MILITAR,45
CALLAO,2018,SIN LICENCIA,222
CALLAO,2018,LICENCIA DE VEHÍCULO MENOR,333
CALLAO,2018,LICENCIA EXTRANJERA,13
CALLAO,2019,ENTRE 12 Y 17 AÑOS,5
CALLAO,2019,ENTRE 18 A 29 AÑOS,1099
CALLAO,2019,ENTRE 30 Y 59 AÑOS,1449
CALLAO,2019,ENTRE 60 AÑOS A MÁS,127
CALLAO,2019,ENTRE 12 Y 17 AÑOS,5
CALLAO,2019,ENTRE 18 A 29 AÑOS,127
CALLAO,2019,ENTRE 30 Y 59 AÑOS,103
CALLAO,2019,ENTRE 60 AÑOS A MÁS,15
CALLAO,2019,LICENCIA PROFESIONAL,1526
CALLAO,2019,LICENCIA PARTICULAR,986
CALLAO,2019,LICENCIA MILITAR,15
CALLAO,2019,SIN LICENCIA,148
CALLAO,2019,LICENCIA DE VEHÍCULO MENOR,291
CALLAO,2019,LICENCIA EXTRANJERA,8
CALLAO,2020,ENTRE 12 Y 17 AÑOS,1
CALLAO,2020,ENTRE 18 A 29 AÑOS,718
CALLAO,2020,ENTRE 30 Y 59 AÑOS,833
CALLAO,2020,ENTRE 60 AÑOS A MÁS,75
CALLAO,2020,ENTRE 12 Y 17 AÑOS,0
CALLAO,2020,ENTRE 18 A 29 AÑOS,68
CALLAO,2020,ENTRE 30 Y 59 AÑOS,76
CALLAO,2020,ENTRE 60 AÑOS A MÁS,2
CALLAO,2020,LICENCIA PROFESIONAL,753
CALLAO,2020,LICENCIA PARTICULAR,762
CALLAO,2020,LICENCIA MILITAR,30
CALLAO,2020,SIN LICENCIA,84
CALLAO,2020,LICENCIA DE VEHÍCULO MENOR,166
CALLAO,2020,LICENCIA EXTRANJERA,1
CALLAO,2021,ENTRE 12 Y 17 AÑOS,1
CALLAO,2021,ENTRE 18 A 29 AÑOS,992
CALLAO,2021,ENTRE 30 Y 59 AÑOS,1367
CALLAO,2021,ENTRE 60 AÑOS A MÁS,126
CALLAO,2021,ENTRE 12 Y 17 AÑOS,0
CALLAO,2021,ENTRE 18 A 29 AÑOS,159
CALLAO,2021,ENTRE 30 Y 59 AÑOS,174
CALLAO,2021,ENTRE 60 AÑOS A MÁS,7
CALLAO,2021,LICENCIA PROFESIONAL,1116
CALLAO,2021,LICENCIA PARTICULAR,1325
CALLAO,2021,LICENCIA MILITAR,10
CALLAO,2021,SIN LICENCIA,65
CALLAO,2021,LICENCIA DE VEHÍCULO MENOR,333
CALLAO,2021,LICENCIA EXTRANJERA,2
CALLAO,2022,ENTRE 12 Y 17 AÑOS,2
CALLAO,2022,ENTRE 18 A 29 AÑOS,997
CALLAO,2022,ENTRE 30 Y 59 AÑOS,1315
CALLAO,2022,ENTRE 60 AÑOS A MÁS,134
CALLAO,2022,ENTRE 12 Y 17 AÑOS,1
CALLAO,2022,ENTRE 18 A 29 AÑOS,121
CALLAO,2022,ENTRE 30 Y 59 AÑOS,159
CALLAO,2022,ENTRE 60 AÑOS A MÁS,12
CALLAO,2022,LICENCIA PROFESIONAL,1107
CALLAO,2022,LICENCIA PARTICULAR,1228
CALLAO,2022,LICENCIA MILITAR,0
CALLAO,2022,SIN LICENCIA,91
CALLAO,2022,LICENCIA DE VEHÍCULO MENOR,349
CALLAO,2022,LICENCIA EXTRANJERA,3
CALLAO,2023,ENTRE 12 Y 17 AÑOS,39
CALLAO,2023,ENTRE 18 A 29 AÑOS,835
CALLAO,2023,ENTRE 30 Y 59 AÑOS,1396
CALLAO,2023,ENTRE 60 AÑOS A MÁS,120
CALLAO,2023,ENTRE 12 Y 17 AÑOS,0
CALLAO,2023,ENTRE 18 A 29 AÑOS,114
CALLAO,2023,ENTRE 30 Y 59 AÑOS,141
CALLAO,2023,ENTRE 60 AÑOS A MÁS,12
CALLAO,2023,LICENCIA PROFESIONAL,967
CALLAO,2023,LICENCIA PARTICULAR,1252
CALLAO,2023,LICENCIA MILITAR,2
CALLAO,2023,SIN LICENCIA,391
CALLAO,2023,LICENCIA DE VEHÍCULO MENOR,0
CALLAO,2023,LICENCIA EXTRANJERA,82
CALLAO,2024,ENTRE 12 Y 17 AÑOS,51
CALLAO,2024,ENTRE 18 A 29 AÑOS,1271
CALLAO,2024,ENTRE 30 Y 59 AÑOS,1572
CALLAO,2024,ENTRE 60 AÑOS A MÁS,135
CALLAO,2024,ENTRE 12 Y 17 AÑOS,0
CALLAO,2024,ENTRE 18 A 29 AÑOS,185
CALLAO,2024,ENTRE 30 Y 59 AÑOS,207
CALLAO,2024,ENTRE 60 AÑOS A MÁS,22
CALLAO,2024,LICENCIA PROFESIONAL,1132
CALLAO,2024,LICENCIA PARTICULAR,1946
CALLAO,2024,LICENCIA MILITAR,20
CALLAO,2024,SIN LICENCIA,271
CALLAO,2024,LICENCIA DE VEHÍCULO MENOR,0
CALLAO,2024,LICENCIA EXTRANJERA,111
CUSCO,2008,MASCULINO MENOR DE 18 AÑOS,223
CUSCO,2008,MASCULINO MAYOR DE 18 AÑOS,2960
CUSCO,2008,FEMENINO MENOR DE 18 AÑOS,24
CUSCO,2008,FEMENINO MAYOR DE 18 AÑOS,113
CUSCO,2008,LICENCIA PROFESIONAL,2086
CUSCO,2008,LICENCIA PARTICULAR,594
CUSCO,2008,LICENCIA MILITAR,23
CUSCO,2008,SIN LICENCIA,456
CUSCO,2008,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),161
CUSCO,2009,MASCULINO MENOR DE 18 AÑOS,102
CUSCO,2009,MASCULINO MAYOR DE 18 AÑOS,1825
CUSCO,2009,FEMENINO MENOR DE 18 AÑOS,39
CUSCO,2009,FEMENINO MAYOR DE 18 AÑOS,115
CUSCO,2009,LICENCIA PROFESIONAL,1344
CUSCO,2009,LICENCIA PARTICULAR,256
CUSCO,2009,LICENCIA MILITAR,27
CUSCO,2009,SIN LICENCIA,310
CUSCO,2009,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),144
CUSCO,2010,MASCULINO MENOR DE 18 AÑOS,25
CUSCO,2010,MASCULINO ENTRE 19 A 25 AÑOS,158
CUSCO,2010,MASCULINO ENTRE 26 Y 60 AÑOS,331
CUSCO,2010,MASCULINO ENTRE 60 AÑOS A MÁS,18
CUSCO,2010,FEMENINO MENOR DE 18 AÑOS,0
CUSCO,2010,FEMENINO ENTRE 19 A 25 AÑOS,4
CUSCO,2010,FEMENINO ENTRE 26 A 60 AÑOS,8
CUSCO,2010,FEMENINO ENTRE 60 AÑOS A MÁS,1
CUSCO,2010,LICENCIA PROFESIONAL,319
CUSCO,2010,LICENCIA PARTICULAR,100
CUSCO,2010,LICENCIA MILITAR,10
CUSCO,2010,SIN LICENCIA,113
CUSCO,2010,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),3
CUSCO,2011,MASCULINO MENOR DE 18 AÑOS,88
CUSCO,2011,MASCULINO ENTRE 19 A 25 AÑOS,182
CUSCO,2011,MASCULINO ENTRE 26 Y 60 AÑOS,282
CUSCO,2011,MASCULINO ENTRE 60 AÑOS A MÁS,29
CUSCO,2011,FEMENINO MENOR DE 18 AÑOS,4
CUSCO,2011,FEMENINO ENTRE 19 A 25 AÑOS,15
CUSCO,2011,FEMENINO ENTRE 26 A 60 AÑOS,13
CUSCO,2011,FEMENINO ENTRE 60 AÑOS A MÁS,8
CUSCO,2011,LICENCIA PROFESIONAL,334
CUSCO,2011,LICENCIA PARTICULAR,103
CUSCO,2011,LICENCIA MILITAR,11
CUSCO,2011,SIN LICENCIA,114
CUSCO,2011,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),59
CUSCO,2012,MASCULINO MENOR DE 18 AÑOS,190
CUSCO,2012,MASCULINO ENTRE 19 A 25 AÑOS,749
CUSCO,2012,MASCULINO ENTRE 26 Y 60 AÑOS,761
CUSCO,2012,MASCULINO ENTRE 60 AÑOS A MÁS,136
